text,ENTREGA,OUTROS,PRODUTO,CONDICOES DE RECEBIMENTO,ANUNCIO,prediction,request_time,completion_tokens,prompt_tokens,total_tokens,prediction_post_processed
"Mercadoria entregue conforme combinado, produto de boa qualidade, recomendo",1,0,1,0,0,"entrega, produto",0.6658041477203369,7.0,161.0,168.0,['ENTREGA']
O cobre leito é de um tecido muito inferior e a cor é totalmente diferente do da foto,0,0,1,0,1,"produto, anuncio",0.6300079822540283,8.0,167.0,175.0,['ANUNCIO']
"Produto ótimo, seu funcionamento é mto bom e atende minhas necessidades",0,0,1,0,0,"produto, outros",0.6234805583953857,7.0,161.0,168.0,['OUTROS']
Não gostei; pois nas propagandas falam que não sai na água; e sai! E não cobre tatuagens totalmente.,0,0,1,0,0,"produto, anuncio",0.6834189891815186,8.0,173.0,181.0,['ANUNCIO']
"Produto bom. Porém a entrega deixou muito a desejar. Demorou muito para ser entregue. Fazemos outras compras pela internet que não demorou tanto, estas outras compras chegaram no prazo de 4 dias uteis depois da confirmação do pagamento. Mais chegou sem problemas mesmo  ter achando que a entrega demorou muito,",1,0,1,1,0,"produto, entrega",1.1750824451446533,7.0,213.0,220.0,['ENTREGA']
Esperava um pouco mais em termos de evolução na tecnologia... Mas é bom.,0,0,1,0,0,"produto, outros",0.5737960338592529,7.0,164.0,171.0,['OUTROS']
"Um ótimo produto, espero que tem uma boa durabilidade.",0,0,1,0,0,"produto, outros",0.5792953968048096,7.0,160.0,167.0,['OUTROS']
"Atendeu a expectativa, considerado o custo e beneficio",0,0,1,0,0,"produto, outros",0.5619029998779297,7.0,158.0,165.0,['OUTROS']
"Ótimo produto, excelente loja. Entrega rápida.Compraria novamente",1,1,1,0,0,"produto, entrega",0.7892935276031494,7.0,163.0,170.0,['ENTREGA']
Senti falta da nota fiscal que não veio com o produto. O controle remoto não está funcionando.,0,1,0,1,0,"condições de recebimento, produto",0.6243481636047363,11.0,168.0,179.0,[]
MUITO RUIM/PESO VARIA MUITO DE ACORDO COM POSIÇÃO DO CORPO // desregula qdo muda de lugar. compraria outra se tivesse melhor marca. jlourenço,0,0,1,0,0,"produto, outros",0.6739037036895752,7.0,191.0,198.0,['OUTROS']
"PRODUTO DE PÉSSIMA QUALIDADE,  2 MESES QUE ESTOU COM O PRODUTO E HOJE ME DEPAREI COM MEU CELULAR INCHADO, QUANDO O ABRI A BATERIA ENORME, FORA QUE A DURAÇÃO DA CARGA E BAIXÍSSIMA . NÃO RECOMENDO !!",0,0,1,0,0,"produto, outros",0.5175247192382812,7.0,222.0,229.0,['OUTROS']
"COMPREI O APARELHO COM A INDICAÇÃO DO VENDEDOR NA LOJA, INFORMAVA QUE A BATERIA ERA DE LONGA DURAÇÃO. PURA ENGANAÇÃO, TENHO QUE CARREGAR VARIAS VEZES AO DIA. NÃO RECOMENDO.",0,1,1,0,0,"produto, outros",0.6005795001983643,7.0,209.0,216.0,['OUTROS']
OTIMO APARELHO RECOMENDO GOSTEI MUITO FACIL DE USAR,0,0,1,0,0,"produto, outros",0.6206178665161133,7.0,167.0,174.0,['OUTROS']
"CHEGOU COM  ATRASO, TALVEZ DEVIDO À EPOCA DA COMPRA, ESTÁ FUNCIONANDO BEM.",1,0,1,0,0,"condicoes de recebimento, produto, outros",0.5426874160766602,14.0,179.0,193.0,"['CONDICOES DE RECEBIMENTO', 'OUTROS']"
"GOSTEI DO PRODUTO ATENDEU MINHAS NECESSIDADES, RECOMENDO A COMPRA",0,0,1,0,0,"produto, outros",0.46112871170043945,7.0,170.0,177.0,['OUTROS']
"Gostei do produto, porém veio com defeito na bateria e os encaixes do escudo.",0,0,1,1,0,"produto, outros",1.2098057270050049,7.0,168.0,175.0,['OUTROS']
"Embalagem péssima, bateria não segura carga, veio baterias com capacidade diferentes, o que veio ok foi o cabo usb que até o momento esta cumprindo seu papel. Demora para chegar",1,0,1,1,0,"produto, entrega, outros",0.6004586219787598,10.0,189.0,199.0,"['ENTREGA', 'OUTROS']"
A lâmpada fica tremendo e por isso ilumina pouco. Para o fim de iluminar a sala em uma luminária com 8 lâmpadas ela não atendeu satisfatoriamente.,0,0,1,0,0,"produto, outros",0.6293153762817383,7.0,188.0,195.0,['OUTROS']
"O acabamento é bonito, mas o espelho em acrílico pintado não inspira confiança, e pelo preço que é cobrado poderia ser inox.",0,0,1,0,0,"produto, outros",0.7393262386322021,7.0,178.0,185.0,['OUTROS']
Totalmente diferente da imagem de venda . totalmente arrependido. Nem brilho tem . he fosco horrivel.,0,0,1,0,1,"produto, outros",0.56239914894104,7.0,171.0,178.0,['OUTROS']
"Produto mt fragil, com presilhas muito ruins. Poderia sem melhor sem significar maior custo de fabricacao.",0,0,1,0,0,"produto, outros",0.5172479152679443,7.0,172.0,179.0,['OUTROS']
"Compre o que promete, é bastante precisa em pesar volumes pequenos, excelente.",0,0,1,0,0,"produto, outros",0.619509220123291,7.0,164.0,171.0,['OUTROS']
Bandeja giratoria barulhenta....................................,0,0,1,0,0,"produto, outros",0.8445415496826172,7.0,158.0,165.0,['OUTROS']
"Só o barulho atrapalha, de resto cumpre o que promete, um ótimo custo benefício, além da vantagem de não usar óleo é tão rápida quanto ao microondas, porém bem mais saudável. Vale o investimento.",0,0,1,0,0,"produto, outros",0.731715202331543,7.0,193.0,200.0,['OUTROS']
"Forte porém muito barulhento , pra usar pela manhã é complicado!",0,0,1,0,0,"produto, outros",0.813992977142334,7.0,163.0,170.0,['OUTROS']
"Batedeira é boa, mas comparando com as mais antigas ela ja esta com as pá mais simples e achei um pouco barulhenta, porém funciona bem só não da pra bater massa mais pesada que ela fica mais lerda.",0,0,1,0,0,"produto, outros",0.6161818504333496,7.0,197.0,204.0,['OUTROS']
"Comprei o celular há cerca de 1 mes e meio e foi só decepção, a bateria tem dias q funciona bem, dias q não dura nem 4h e dias q ela simplesmente decide não carregar direito. Vi inúmeros comentários após minha compra com os mesmos problemas q eu tive, por isso não recomendo que comprem o K10, deem preferencia a intermediarios de outras marcas. abraços.",0,0,1,0,0,"produto, outros",2.537372350692749,7.0,234.0,241.0,['OUTROS']
"Produto bom, entrega rápida, preço bom, recomendo.",1,0,1,0,0,"entrega, produto",0.6013331413269043,7.0,160.0,167.0,['ENTREGA']
Tem boas funções e é rapido. Pena que a bateria seja tao limitada. Poderia ser ao mrnos 5000.,0,0,1,0,0,"produto, outros",0.5829761028289795,7.0,173.0,180.0,['OUTROS']
A bateria nao dura muito. Tem que recarregar todo dia se não fica na mão..,0,0,1,0,0,"produto, outros",0.5181641578674316,7.0,167.0,174.0,['OUTROS']
"Problemas com o desempenho. Carrega rápido demais e descarrega na mesma proporção. Não consegue reter a carga por muito tempo mesmo sem uso como música,navegação etc. Não dura nem  o dia inteiro ! Pelo menos neste produto não tive SORTE .",0,0,1,0,0,"produto, outros",0.773425817489624,7.0,202.0,209.0,['OUTROS']
"BOM: A cãmera é bonita e a imagem é boa, com um ótimo ângulo de visão.  RUIM: Manual mal traduzido do chinês a ponto de ficar incompreensível (tanto em inglês quanto em português), e desatualizado (o aplicativo mudou, não está mais como o manual descreve). Isso complicou muito a instalação. O aplicativo não me pareceu confiável, exige permissão para acessar várias funções do celular que não me parecem justificáveis, e fica funcionando escondido mesmo depois que você tenta desligá-lo. A imagem chega no celular sempre com um atraso de uns 5 segundos, o que é um perigo se for para vigiar crianças. E a câmera responde mal a comandos do celular, para movê-la precisa ficar deslizando o dedo na tela umas 10 vezes até funcionar.",0,0,1,0,0,"produto, outros",0.5875465869903564,7.0,319.0,326.0,['OUTROS']
"Apesar de não funcionar o reconhecimento criptografado sonoro e ter que usar o QR code para instalar, depois de instalado funcionou muito bem. Boa qualidade de imagem de dia e de noite.",0,0,1,0,0,"produto, outros",0.5738430023193359,7.0,187.0,194.0,['OUTROS']
Fiz a compra num dia depois de 2 dias já entregaram parabéns que continue assim,1,0,1,0,0,"entrega, outros",0.6112575531005859,7.0,166.0,173.0,"['ENTREGA', 'OUTROS']"
"Ótimo livro, muito inspirador. Apesar de ser um de 1939, é um livro muito atual, até porque os ensinamentos de Jesus são eternos.",0,0,1,0,0,"produto, outros",0.6081225872039795,7.0,183.0,190.0,['OUTROS']
Gostaria de saber se ele vem com suporte para mosquiteiro.,0,1,0,0,0,outros,0.48583316802978516,3.0,162.0,165.0,['OUTROS']
"Bicicleta com alguns problemas com raios curtos pegando pouquíssima rosca, por sinal na minha vieram 3 avariado. O pezinho que vem é de má qualidade o pedal veio travado.",0,0,1,1,0,"produto, outros",0.7573630809783936,7.0,194.0,201.0,['OUTROS']
"A americanas deve enganar vários brasileiros coloca o valor do produto la em cima e finge que esta dando desconto, em vários sites de busca de produtos se encontra bem abaixo do valor em propaganda, isso é um abuso ao consumidor, não existe transparência lamentável.",0,1,1,0,0,"outros, produto, anuncio",0.5638854503631592,10.0,202.0,212.0,"['ANUNCIO', 'OUTROS']"
"A luminária é boa e igual a foto, porém a entrega demorou muito e a Americanas não forneceu o código de rastreio para acompanhar a entrega.",1,1,1,0,1,"produto, entrega, outros",0.6457750797271729,10.0,182.0,192.0,"['ENTREGA', 'OUTROS']"
"Bem legal,  mas os dardos amaçam muito fácil. Com isso, ela começa a agarrar. O brinquedo é bonito e resistente. Recomendo comprar um pack de dardos a parte pra substituir os que vão dando defeito.",0,0,1,0,0,"produto, outros",0.7044544219970703,7.0,199.0,206.0,['OUTROS']
Produto bom e entrega rápida super recomendo ótimo para realizar trabalhos em placas e componentes,1,0,1,0,0,"produto, entrega",0.4960451126098633,7.0,164.0,171.0,['ENTREGA']
"Prático para limpar, porém deixa a desejar nos cantos dos espaços, pois o material da escova desloca para os cantos a poeira que insiste em permanecer mesmo após varredura.",0,0,1,0,0,"produto, outros",0.6537761688232422,7.0,188.0,195.0,['OUTROS']
O produto de boa qualidade e mais silenciosa e econômica tanto no aspecto água como energia.,0,0,1,0,0,"produto, outros",0.6189572811126709,7.0,166.0,173.0,['OUTROS']
Pobre qualidade e não ajusta ao tamanho do colchão.,0,0,1,0,0,"produto, outros",0.6006002426147461,7.0,161.0,168.0,['OUTROS']
Minha neta adorou. Fiquei satisfeito com a compra por um preço justo.,0,0,1,0,0,"produto, outros",0.5223946571350098,7.0,166.0,173.0,['OUTROS']
"A cortina é boa, tem um bom acabamento e sua cor avelã é bonita. Porém não é um blackout 100%, escurece no máximo uns 60% do ambiente... se vc está procurando uma cortina que corte toda a luz, não é esta.",0,0,1,0,0,"produto, outros",0.6074025630950928,7.0,204.0,211.0,['OUTROS']
"Gostei, muito boa e prática para cozimento de alimentos menores.",0,0,1,0,0,"produto, outros",0.5663142204284668,7.0,162.0,169.0,['OUTROS']
"Chegou em ótimo estado, rapido.  Sobre a cafeteira aquece muito bem a água, funciona direitinho, no entando, vasa um pouco de água do reservatório não sei se por causade ser o primeiro uso, mas por enquanto observei esse problema.",1,0,1,1,0,"produto, condicoes de recebimento, entrega",0.9085261821746826,16.0,207.0,223.0,"['ENTREGA', 'CONDICOES DE RECEBIMENTO']"
Muito boa qualidade e ótimo preço eu recomendo comprar auxilia muito bem nos serviços de culinária,0,0,1,0,0,"produto, outros",0.6234416961669922,7.0,166.0,173.0,['OUTROS']
Atendeu minhas expectativas..bom fone. Vale a pena .comprando com a faixa de preços de outros,0,0,1,0,0,"produto, outros",0.5832831859588623,7.0,170.0,177.0,['OUTROS']
"As cuecas são de boa qualidade no geral, porém não tem reforço na parte frontal. O vendedor deveria deixar claro que o tecido não é 100% algodão (eu prefiro), mas uma mescla de elastano. Mas ao menos é  80% algodão ou mais (variam). Vale a compra pelo preço.",0,0,1,0,1,"produto, outros",0.5099673271179199,7.0,217.0,224.0,['OUTROS']
"A configuração inicial demorou um pouco, mas a conexão com a internet ficou mais rápida depois das configurações iniciais.",1,0,1,0,0,"produto, outros",0.7583603858947754,7.0,172.0,179.0,['OUTROS']
"Atende ao uso moderado, com várias funções. Câmeras de boa qualidade.",0,0,1,0,0,"produto, outros",0.5276799201965332,7.0,166.0,173.0,['OUTROS']
Vamos ver se aguenta pau para andar de moto e quanto tempo vai durar mas o acabamento é bonito,0,0,1,0,0,"produto, outros",0.5776340961456299,7.0,168.0,175.0,['OUTROS']
"Eu gostei sim, para o meu cabelo que é fino e liso funciona bem...",0,0,1,0,0,"produto, outros",0.5562376976013184,7.0,165.0,172.0,['OUTROS']
"Gostei do celular e a entrega foi mais rápida do que eu esperava, ainda não dá para avaliar 100% somente com algum tempo de uso, por enquanto não decepcionou, tem boas funções, bom desempenho e é bem moderno.",1,0,1,0,0,"produto, entrega",0.5205130577087402,7.0,197.0,204.0,['ENTREGA']
"A capa e muito boa, porem a película não aderiu na celular.",0,0,1,0,0,"produto, outros",0.5923547744750977,7.0,164.0,171.0,['OUTROS']
"A entrega foi dentro do prazo, porém meu produto veio com um pequeno defeito, a chapa não para aberta, sempre necessita de um apoio ou ficar segurando. No entanto não é nada que interfira no uso do produto, por conta disso não solicitei a troca.",1,1,1,1,0,"entrega, produto",0.6369631290435791,7.0,203.0,210.0,['ENTREGA']
"Achei o produto bom, mas achei que fosse gostar mais.",0,0,1,0,0,"produto, outros",0.5237994194030762,7.0,161.0,168.0,['OUTROS']
Achei o travesseiro mais fino do que gostaria porém tem atendido as minhas necessidades,0,0,1,0,0,"produto, outros",0.6924328804016113,7.0,166.0,173.0,['OUTROS']
"Adorei muito prático,  Deveria ter mais opção de modelos e cor.",0,0,1,0,0,"produto, outros",0.4324684143066406,7.0,166.0,173.0,['OUTROS']
Ainda não usei o produto mas parece ser bom. Chegou antes do prazo,1,0,1,0,0,"produto, entrega",0.6807949542999268,7.0,165.0,172.0,['ENTREGA']
"Aparelho possui um bom usto beneficio, rápido e eficiente, porém a bateria não dura muito mesmo com modo de economia acionada , dura em média um dia com uso moderado.",0,0,1,0,0,"produto, outros",0.47068166732788086,7.0,186.0,193.0,['OUTROS']
"Atende as expectativas. Design moderno. Pelo preço, gostei bastante",0,0,1,0,0,"produto, outros",0.4713430404663086,7.0,161.0,168.0,['OUTROS']
"Bom ,,porém n venho n embalagem da EURO ,,VENHO NUM PACOTE DE PAPELÃO (CAIXA)..",0,0,1,1,0,"condicoes de recebimento, outros",15.03080677986145,11.0,174.0,185.0,"['CONDICOES DE RECEBIMENTO', 'OUTROS']"
"Bom custo benefício, mouse leve e prático também é bom para jogos. Mouse para pegada claw",0,0,1,0,0,"produto, outros",0.49557042121887207,7.0,168.0,175.0,['OUTROS']
Bom para quem precisa do básico o celular. Compramos pra quem precisa falar no telefone e pronto.,0,0,1,0,0,"produto, outros",0.6631383895874023,7.0,168.0,175.0,['OUTROS']
Bom produto  Chegou antes do prazo  Recomendo Entrega rápida e tudo certinho,1,0,1,1,0,"produto, entrega, condicoes de recebimento",0.8319191932678223,16.0,167.0,183.0,"['ENTREGA', 'CONDICOES DE RECEBIMENTO']"
Bom produto.. Obrigado.. Obrigado bom produto e como já diz a palavra eu escrevo o qto quiser.,0,1,1,0,0,"produto, outros",0.5800106525421143,7.0,172.0,179.0,['OUTROS']
"Bom! Exatamente o que eu esperava. Compatível com a descrição, material bom. Apenas o cadeado que poderia ser de melhor qualidade.",0,0,1,0,1,"produto, outros",0.616105318069458,7.0,178.0,185.0,['OUTROS']
"Bom, confortavel , fiquei satisfeito, gostei da cor e do tecido super macio",0,0,1,0,0,"produto, outros",0.5560970306396484,7.0,166.0,173.0,['OUTROS']
"Bom. Mas uma delas veio faltando peça,  que não foi possível para instalar.",0,0,1,1,0,"produto, condicoes de recebimento",0.6037209033966064,13.0,166.0,179.0,['CONDICOES DE RECEBIMENTO']
"Chegou antes do prazo, gostei do produto, só que no anúncio diz que vem com fone de ouvido e o meu não veio.",1,0,1,1,1,"entrega, produto, anuncio",0.5849645137786865,11.0,177.0,188.0,"['ENTREGA', 'ANUNCIO']"
Cumpre o que é designado. É lindo e tem potência suficiente para viagens. É levinho e pratico.,0,0,1,0,0,"produto, outros",0.6509146690368652,7.0,173.0,180.0,['OUTROS']
"Estou satisfeito. O produto é de boa qualidade, rápido, de fácil manuseio. Só não gostei da ausência da agenda chamada S Planner Mini, o qual usava no S4 mini e era muito útil.",0,0,1,0,0,"produto, outros",0.5751588344573975,7.0,192.0,199.0,['OUTROS']
Fiz a Primeira sessão não posso falar pois ainda não tivesse resultados o resultado é a longo prazo mas estou muito satisfeita pela compra queria muito esse aparelho espero valer a pena,0,0,1,0,0,"produto, outros",0.6264307498931885,7.0,182.0,189.0,['OUTROS']
"Gostei comprei para ver videos e  instalei alguns  jogos, por enquanto está rodando normal.",0,0,1,0,0,"produto, outros",0.468273401260376,7.0,171.0,178.0,['OUTROS']
Gostei da compra. Chegou antes do prazo. Qualidade boa.,1,0,1,0,0,"entrega, produto",0.6068572998046875,7.0,164.0,171.0,['ENTREGA']
Gostei do produto além dele ter saído por um preço acessível .,0,0,1,0,0,"produto, outros",0.5071334838867188,7.0,163.0,170.0,['OUTROS']
"Gostei muito e recomendo esse produto atendeu minhas expectativas, entrega dentro do prazo.",1,0,1,0,0,"produto, entrega",0.8319449424743652,7.0,166.0,173.0,['ENTREGA']
Gostei por ser um produto bom para o desenvolvimento das crianças . Porém desencaixa muito facilmente e a criança não consegue fazer o encaixe sozinha . Mas no geral o bebê adorou .,0,0,1,0,0,"produto, outros",0.5130488872528076,7.0,187.0,194.0,['OUTROS']
"Gostei. Gosto dos produtos Arno. Comprei como grill, porém não veio.",0,0,1,1,0,"produto, condicoes de recebimento",0.9679157733917236,13.0,168.0,181.0,['CONDICOES DE RECEBIMENTO']
"Gosto da Smasung, mas muitas vezes o aparelho não tem ótima velocidade de processamento.",0,0,1,0,0,"produto, outros",0.6480109691619873,7.0,167.0,174.0,['OUTROS']
"Eu gostei do headset, o microfone dele é regular, seria melhor se ele não estragasse com um mês de uso",0,0,1,0,0,"produto, outros",0.5960085391998291,7.0,173.0,180.0,['OUTROS']
Manual de instruções sem muitas explicações; Não relaciona tudo que vem na caixa. Chegou rápido.,1,0,1,0,0,"outros, condicoes de recebimento, entrega",0.9062666893005371,15.0,171.0,186.0,"['ENTREGA', 'CONDICOES DE RECEBIMENTO', 'OUTROS']"
"Muito boa a televisão , boa imagem, bom som. Recomendo.",0,0,1,0,0,"produto, outros",0.6665046215057373,7.0,162.0,169.0,['OUTROS']
Muito bom gostei e recomendo chegou até antes do prazo previsto parabéns,1,1,1,0,0,"produto, entrega",0.43950605392456055,7.0,162.0,169.0,['ENTREGA']
"Muito bom,mas muito difícil de apertar pra ouvir os sons",0,0,1,0,0,"produto, outros",0.5728425979614258,7.0,161.0,168.0,['OUTROS']
"Nao tenho oque reclamar é bom, mais acho que deveria vir escrito os segundos e se e pra esquerda ou pra direita",0,0,1,0,0,"produto, outros",0.5842912197113037,7.0,173.0,180.0,['OUTROS']
"O notebook da positivo tem um designe moderno, é lindo, fino e leve, porém este que adquiri, indico para quem quer usar para estudo apenas. memória pouca, mas comprei nesta intenção, já que arquivo meus materiais em HD externo.",0,0,1,0,0,"produto, outros",0.8516743183135986,7.0,199.0,206.0,['OUTROS']
O produto atende muito bem minhas necessidades. Estou satisfeita,0,0,1,0,0,"produto, outros",0.6734936237335205,7.0,159.0,166.0,['OUTROS']
"O produto é bom, o problema que não tem bico pra reposição tive que comprar outro copo por causa disso",0,0,1,0,0,"produto, outros",0.6443696022033691,7.0,172.0,179.0,['OUTROS']
"Paguei trabalho taxa especial para envio mais rápido, mas demorou a mesma coisa! PRIME?!?!",1,0,1,0,0,"entrega, outros",0.5013041496276855,7.0,168.0,175.0,"['ENTREGA', 'OUTROS']"
"Parecia ser maior. Para festas grandes não comporta muito pequeno. Serve para uso doméstico entre família. Acaba muito rápido chocolate, pois o reservatório e pequeno.",0,0,1,0,0,"produto, outros",0.6358730792999268,7.0,183.0,190.0,['OUTROS']
"Poderia ser mais forte, mas é suficiente. Aguenta duas pessoas adultas sentadas e fácil de encher.",0,0,1,0,0,"produto, outros",0.539635181427002,7.0,172.0,179.0,['OUTROS']
"A qualidade do produto é boa, porem a numeração é muito pequena para o nosso padrão de vestuário.",0,0,1,0,0,"produto, outros",0.5869994163513184,7.0,172.0,179.0,['OUTROS']
"Bom produto, apresenta um recipiente bom para conservação, sua embalagem pode ser melhorada em design, o gosto do produto é bom mas pode ser melhorada e apresenta resultados vitamínicos satisfatórios",0,0,1,0,0,"produto, outros",0.8370883464813232,7.0,186.0,193.0,['OUTROS']
"Superou minha expectativa, um bom produto de qualidade. Recomendo.",0,0,1,0,0,"produto, outros",0.49363136291503906,7.0,162.0,169.0,['OUTROS']
"Produto dentro da espectativa,gostei muito do produto e a entrega foi super rapida,. Obrigado!!",1,0,1,0,0,"produto, entrega",0.46581196784973145,7.0,170.0,177.0,['ENTREGA']
"Produto muito bom , de acordo com a imagem . Só um pouco pequenas , mas o material é excelente .",0,0,1,0,1,"produto, outros",0.48099803924560547,7.0,169.0,176.0,['OUTROS']
"Produto é bom, marca poderia dar um pouco mais de qualidade no acabamento das rebarbas do produto, fora isso atende com a expectativa do valor pago.",0,0,1,0,0,"produto, outros",0.8010149002075195,7.0,179.0,186.0,['OUTROS']
Produto é de boa qualidade ! Vem bem embalado....Recomendo sim !,0,0,1,1,0,"produto, condicoes de recebimento",0.818152666091919,13.0,165.0,178.0,['CONDICOES DE RECEBIMENTO']
"Produto é de boa qualidade, porém preço praticado no Brasil é fora da nossa realidade.",0,0,1,0,0,"produto, outros",1.0276570320129395,7.0,166.0,173.0,['OUTROS']
Um produto muito bom Parabéns a loja que criou.estou extremamente satisfeita.,0,1,1,0,0,"produto, outros",0.5788724422454834,7.0,164.0,171.0,['OUTROS']
"A bateria dele é excelente durante mais de 24 horas, e olha uso muito devido meu trabalho.  O que não gostei é que devido suas formas (fina com bordas arredondadas) da insegurança quanto a quedas. Outra coisa é que carregando as vezes o aparelho fica bem quente.",0,0,1,0,0,"produto, outros",0.48613810539245605,7.0,210.0,217.0,['OUTROS']
"Gostei atendeu às minhas necessidades,boa duração da bateria e bom desempenho",0,0,1,0,0,"produto, outros",0.5263442993164062,7.0,163.0,170.0,['OUTROS']
"Chegou antes da data, um bom aparelho ! O auto falante dele que achei um pouco baixo.",1,0,1,0,0,"entrega, produto",0.5813021659851074,7.0,170.0,177.0,['ENTREGA']
Produto de boa qualidade e desempenho. Chegou dentro do prazo. Não me arrependo da compra.,1,0,1,0,0,"produto, entrega",0.5535550117492676,7.0,169.0,176.0,['ENTREGA']
"Comprei para minha mãe, ela está gostando muito, mas acreditei que a bateria pudesse ser um pouco melhor! Mesmo assim recomendo! :)",0,0,1,0,0,"produto, outros",0.5994155406951904,7.0,180.0,187.0,['OUTROS']
Ele é bem básico mas é bom! Para quem não espera muito é muito bom.,0,0,1,0,0,"produto, outros",0.7145740985870361,7.0,165.0,172.0,['OUTROS']
A parte de cima da mesa é ótima muito funcional....mas as pernas são muito fracas  quando a criança tenta se apoiar elas soltam.,0,0,1,0,0,"produto, outros",0.48955702781677246,7.0,177.0,184.0,['OUTROS']
Chegou  antes  do  prazo  estabelecido. . Obrigado  ... #americanas #BW  DIGITAL,1,1,1,0,0,"entrega, outros",0.48090076446533203,7.0,173.0,180.0,"['ENTREGA', 'OUTROS']"
"Achei meio fraco dependendo do uso nao vai aguentar, alem de pequeno a lamina, vai precisar de mais tempo para aparar ou cortar o cabelo ou barba. Vou usar se caso for superior mudo minha avaliação.",0,0,1,0,0,"produto, outros",0.4532742500305176,7.0,195.0,202.0,['OUTROS']
"Comprei um para instalar num corsa 94 1.0 para aproveitar o preço acessível, ficou bom, da pra subir umas ladeiras daqui, acho q ficou 1.4 agora, ótimo custo x beneficio.",0,0,1,0,0,"produto, outros",0.536386251449585,7.0,195.0,202.0,['OUTROS']
"Uma boa tv. Bastante recursos, com wifi integrado e fácil de usar. Boa imagem, apesar de não ser full HD, que estranhamente não se encontra nesta medida de tv (32pol). Bem funcional Entrega dentro do prazo.",1,0,1,0,0,"produto, entrega",0.805549144744873,7.0,197.0,204.0,['ENTREGA']
Acho que em virtude do valor pago pelo produto tem um bom custo benefício,0,0,1,0,0,produto,0.5788397789001465,4.0,163.0,167.0,[]
"Bom para quem exige pouco de um celular, mas devido ao preço vale a pena.",0,0,1,0,0,"produto, outros",0.8556857109069824,7.0,165.0,172.0,['OUTROS']
"Compra boa, entrega rápida, porém, o material é bem fraco, mas o custo benefício compensa.",1,0,1,0,0,"entrega, produto",0.9025764465332031,7.0,170.0,177.0,['ENTREGA']
Fácil de operar  Jé um smartphone já com nome no mercado Câmera e de boa resolução,0,0,1,0,0,"produto, outros",0.5250418186187744,7.0,168.0,175.0,['OUTROS']
"O bebedouro no geral está servindo bem. Porém, a torneira da água gelada saí muito pouca água. Acredito que por conta do reservatório ser pequeno. Demora um pouco para encher o copo e as pessoas acabam bebendo natural.",0,0,1,0,0,"produto, outros",0.5830059051513672,7.0,203.0,210.0,['OUTROS']
"O produto possui todas as funções descritas no anúncio, além de ser leve e prático. O único ponto negativo que achei foi o tecido da capota que é muito fino, talvez não proteja do sol totalmente.",0,0,1,0,1,"produto, anuncio",0.5584127902984619,8.0,192.0,200.0,['ANUNCIO']
"O acabamento das costuras, travas e do bordado é excepcional, principalmente levando-se em consideração o custo. Em relação ao custo, poderia ser um pouco mais caro oferecendo o acabamento emborrachado embaixo presente somente no tapete do meio (túnel) e que falta nos outros 4 tapetes maiores. Vale a pena o acabamento pelo custo.",0,0,1,0,0,"produto, outros",1.1402416229248047,7.0,222.0,229.0,['OUTROS']
"Chegou antes do prazo de entrega, bom aparelho nada mais acrescentar.",1,0,1,0,0,"entrega, produto",0.48475170135498047,7.0,164.0,171.0,['ENTREGA']
"Produto bom e compacto. Nao gostei muito do botão, poderia ser mais moderno.",0,0,1,0,0,"produto, outros",0.5253810882568359,7.0,165.0,172.0,['OUTROS']
"No rádio deveria vim um filtro de ruído para não escutar no áudio os ruídos gerados pelo motor do carro. O controle de volume deveria ser ""logarítmico"", ao invés de ""linear"" para melhor controle de volume nos baixos níveis. O rádio oferece pouca potencia de áudio. Por outro lado, o auto rádio tem relógio interno, entrada USB e para cartão SD, e controle remoto. Vale pelo custo benefício para usuários não exigentes.",0,0,1,0,0,"produto, outros",0.7952344417572021,7.0,241.0,248.0,['OUTROS']
"O aparelho é um ótimo smartphone de entrada. Não tem uma boa câmera, não consegue tirar fotos boas. Mas para alguém que precisa do primeiro smartphone e quer apenas uma câmera básica é o suficiente. O tamanho da tela é muito bom e os 32gb são o suficiente para a maioria das pessoas.",0,0,1,0,0,"produto, outros",0.6013598442077637,7.0,208.0,215.0,['OUTROS']
Gostei do produto. Precisávamos de uns pedestais para a banda. Nada sofisticado. Atendeu bem às expectativas.,0,0,1,0,0,"produto, outros",0.6456422805786133,7.0,174.0,181.0,['OUTROS']
"Bom produto, porém com forma pequena em comparação aos demais.",0,0,1,0,0,"produto, outros",0.6622262001037598,7.0,160.0,167.0,['OUTROS']
Ideal pra batata frita e nugets. Atendeu minha expectativa.,0,0,1,0,0,"produto, outros",0.7590212821960449,7.0,163.0,170.0,['OUTROS']
"Indicado para quem não exige muito do dispositivo. Resolução da câmera regular, armazenamento interno baixo (8Gb). Mas, possui uma ótima relação custo-benefício.",0,0,1,0,0,"produto, outros",0.5704283714294434,7.0,181.0,188.0,['OUTROS']
Muito boa a smart tv gostei super recomendo as pessoas  Minha filha está amando foi um presente para ela .,0,0,1,0,0,"produto, outros",0.5515689849853516,7.0,171.0,178.0,['OUTROS']
Atendeu plenamente às minhas necessidades e expectativas.,0,0,1,0,0,"produto, outros",0.6809029579162598,7.0,157.0,164.0,['OUTROS']
