text,cs.AI,cs.CL,cs.LG,math.OC,stat.ML,prediction,request_time,completion_tokens,prompt_tokens,total_tokens,prediction_post_processed
EdinSaar@WMT21: North-Germanic Low-Resource Multilingual NMT,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.9674456119537354,11.0,127.0,138.0,[]
SEDRo: A Simulated Environment for Developmental Robotics,1,0,0,0,0,"cs.ai, cs.lg",0.45120668411254883,8.0,119.0,127.0,[]
Incorporating Word Embeddings into Open Directory Project based Large-scale Classification,0,1,0,0,0,"cs.lg, cs.cl",0.46364712715148926,7.0,120.0,127.0,[]
Adversarial Learning of Poisson Factorisation Model for Gauging Brand Sentiment in User Reviews,0,0,1,0,0,"cs.ai, stat.ml",0.4949190616607666,8.0,126.0,134.0,[]
Reducing Adversarially Robust Learning to Non-Robust PAC Learning,0,0,1,0,0,"cs.ai, stat.ml",0.7442939281463623,8.0,122.0,130.0,[]
Classification with Nearest Disjoint Centroids,0,0,1,0,1,cs.lg,0.5365688800811768,4.0,115.0,119.0,[]
Detecting Languages Unintelligible to Multilingual Models through Local Structure Probes,0,1,0,0,0,cs.cl,0.556171178817749,3.0,123.0,126.0,[]
A Bayesian approach to quantifying uncertainties and improving generalizability in traffic prediction models,0,0,1,0,1,"cs.ai, stat.ml",0.5474467277526855,8.0,123.0,131.0,[]
Missing Data Imputation with Graph Laplacian Pyramid Network,0,0,1,0,0,cs.lg,0.5732076168060303,4.0,118.0,122.0,[]
Error bounds of regularized gap functions for polynomial variational inequalities,0,0,0,1,0,math.oc,0.48400163650512695,4.0,119.0,123.0,[]
Online Data Thinning via Multi-Subspace Tracking,0,0,1,0,1,"cs.ai, cs.lg",0.5682041645050049,8.0,117.0,125.0,[]
Multiple Inputs Neural Networks for Medicare fraud Detection,0,0,1,0,0,"cs.ai, cs.lg",0.562248945236206,8.0,115.0,123.0,[]
Convergence Rates for Deterministic and Stochastic Subgradient Methods Without Lipschitz Continuity,0,0,1,1,0,"math.oc, stat.ml",0.4988365173339844,8.0,126.0,134.0,[]
Configuration-Constrained Tube MPC,0,0,0,1,0,math.oc,0.41123533248901367,4.0,112.0,116.0,[]
Compositional Semantics Grounded in Commonsense Metaphysics,1,1,0,0,0,"cs.ai, cs.cl",0.6735804080963135,7.0,120.0,127.0,[]
Randomized Gradient Boosting Machine,0,0,1,1,1,"stat.ml, cs.lg",0.4606163501739502,8.0,113.0,121.0,[]
Faster Nearest Neighbor Machine Translation,0,1,0,0,0,"cs.ai, cs.cl, stat.ml, cs.lg",0.4888639450073242,15.0,113.0,128.0,[]
Computing the resolvent of the sum of operators with application to best approximation problems,0,0,0,1,0,math.oc,0.4609110355377197,4.0,122.0,126.0,[]
EiGLasso for Scalable Sparse Kronecker-Sum Inverse Covariance Estimation,0,0,1,0,1,"stat.ml, math.oc",0.48134565353393555,8.0,125.0,133.0,[]
Optimal control of Allen-Cahn systems,0,0,0,1,0,math.oc,0.5732235908508301,4.0,114.0,118.0,[]
A system for exploring big data: an iterative k-means searchlight for outlier detection on open health data,0,0,1,0,0,"cs.ai, stat.ml, cs.lg",0.6257157325744629,12.0,129.0,141.0,[]
Resource Constrained Deep Reinforcement Learning,0,0,1,0,1,"cs.ai, cs.lg",0.613985538482666,8.0,114.0,122.0,[]
Fast deep reinforcement learning using online adjustments from the past,1,0,1,0,0,"cs.ai, cs.lg",0.5113301277160645,8.0,117.0,125.0,[]
Active Function Cross-Entropy Clustering,0,0,0,0,1,"cs.ai, cs.lg",0.6443278789520264,8.0,114.0,122.0,[]
Auto-Encoder based Co-Training Multi-View Representation Learning,0,0,1,0,0,"cs.ai, cs.lg, stat.ml",0.5253863334655762,12.0,119.0,131.0,[]
Optimal Monte Carlo Estimation of Belief Network Inference,1,0,0,0,0,"cs.ai, stat.ml",0.6004674434661865,8.0,118.0,126.0,[]
Application of a Fuzzy Programming Technique to Production Planning in the Textile Industry,1,0,0,0,0,math.oc,0.5092382431030273,4.0,121.0,125.0,[]
Random Effect Bandits,0,0,1,0,1,cs.lg,0.45906949043273926,4.0,111.0,115.0,[]
Multimodal Indoor Localisation for Measuring Mobility in Parkinson's Disease using Transformers,0,0,1,0,0,"cs.ai, cs.lg",0.6220235824584961,8.0,122.0,130.0,[]
UBAR: Towards Fully End-to-End Task-Oriented Dialog Systems with GPT-2,0,1,0,0,0,"cs.ai, cs.cl",0.6250913143157959,7.0,124.0,131.0,[]
Towards Global Remote Discharge Estimation: Using the Few to Estimate The Many,0,0,1,0,1,"cs.ai, stat.ml",0.5065124034881592,8.0,122.0,130.0,[]
Learning (Re-)Starting Solutions for Vehicle Routing Problems,1,0,1,0,0,math.oc,0.5518646240234375,4.0,117.0,121.0,[]
Fill in the Blanks: Imputing Missing Sentences for Larger-Context Neural Machine Translation,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",1.1942837238311768,11.0,126.0,137.0,[]
Integration-free Training for Spatio-temporal Multimodal Covariate Deep Kernel Point Processes,0,0,1,0,1,"cs.ai, stat.ml, cs.lg",0.601060152053833,12.0,125.0,137.0,[]
Machine Learned Learning Machines,1,0,0,0,0,"cs.ai, cs.lg",0.5513134002685547,8.0,111.0,119.0,[]
A Survey of Methods for Managing the Classification and Solution of Data Imbalance Problem,0,0,1,0,0,"stat.ml, cs.lg",0.8063693046569824,8.0,122.0,130.0,[]
Human Control: Definitions and Algorithms,1,0,0,0,0,"cs.ai, cs.lg",0.674870491027832,8.0,113.0,121.0,[]
Rethinking and Recomputing the Value of ML Models,1,0,1,0,0,"cs.ai, stat.ml, cs.lg",0.5936675071716309,12.0,119.0,131.0,[]
Real-Time Emotion Recognition via Attention Gated Hierarchical Memory Network,0,1,0,0,0,"cs.ai, cs.lg",0.7145867347717285,8.0,119.0,127.0,[]
Incremental Reinforcement Learning --- a New Continuous Reinforcement Learning Frame Based on Stochastic Differential Equation methods,0,0,1,0,1,"cs.ai, cs.lg",0.5313339233398438,8.0,127.0,135.0,[]
A Novel Approach to Multimedia Ontology Engineering for Automated Reasoning over Audiovisual LOD Datasets,1,0,0,0,0,"cs.ai, cs.cl, stat.ml",0.6313884258270264,11.0,127.0,138.0,[]
Extended Convex Hull-Based Distributed Operation of Integrated Electric-Gas Systems,0,0,0,1,0,math.oc,0.4499943256378174,4.0,120.0,124.0,[]
Anomaly detecting and ranking of the cloud computing platform by multi-view learning,0,0,1,0,1,cs.lg,0.4590446949005127,4.0,121.0,125.0,[]
The Benefits of Implicit Regularization from SGD in Least Squares Problems,0,0,1,1,1,"stat.ml, math.oc",0.6822640895843506,8.0,120.0,128.0,[]
Robust Defibrillator Deployment Under Cardiac Arrest Location Uncertainty via Row-and-Column Generation,0,0,0,1,0,cs.lg,0.4235191345214844,4.0,125.0,129.0,[]
T5 meets Tybalt: Author Attribution in Early Modern English Drama Using Large Language Models,0,1,1,0,0,"cs.ai, cs.cl, stat.ml",0.7186017036437988,11.0,125.0,136.0,[]
Machine Comprehension by Text-to-Text Neural Question Generation,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.7042970657348633,11.0,119.0,130.0,[]
The Variational Calculus on Time Scales,0,0,0,1,0,math.oc,0.45022010803222656,4.0,116.0,120.0,[]
PAC Reinforcement Learning without Real-World Feedback,0,0,1,0,1,"cs.ai, cs.lg",0.5967085361480713,8.0,116.0,124.0,[]
On how to avoid exacerbating spurious correlations when models are overparameterized,0,0,1,0,0,"stat.ml, cs.lg",0.6070816516876221,8.0,122.0,130.0,[]
A machine learning based algorithm selection method to solve the minimum cost flow problem,0,0,1,1,0,"cs.ai, stat.ml, math.oc",0.8495335578918457,12.0,121.0,133.0,[]
Training Millions of Personalized Dialogue Agents,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.5706143379211426,11.0,113.0,124.0,[]
Characterization of Logic Program Revision as an Extension of Propositional Revision,1,0,0,0,0,"cs.ai, cs.lg",0.6534867286682129,8.0,121.0,129.0,[]
Connecting Graph Convolutional Networks and Graph-Regularized PCA,0,0,1,0,1,"cs.ai, cs.lg",0.6511020660400391,8.0,118.0,126.0,[]
STEPS: A Benchmark for Order Reasoning in Sequential Tasks,0,1,0,0,0,"cs.ai, cs.lg",0.6188127994537354,8.0,119.0,127.0,[]
Reparameterized Variational Divergence Minimization for Stable Imitation,0,0,1,0,1,"cs.lg, stat.ml",0.5186712741851807,8.0,121.0,129.0,[]
Structural Causal Models Are (Solvable by) Credal Networks,1,0,0,0,0,"cs.ai, stat.ml",0.6222174167633057,8.0,121.0,129.0,[]
Smoothing the Edges: A General Framework for Smooth Optimization in Sparse Regularization using Hadamard Overparametrization,0,0,1,1,1,math.oc,0.5628893375396729,4.0,131.0,135.0,[]
Few-Shot Sequence Labeling with Label Dependency Transfer and Pair-wise Embedding,0,1,1,0,0,"cs.ai, cs.cl, stat.ml",0.6674113273620605,11.0,122.0,133.0,[]
Stochastic Primal Dual Coordinate Method with Non-Uniform Sampling Based on Optimality Violations,0,0,1,1,1,"math.oc, stat.ml",0.6085412502288818,8.0,125.0,133.0,[]
Approximate Heavy Tails in Offline (Multi-Pass) Stochastic Gradient Descent,0,0,1,0,1,"stat.ml, cs.lg",0.6864981651306152,8.0,124.0,132.0,[]
Self-consistent Reasoning For Solving Math Word Problems,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.5895779132843018,11.0,118.0,129.0,[]
Tensor methods inside mixed oracle for min-min problems,0,0,0,1,0,math.oc,0.5057485103607178,4.0,116.0,120.0,[]
Resolving Out-of-Vocabulary Words with Bilingual Embeddings in Machine Translation,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.5691263675689697,11.0,122.0,133.0,[]
Intrinsic Sparsity of Kantorovich Solutions,0,0,0,1,0,math.oc,0.6767458915710449,4.0,117.0,121.0,[]
Capsule GAN for Prostate MRI Super-Resolution,0,0,1,0,0,"cs.ai, stat.ml",0.6184399127960205,8.0,116.0,124.0,[]
Can Transformer be Too Compositional? Analysing Idiom Processing in Neural Machine Translation,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.7101116180419922,11.0,125.0,136.0,[]
Act-Then-Measure: Reinforcement Learning for Partially Observable Environments with Active Measuring,1,0,1,0,0,"cs.ai, cs.lg, stat.ml",0.7100851535797119,12.0,125.0,137.0,[]
Sparse Cholesky covariance parametrization for recovering latent structure in ordered data,0,0,1,0,1,"stat.ml, math.oc",0.7328543663024902,8.0,121.0,129.0,[]
Knowledge Graph Embedding with Atrous Convolution and Residual Learning,1,1,1,0,0,"cs.ai, cs.lg",0.6961226463317871,8.0,120.0,128.0,[]
Efficient Training of Language Models to Fill in the Middle,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.5894014835357666,11.0,117.0,128.0,[]
Scalable Classifier-Agnostic Channel Selection for Multivariate Time Series Classification,0,0,1,0,0,"cs.ai, cs.lg, stat.ml",0.9352445602416992,12.0,122.0,134.0,[]
Expressing Relational and Temporal Knowledge in Visual Probabilistic Networks,1,0,0,0,0,"cs.ai, cs.lg",0.6300201416015625,8.0,120.0,128.0,[]
One Method for Minimization a Convex Lipschitz-Continuous Function of 2 Variables on a Fixed Square,0,0,0,1,0,math.oc,0.5344226360321045,4.0,129.0,133.0,[]
Distributed event-triggered aggregative optimization with applications to price-based energy management,0,0,0,1,0,"math.oc, cs.lg",0.6634879112243652,8.0,121.0,129.0,[]
Fantastic 4 system for NIST 2015 Language Recognition Evaluation,0,1,0,0,0,cs.cl,0.5375802516937256,3.0,120.0,123.0,[]
Intelligent Hybrid Man-Machine Translation Quality Estimation,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.5426576137542725,11.0,116.0,127.0,[]
Active Tuning,0,0,1,0,0,cs.lg,0.630889892578125,4.0,110.0,114.0,[]
Do RNNs learn human-like abstract word order preferences?,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.4728736877441406,11.0,119.0,130.0,[]
Product age based demand forecast model for fashion retail,0,0,1,0,1,"cs.ai, stat.ml",0.5799787044525146,8.0,116.0,124.0,[]
Neural Spline Flows,0,0,1,0,1,"cs.ai, stat.ml",0.4663558006286621,8.0,112.0,120.0,[]
Copyright Violations and Large Language Models,1,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.514789342880249,11.0,114.0,125.0,[]
MEE: A Novel Multilingual Event Extraction Dataset,0,1,0,0,0,cs.cl,0.521765947341919,3.0,117.0,120.0,[]
Contextual Bandit Algorithms with Supervised Learning Guarantees,0,0,1,0,0,"cs.ai, stat.ml, cs.lg",0.528472900390625,12.0,118.0,130.0,[]
On the Optimal Policies for Visibility-Based Target Tracking,0,0,0,1,0,"cs.ai, cs.lg",0.46083688735961914,8.0,116.0,124.0,[]
Multi-layered Discriminative Restricted Boltzmann Machine with Untrained Probabilistic Layer,1,0,1,0,1,"cs.ai, cs.lg",1.8013391494750977,8.0,125.0,133.0,[]
Extend Wave Function Collapse to Large-Scale Content Generation,1,0,0,0,0,"cs.ai, cs.lg",0.5724895000457764,8.0,117.0,125.0,[]
HC-Ref: Hierarchical Constrained Refinement for Robust Adversarial Training of GNNs,0,0,1,0,0,"cs.ai, cs.lg",0.6202871799468994,8.0,127.0,135.0,[]
Sample Efficient Deep Reinforcement Learning via Local Planning,1,0,1,0,0,"cs.ai, cs.lg",0.489229679107666,8.0,116.0,124.0,[]
Open-World Multi-Task Control Through Goal-Aware Representation Learning and Adaptive Horizon Prediction,1,0,0,0,0,"cs.ai, cs.lg",0.5201091766357422,8.0,124.0,132.0,[]
Optimal strategies in repeated games with incomplete information: the dependent case,0,0,0,1,0,math.oc,0.5032951831817627,4.0,119.0,123.0,[]
IDS at SemEval-2020 Task 10: Does Pre-trained Language Model Know What to Emphasize?,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",1.1499383449554443,11.0,130.0,141.0,[]
Efficient Reinforcement Learning Using Recursive Least-Squares Methods,1,0,1,0,0,"cs.ai, cs.lg, stat.ml",0.7732052803039551,12.0,117.0,129.0,[]
Label Assisted Autoencoder for Anomaly Detection in Power Generation Plants,1,0,1,0,0,"cs.ai, stat.ml",0.5336465835571289,8.0,119.0,127.0,[]
Deductive Association Networks,1,0,0,0,0,"cs.ai, cs.lg",0.6105329990386963,8.0,111.0,119.0,[]
An Optimal Transport View on Generalization,0,0,1,0,1,"math.oc, stat.ml",0.6363756656646729,8.0,114.0,122.0,[]
Detection of Anomalies in Multivariate Time Series Using Ensemble Techniques,0,0,1,0,1,"cs.ai, stat.ml",0.6430501937866211,8.0,120.0,128.0,[]
Blackwell Online Learning for Markov Decision Processes,0,0,1,0,0,"cs.ai, cs.lg",0.6657214164733887,8.0,116.0,124.0,[]
Scalable Neural-Probabilistic Answer Set Programming,1,0,0,0,0,"cs.ai, cs.lg",0.531475305557251,8.0,117.0,125.0,[]
Speed limits in traffic emission models using multi-objective optimization,0,0,0,1,0,math.oc,0.4069204330444336,4.0,118.0,122.0,[]
Be Greedy in Multi-Armed Bandits,0,0,1,0,0,"cs.lg, stat.ml",0.602637767791748,8.0,116.0,124.0,[]
WordRank: Learning Word Embeddings via Robust Ranking,0,1,1,0,1,"cs.lg, stat.ml",0.7280588150024414,8.0,117.0,125.0,[]
A Survey on GANs for Anomaly Detection,0,0,1,0,1,"cs.lg, stat.ml",0.6905529499053955,8.0,116.0,124.0,[]
Abnormal Local Clustering in Federated Learning,1,0,1,0,0,"cs.ai, cs.lg",0.7842495441436768,8.0,116.0,124.0,[]
On Sparsifying Encoder Outputs in Sequence-to-Sequence Models,0,1,0,0,0,"cs.ai, cs.cl, cs.lg",0.5517830848693848,11.0,119.0,130.0,[]
Proof nets for display logic,0,1,0,0,0,math.oc,0.5978574752807617,4.0,112.0,116.0,[]
A Partial Regularization Method for Network Compression,0,0,1,0,1,cs.lg,0.7102582454681396,4.0,115.0,119.0,[]
Reinforcement Learning in R,0,0,1,0,1,"cs.ai, cs.lg",0.4540879726409912,8.0,112.0,120.0,[]
On the stability of an adaptive learning dynamics in traffic games,0,0,0,1,0,"math.oc, cs.lg",0.5103778839111328,8.0,118.0,126.0,[]
Generative Modeling with Flow-Guided Density Ratio Learning,1,0,1,0,0,"cs.ai, stat.ml",0.4864356517791748,8.0,118.0,126.0,[]
Categorical Reparameterization with Gumbel-Softmax,0,0,1,0,1,"cs.lg, stat.ml",0.6535370349884033,8.0,119.0,127.0,[]
Learning to Answer Multilingual and Code-Mixed Questions,0,1,0,0,0,"cs.ai, cs.cl",1.1846849918365479,7.0,117.0,124.0,[]
Visualizing the Consequences of Evidence in Bayesian Networks,1,0,0,0,0,"cs.ai, stat.ml",0.7223892211914062,8.0,117.0,125.0,[]
Large Scale Clustering with Variational EM for Gaussian Mixture Models,0,0,1,0,1,"cs.ai, stat.ml, math.oc, cs.lg",0.6574499607086182,16.0,120.0,136.0,[]
Multi-Task Learning for Mental Health using Social Media Text,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.518610954284668,11.0,118.0,129.0,[]
A Cost-Sensitive Deep Belief Network for Imbalanced Classification,0,0,1,0,1,"cs.ai, stat.ml, cs.lg",1.2474331855773926,12.0,119.0,131.0,[]
Supertagging Combinatory Categorial Grammar with Attentive Graph Convolutional Networks,0,1,0,0,0,cs.cl,0.6039860248565674,3.0,127.0,130.0,[]
Instances and Labels: Hierarchy-aware Joint Supervised Contrastive Learning for Hierarchical Multi-Label Text Classification,1,1,1,0,0,"cs.ai, cs.cl, stat.ml, cs.lg",0.5423018932342529,15.0,128.0,143.0,[]
The Pareto-Optimal Temporal Aggregation of Energy System Models,0,0,0,1,0,math.oc,0.4375784397125244,4.0,119.0,123.0,[]
Toward a Standardized and More Accurate Indonesian Part-of-Speech Tagging,0,1,0,0,0,cs.cl,0.41610193252563477,3.0,122.0,125.0,[]
The reinforcement learning-based multi-agent cooperative approach for the adaptive speed regulation on a metallurgical pickling line,0,0,1,0,1,"cs.ai, cs.lg",0.6975133419036865,8.0,127.0,135.0,[]
Joint mean and covariance estimation with unreplicated matrix-variate data,0,0,0,0,1,"stat.ml, math.oc",0.7257285118103027,8.0,120.0,128.0,[]
Multi-Objective Optimization Using the R2 Utility,0,0,1,1,1,math.oc,0.9856016635894775,4.0,116.0,120.0,[]
Let-Mi: An Arabic Levantine Twitter Dataset for Misogynistic Language,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.5693936347961426,11.0,124.0,135.0,[]
"Grid-side Flexibility of Power Systems in Integrating Large-scale Renewable Generations: A Critical Review on Concepts, Formulations and Solution Approaches",0,0,0,1,0,"the best labels to describe the text are: cs.ai, cs.lg.",0.8143424987792969,18.0,135.0,153.0,[]
Guideline Learning for In-context Information Extraction,0,1,1,0,0,"cs.ai, cs.lg",0.7148149013519287,8.0,115.0,123.0,[]
Physics-informed neural networks for non-Newtonian fluid thermo-mechanical problems: an application to rubber calendering process,0,0,1,0,0,"cs.ai, cs.lg, stat.ml",0.634598970413208,12.0,130.0,142.0,[]
ChartQA: A Benchmark for Question Answering about Charts with Visual and Logical Reasoning,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.6597440242767334,11.0,124.0,135.0,[]
Solving Continual Combinatorial Selection via Deep Reinforcement Learning,1,0,1,0,1,"cs.ai, cs.lg",0.4645881652832031,8.0,120.0,128.0,[]
A Logic and Adaptive Approach for Efficient Diagnosis Systems using CBR,1,0,0,0,0,"cs.ai, cs.lg",0.590235710144043,8.0,119.0,127.0,[]
A Multi-Modal Context Reasoning Approach for Conditional Inference on Joint Textual and Visual Clues,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.5959434509277344,11.0,127.0,138.0,[]
SCDV : Sparse Composite Document Vectors using soft clustering over distributional representations,0,1,0,0,0,"cs.ai, stat.ml, cs.cl",0.6053259372711182,11.0,123.0,134.0,[]
Noisy Training Improves E2E ASR for the Edge,0,1,0,0,0,"cs.ai, cs.lg",0.5558829307556152,8.0,120.0,128.0,[]
Fluid Transformers and Creative Analogies: Exploring Large Language Models' Capacity for Augmenting Cross-Domain Analogical Creativity,1,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.6687271595001221,11.0,130.0,141.0,[]
NAIST-SIC-Aligned: Automatically-Aligned English-Japanese Simultaneous Interpretation Corpus,0,1,0,0,0,cs.cl,0.7753963470458984,3.0,125.0,128.0,[]
Heuristic Search for Multi-Objective Probabilistic Planning,1,0,0,0,0,"cs.ai, cs.lg",0.6423442363739014,8.0,118.0,126.0,[]
Diffusing Graph Attention,0,0,1,0,0,"cs.ai, cs.lg",0.46664857864379883,8.0,111.0,119.0,[]
Oracle Complexity of Second-Order Methods for Smooth Convex Optimization,0,0,0,1,0,math.oc,0.42560458183288574,4.0,119.0,123.0,[]
Evidence with Uncertain Likelihoods,1,0,0,0,0,stat.ml,0.5448038578033447,4.0,114.0,118.0,[]
Human AI interaction loop training: New approach for interactive reinforcement learning,1,0,1,0,1,"cs.ai, cs.lg",0.5333831310272217,8.0,119.0,127.0,[]
Clickbait Headline Detection in Indonesian News Sites using Multilingual Bidirectional Encoder Representations from Transformers (M-BERT),0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.8425729274749756,11.0,131.0,142.0,[]
Provably Efficient Reward-Agnostic Navigation with Linear Value Iteration,0,0,1,0,1,"cs.ai, cs.lg",1.1059308052062988,8.0,120.0,128.0,[]
Active Learning-Based Optimization of Scientific Experimental Design,1,0,1,0,0,"cs.ai, stat.ml, math.oc",0.5980522632598877,12.0,115.0,127.0,[]
Bootstrapped Q-learning with Context Relevant Observation Pruning to Generalize in Text-based Games,0,1,1,0,1,"cs.ai, cs.cl, stat.ml, cs.lg",0.817589521408081,15.0,125.0,140.0,[]
A Local Characterization of Lyapunov Functions and Robust Stability of Perturbed Systems on Riemannian Manifolds,0,0,0,1,0,math.oc,0.4705791473388672,4.0,131.0,135.0,[]
Manifold Coordinates with Physical Meaning,0,0,1,0,1,math.oc,0.6513078212738037,4.0,113.0,117.0,[]
Beyond modeling: NLP Pipeline for efficient environmental policy analysis,0,1,1,0,0,"cs.ai, cs.cl",0.5917613506317139,7.0,117.0,124.0,[]
Text is NOT Enough: Integrating Visual Impressions into Open-domain Dialogue Generation,0,1,0,0,0,"cs.ai, cs.cl",0.6984238624572754,7.0,122.0,129.0,[]
Phase Conductor on Multi-layered Attentions for Machine Comprehension,0,1,0,0,0,"cs.ai, cs.lg",0.5803275108337402,8.0,121.0,129.0,[]
Knowledge Base Completion for Constructing Problem-Oriented Medical Records,0,1,1,0,1,"cs.ai, cs.cl",1.097968339920044,7.0,118.0,125.0,[]
Automatic Document Selection for Efficient Encoder Pretraining,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.6778013706207275,11.0,115.0,126.0,[]
Adaptive Stress Testing: Finding Likely Failure Events with Reinforcement Learning,1,0,0,0,0,"cs.ai, cs.lg, stat.ml",0.6621482372283936,12.0,120.0,132.0,[]
Functional requirements to mitigate the Risk of Harm to Patients from Artificial Intelligence in Healthcare,1,0,0,0,0,cs.ai,0.49139952659606934,4.0,122.0,126.0,[]
Convergence Analysis of Quantized Primal-dual Algorithm in Network Utility Maximization Problems,0,0,0,1,0,math.oc,0.7328221797943115,4.0,124.0,128.0,[]
Generative-Discriminative Variational Model for Visual Recognition,0,0,1,0,0,"cs.ai, cs.lg",0.4718160629272461,8.0,119.0,127.0,[]
The Effect of Downstream Classification Tasks for Evaluating Sentence Embeddings,0,1,0,0,0,"cs.cl, stat.ml",0.5629346370697021,7.0,120.0,127.0,[]
BERT: A Review of Applications in Natural Language Processing and Understanding,1,1,1,0,0,"cs.ai, cs.cl",0.6702463626861572,7.0,120.0,127.0,[]
Linear lexicographic optimization and preferential bidding system,0,0,0,1,0,math.oc,0.5950369834899902,4.0,116.0,120.0,[]
Learning When Training Data are Costly: The Effect of Class Distribution on Tree Induction,1,0,0,0,0,"cs.ai, stat.ml, cs.lg",0.5798079967498779,12.0,124.0,136.0,[]
LM-Debugger: An Interactive Tool for Inspection and Intervention in Transformer-Based Language Models,0,1,0,0,0,"cs.ai, cs.cl, stat.ml, cs.lg",0.5368828773498535,15.0,124.0,139.0,[]
Soft Merging of Experts with Adaptive Routing,0,0,1,0,0,"cs.ai, cs.lg",0.6633880138397217,8.0,115.0,123.0,[]
Multi-Target XGBoostLSS Regression,0,0,1,0,0,"stat.ml, cs.lg",0.42638421058654785,8.0,116.0,124.0,[]
Reliable and Interpretable Drift Detection in Streams of Short Texts,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.6083569526672363,11.0,120.0,131.0,[]
Modelling Patient Trajectories Using Multimodal Information,0,0,1,0,0,"cs.ai, stat.ml",0.5381450653076172,8.0,118.0,126.0,[]
An initial alignment between neural network and target is needed for gradient descent to learn,0,0,1,0,0,"cs.ai, cs.lg",0.6276803016662598,8.0,122.0,130.0,[]
Stance detection in online discussions,0,1,0,0,0,cs.cl,0.5540077686309814,3.0,113.0,116.0,[]
Design quality functionals for control systems with exponential activation function,0,0,0,1,0,math.oc,0.4685502052307129,4.0,118.0,122.0,[]
Single-level Adversarial Data Synthesis based on Neural Tangent Kernels,0,0,1,0,0,"cs.ai, stat.ml, cs.lg",1.180626630783081,12.0,122.0,134.0,[]
A geometric integration approach to smooth optimisation: Foundations of the discrete gradient method,0,0,0,1,0,math.oc,0.6160204410552979,4.0,121.0,125.0,[]
Strong duality for a problem of linear copositive programming,0,0,0,1,0,math.oc,1.0133469104766846,4.0,119.0,123.0,[]
Deep Reinforcement Learning with Model Learning and Monte Carlo Tree Search in Minecraft,1,0,1,0,1,"cs.ai, cs.lg",0.5821902751922607,8.0,121.0,129.0,[]
Non-convex Fraction Function Penalty: Sparse Signals Recovered from Quasi-linear Systems,0,0,0,1,0,math.oc,0.4717702865600586,4.0,125.0,129.0,[]
Fair Classification and Social Welfare,1,0,1,0,1,"cs.ai, stat.ml",0.6255233287811279,8.0,112.0,120.0,[]
Enhanced Global Optimization with Parallel Global and Local Structures,0,0,0,1,0,math.oc,0.569199800491333,4.0,116.0,120.0,[]
LearningWord Embeddings for Low-resource Languages by PU Learning,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.6208782196044922,11.0,118.0,129.0,[]
Stochastic Newton and Cubic Newton Methods with Simple Local Linear-Quadratic Rates,0,0,1,1,1,math.oc,0.5666816234588623,4.0,123.0,127.0,[]
Tight Linear Convergence Rate Bounds for Douglas-Rachford Splitting and ADMM,0,0,0,1,0,"math.oc, stat.ml",0.80861496925354,8.0,123.0,131.0,[]
Risk-Sensitive Deep RL: Variance-Constrained Actor-Critic Provably Finds Globally Optimal Policy,0,0,1,1,1,"cs.ai, cs.lg",0.47512006759643555,8.0,127.0,135.0,[]
Imaginations of WALL-E : Reconstructing Experiences with an Imagination-Inspired Module for Advanced AI Systems,1,1,0,0,0,"cs.ai, cs.lg",0.6752748489379883,8.0,128.0,136.0,[]
HAIDA: Biometric technological therapy tools for neurorehabilitation of Cognitive Impairment,0,0,1,0,0,cs.ai,0.5024693012237549,4.0,125.0,129.0,[]
Some Strategies to Capture Karaka-Yogyata with Special Reference to apadana,0,1,0,0,0,cs.cl,0.4719429016113281,3.0,123.0,126.0,[]
Aspect and Opinion Term Extraction for Hotel Reviews using Transfer Learning and Auxiliary Labels,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",1.1956477165222168,11.0,121.0,132.0,[]
Two-level Graph Neural Network,1,0,1,0,0,"cs.ai, cs.lg",0.5958719253540039,8.0,112.0,120.0,[]
Multi-input control-affine systems static feedback equivalent to a triangular form and their flatness,0,0,0,1,0,math.oc,0.5633313655853271,4.0,124.0,128.0,[]
Learning 3D Representations of Molecular Chirality with Invariance to Bond Rotations,0,0,1,0,0,"cs.ai, stat.ml",0.5269434452056885,8.0,124.0,132.0,[]
