text,ENTREGA,OUTROS,PRODUTO,CONDICOES DE RECEBIMENTO,ANUNCIO,response_time,vram_usage,ram_usage,total_time,ENTREGA pred,OUTROS pred,PRODUTO pred,CONDICOES DE RECEBIMENTO pred,ANUNCIO pred
Esperava um pouco mais em termos de evolução na tecnologia... Mas é bom.,0,0,1,0,0,2.1692848205566406,4665,97.03515625,0.1312526,0,1,0,0,0
"Um ótimo produto, espero que tem uma boa durabilidade.",0,0,1,0,0,2.356217384338379,4665,97.05078125,0.3167526,0,1,0,0,0
"Atendeu a expectativa, considerado o custo e beneficio",0,0,1,0,0,2.2938883304595947,4663,97.05078125,0.2430666,0,1,0,0,0
"Ótimo produto, excelente loja. Entrega rápida.Compraria novamente",1,1,1,0,0,2.359950542449951,4663,97.05078125,0.3214839,0,1,0,1,0
Senti falta da nota fiscal que não veio com o produto. O controle remoto não está funcionando.,0,1,0,1,0,2.310347557067871,4663,97.05078125,0.2732362,0,1,0,1,0
MUITO RUIM/PESO VARIA MUITO DE ACORDO COM POSIÇÃO DO CORPO // desregula qdo muda de lugar. compraria outra se tivesse melhor marca. jlourenço,0,0,1,0,0,2.3910045623779297,4610,97.0859375,0.3396604,0,1,0,1,0
"PRODUTO DE PÉSSIMA QUALIDADE,  2 MESES QUE ESTOU COM O PRODUTO E HOJE ME DEPAREI COM MEU CELULAR INCHADO, QUANDO O ABRI A BATERIA ENORME, FORA QUE A DURAÇÃO DA CARGA E BAIXÍSSIMA . NÃO RECOMENDO !!",0,0,1,0,0,2.401630163192749,4610,97.15234375,0.3557985,0,1,0,1,0
"COMPREI O APARELHO COM A INDICAÇÃO DO VENDEDOR NA LOJA, INFORMAVA QUE A BATERIA ERA DE LONGA DURAÇÃO. PURA ENGANAÇÃO, TENHO QUE CARREGAR VARIAS VEZES AO DIA. NÃO RECOMENDO.",0,1,1,0,0,2.3694026470184326,4610,96.6328125,0.3276758,0,1,0,1,1
OTIMO APARELHO RECOMENDO GOSTEI MUITO FACIL DE USAR,0,0,1,0,0,2.277143716812134,4610,96.640625,0.2367992,0,1,0,0,0
"CHEGOU COM  ATRASO, TALVEZ DEVIDO À EPOCA DA COMPRA, ESTÁ FUNCIONANDO BEM.",1,0,1,0,0,2.468228340148926,4610,97.078125,0.422023,0,1,0,1,0
"GOSTEI DO PRODUTO ATENDEU MINHAS NECESSIDADES, RECOMENDO A COMPRA",0,0,1,0,0,2.359795093536377,4610,96.828125,0.3180763,0,0,0,1,0
"Gostei do produto, porém veio com defeito na bateria e os encaixes do escudo.",0,0,1,1,0,2.418931245803833,4610,96.34375,0.368924,0,1,0,1,0
"Embalagem péssima, bateria não segura carga, veio baterias com capacidade diferentes, o que veio ok foi o cabo usb que até o momento esta cumprindo seu papel. Demora para chegar",1,0,1,1,0,2.4782016277313232,4610,96.83984375,0.4304235,0,1,0,1,1
A lâmpada fica tremendo e por isso ilumina pouco. Para o fim de iluminar a sala em uma luminária com 8 lâmpadas ela não atendeu satisfatoriamente.,0,0,1,0,0,2.3528265953063965,4610,96.85546875,0.2962458,0,1,0,1,1
"O acabamento é bonito, mas o espelho em acrílico pintado não inspira confiança, e pelo preço que é cobrado poderia ser inox.",0,0,1,0,0,2.375782012939453,4610,96.89453125,0.3447756,0,1,0,1,0
Totalmente diferente da imagem de venda . totalmente arrependido. Nem brilho tem . he fosco horrivel.,0,0,1,0,1,2.3682985305786133,4610,96.8984375,0.316387,0,1,0,1,0
"Produto mt fragil, com presilhas muito ruins. Poderia sem melhor sem significar maior custo de fabricacao.",0,0,1,0,0,2.398988962173462,4610,96.58984375,0.341029,0,1,0,1,0
"Compre o que promete, é bastante precisa em pesar volumes pequenos, excelente.",0,0,1,0,0,2.37200927734375,4610,96.76953125,0.3406245,0,0,0,1,0
Bandeja giratoria barulhenta....................................,0,0,1,0,0,2.3212599754333496,4610,96.76953125,0.2747635,0,1,0,0,0
"Só o barulho atrapalha, de resto cumpre o que promete, um ótimo custo benefício, além da vantagem de não usar óleo é tão rápida quanto ao microondas, porém bem mais saudável. Vale o investimento.",0,0,1,0,0,2.495745897293091,4610,97.46875,0.4566097,0,1,0,1,0
"Forte porém muito barulhento , pra usar pela manhã é complicado!",0,0,1,0,0,2.3226821422576904,4610,97.47265625,0.2782668,0,1,0,1,0
"Batedeira é boa, mas comparando com as mais antigas ela ja esta com as pá mais simples e achei um pouco barulhenta, porém funciona bem só não da pra bater massa mais pesada que ela fica mais lerda.",0,0,1,0,0,2.4246697425842285,4610,97.52734375,0.3766092,0,1,0,1,0
"Comprei o celular há cerca de 1 mes e meio e foi só decepção, a bateria tem dias q funciona bem, dias q não dura nem 4h e dias q ela simplesmente decide não carregar direito. Vi inúmeros comentários após minha compra com os mesmos problemas q eu tive, por isso não recomendo que comprem o K10, deem preferencia a intermediarios de outras marcas. abraços.",0,0,1,0,0,2.3827006816864014,4610,97.5625,0.349556,0,1,0,1,1
"Produto bom, entrega rápida, preço bom, recomendo.",1,0,1,0,0,2.3357441425323486,4610,97.29296875,0.3025587,0,1,0,1,0
Tem boas funções e é rapido. Pena que a bateria seja tao limitada. Poderia ser ao mrnos 5000.,0,0,1,0,0,2.2912237644195557,4610,97.28125,0.2527699,0,1,0,0,0
A bateria nao dura muito. Tem que recarregar todo dia se não fica na mão..,0,0,1,0,0,2.476653575897217,4610,97.53125,0.4371729,0,1,0,1,0
"Problemas com o desempenho. Carrega rápido demais e descarrega na mesma proporção. Não consegue reter a carga por muito tempo mesmo sem uso como música,navegação etc. Não dura nem  o dia inteiro ! Pelo menos neste produto não tive SORTE .",0,0,1,0,0,2.408040761947632,4610,97.5390625,0.3658279,0,1,0,1,0
"BOM: A cãmera é bonita e a imagem é boa, com um ótimo ângulo de visão.  RUIM: Manual mal traduzido do chinês a ponto de ficar incompreensível (tanto em inglês quanto em português), e desatualizado (o aplicativo mudou, não está mais como o manual descreve). Isso complicou muito a instalação. O aplicativo não me pareceu confiável, exige permissão para acessar várias funções do celular que não me parecem justificáveis, e fica funcionando escondido mesmo depois que você tenta desligá-lo. A imagem chega no celular sempre com um atraso de uns 5 segundos, o que é um perigo se for para vigiar crianças. E a câmera responde mal a comandos do celular, para movê-la precisa ficar deslizando o dedo na tela umas 10 vezes até funcionar.",0,0,1,0,0,2.45747709274292,4610,97.55859375,0.4037442,0,1,0,1,0
"Apesar de não funcionar o reconhecimento criptografado sonoro e ter que usar o QR code para instalar, depois de instalado funcionou muito bem. Boa qualidade de imagem de dia e de noite.",0,0,1,0,0,2.3480260372161865,4633,96.578125,0.2923996,0,1,0,1,0
Fiz a compra num dia depois de 2 dias já entregaram parabéns que continue assim,1,0,1,0,0,2.3352861404418945,4639,97.046875,0.2924525,0,1,0,1,0
"Ótimo livro, muito inspirador. Apesar de ser um de 1939, é um livro muito atual, até porque os ensinamentos de Jesus são eternos.",0,0,1,0,0,2.380791187286377,4631,97.046875,0.3254216,0,1,0,1,0
Gostaria de saber se ele vem com suporte para mosquiteiro.,0,1,0,0,0,2.218254566192627,4636,97.5703125,0.1754292,0,1,0,0,0
"Bicicleta com alguns problemas com raios curtos pegando pouquíssima rosca, por sinal na minha vieram 3 avariado. O pezinho que vem é de má qualidade o pedal veio travado.",0,0,1,1,0,2.5006184577941895,4638,97.57421875,0.4502203,0,1,0,1,0
"A americanas deve enganar vários brasileiros coloca o valor do produto la em cima e finge que esta dando desconto, em vários sites de busca de produtos se encontra bem abaixo do valor em propaganda, isso é um abuso ao consumidor, não existe transparência lamentável.",0,1,1,0,0,2.3655924797058105,4629,97.57421875,0.3152526,0,1,0,1,1
"A luminária é boa e igual a foto, porém a entrega demorou muito e a Americanas não forneceu o código de rastreio para acompanhar a entrega.",1,1,1,0,1,2.358243227005005,4638,96.65234375,0.3230435,0,1,0,1,0
"Bem legal,  mas os dardos amaçam muito fácil. Com isso, ela começa a agarrar. O brinquedo é bonito e resistente. Recomendo comprar um pack de dardos a parte pra substituir os que vão dando defeito.",0,0,1,0,0,2.402632236480713,4631,96.6953125,0.3599153,0,1,0,1,0
Produto bom e entrega rápida super recomendo ótimo para realizar trabalhos em placas e componentes,1,0,1,0,0,2.3390052318573,4635,97.27734375,0.2997796,1,0,0,1,0
"Prático para limpar, porém deixa a desejar nos cantos dos espaços, pois o material da escova desloca para os cantos a poeira que insiste em permanecer mesmo após varredura.",0,0,1,0,0,2.330963373184204,4628,96.52734375,0.2779734,0,1,0,1,0
O produto de boa qualidade e mais silenciosa e econômica tanto no aspecto água como energia.,0,0,1,0,0,2.3298003673553467,4644,97.13671875,0.2834918,0,0,0,1,0
Pobre qualidade e não ajusta ao tamanho do colchão.,0,0,1,0,0,2.3184945583343506,4627,97.14453125,0.2754781,0,1,0,1,0
Minha neta adorou. Fiquei satisfeito com a compra por um preço justo.,0,0,1,0,0,2.280928611755371,4648,97.6875,0.2537442,0,1,0,1,0
"A cortina é boa, tem um bom acabamento e sua cor avelã é bonita. Porém não é um blackout 100%, escurece no máximo uns 60% do ambiente... se vc está procurando uma cortina que corte toda a luz, não é esta.",0,0,1,0,0,2.374706745147705,4643,97.71484375,0.3354872,0,1,0,1,0
"Gostei, muito boa e prática para cozimento de alimentos menores.",0,0,1,0,0,2.2943661212921143,4620,97.8203125,0.248595,0,1,0,0,0
"Chegou em ótimo estado, rapido.  Sobre a cafeteira aquece muito bem a água, funciona direitinho, no entando, vasa um pouco de água do reservatório não sei se por causade ser o primeiro uso, mas por enquanto observei esse problema.",1,0,1,1,0,2.445600748062134,4645,97.82421875,0.403477,0,1,0,1,0
Muito boa qualidade e ótimo preço eu recomendo comprar auxilia muito bem nos serviços de culinária,0,0,1,0,0,2.233849048614502,4650,98.26953125,0.1960615,0,1,0,0,0
Atendeu minhas expectativas..bom fone. Vale a pena .comprando com a faixa de preços de outros,0,0,1,0,0,2.3931846618652344,4649,96.8828125,0.3546409,0,1,0,1,0
"As cuecas são de boa qualidade no geral, porém não tem reforço na parte frontal. O vendedor deveria deixar claro que o tecido não é 100% algodão (eu prefiro), mas uma mescla de elastano. Mas ao menos é  80% algodão ou mais (variam). Vale a compra pelo preço.",0,0,1,0,1,2.238312005996704,4647,97.37890625,0.1927226,0,1,0,1,0
"A configuração inicial demorou um pouco, mas a conexão com a internet ficou mais rápida depois das configurações iniciais.",1,0,1,0,0,2.2717132568359375,4645,97.046875,0.2261403,0,1,0,1,0
"Atende ao uso moderado, com várias funções. Câmeras de boa qualidade.",0,0,1,0,0,2.500684976577759,4650,97.125,0.4591057,0,0,0,1,0
Vamos ver se aguenta pau para andar de moto e quanto tempo vai durar mas o acabamento é bonito,0,0,1,0,0,2.2156119346618652,4651,97.12890625,0.1717573,0,1,0,0,0
"Eu gostei sim, para o meu cabelo que é fino e liso funciona bem...",0,0,1,0,0,2.408033847808838,4651,97.62109375,0.3542638,0,1,0,1,0
"Gostei do celular e a entrega foi mais rápida do que eu esperava, ainda não dá para avaliar 100% somente com algum tempo de uso, por enquanto não decepcionou, tem boas funções, bom desempenho e é bem moderno.",1,0,1,0,0,2.3572187423706055,4637,96.70703125,0.3055797,0,0,0,1,1
"A capa e muito boa, porem a película não aderiu na celular.",0,0,1,0,0,2.2881665229797363,4638,96.7421875,0.2484292,0,1,0,1,0
"A entrega foi dentro do prazo, porém meu produto veio com um pequeno defeito, a chapa não para aberta, sempre necessita de um apoio ou ficar segurando. No entanto não é nada que interfira no uso do produto, por conta disso não solicitei a troca.",1,1,1,1,0,2.392529010772705,4643,97.23828125,0.3617517,0,1,0,1,0
"Achei o produto bom, mas achei que fosse gostar mais.",0,0,1,0,0,2.2360916137695312,4647,96.74609375,0.1930832,0,1,0,0,0
Achei o travesseiro mais fino do que gostaria porém tem atendido as minhas necessidades,0,0,1,0,0,2.3596551418304443,4645,96.51171875,0.3097796,0,1,0,1,0
"Adorei muito prático,  Deveria ter mais opção de modelos e cor.",0,0,1,0,0,2.235337257385254,4630,96.14453125,0.1793919,0,1,0,0,0
Ainda não usei o produto mas parece ser bom. Chegou antes do prazo,1,0,1,0,0,2.3546135425567627,4637,96.33984375,0.3069069,0,1,0,1,0
"Aparelho possui um bom usto beneficio, rápido e eficiente, porém a bateria não dura muito mesmo com modo de economia acionada , dura em média um dia com uso moderado.",0,0,1,0,0,2.4187915325164795,4663,96.4140625,0.3771831,0,1,0,1,0
"Atende as expectativas. Design moderno. Pelo preço, gostei bastante",0,0,1,0,0,2.4304044246673584,4675,96.875,0.3888821,0,1,0,0,0
"Bom ,,porém n venho n embalagem da EURO ,,VENHO NUM PACOTE DE PAPELÃO (CAIXA)..",0,0,1,1,0,2.294297456741333,4684,96.90625,0.2464049,0,1,0,1,0
"Bom custo benefício, mouse leve e prático também é bom para jogos. Mouse para pegada claw",0,0,1,0,0,2.454486608505249,4643,96.9765625,0.4064698,0,1,0,0,0
Bom para quem precisa do básico o celular. Compramos pra quem precisa falar no telefone e pronto.,0,0,1,0,0,2.3124704360961914,4642,96.9765625,0.2784738,0,1,0,0,0
Bom produto  Chegou antes do prazo  Recomendo Entrega rápida e tudo certinho,1,0,1,1,0,2.3824636936187744,4644,97.07421875,0.355574,0,1,0,1,0
Bom produto.. Obrigado.. Obrigado bom produto e como já diz a palavra eu escrevo o qto quiser.,0,1,1,0,0,2.2798852920532227,4629,97.578125,0.2283652,0,1,0,0,0
"Bom! Exatamente o que eu esperava. Compatível com a descrição, material bom. Apenas o cadeado que poderia ser de melhor qualidade.",0,0,1,0,1,2.5149731636047363,4645,96.85546875,0.4694599,0,1,0,1,0
"Bom, confortavel , fiquei satisfeito, gostei da cor e do tecido super macio",0,0,1,0,0,2.2795538902282715,4640,97.20703125,0.2279159,0,1,0,0,0
"Bom. Mas uma delas veio faltando peça,  que não foi possível para instalar.",0,0,1,1,0,2.3165926933288574,4620,96.79296875,0.2930957,0,1,0,1,0
"Chegou antes do prazo, gostei do produto, só que no anúncio diz que vem com fone de ouvido e o meu não veio.",1,0,1,1,1,2.3655612468719482,4645,96.79296875,0.3128003,0,1,0,1,0
Cumpre o que é designado. É lindo e tem potência suficiente para viagens. É levinho e pratico.,0,0,1,0,0,2.2108771800994873,4647,97.36328125,0.1744233,0,1,0,0,0
"Estou satisfeito. O produto é de boa qualidade, rápido, de fácil manuseio. Só não gostei da ausência da agenda chamada S Planner Mini, o qual usava no S4 mini e era muito útil.",0,0,1,0,0,2.4004220962524414,4652,96.875,0.3634608,0,1,0,1,0
Fiz a Primeira sessão não posso falar pois ainda não tivesse resultados o resultado é a longo prazo mas estou muito satisfeita pela compra queria muito esse aparelho espero valer a pena,0,0,1,0,0,2.392045021057129,4637,97.421875,0.3406411,0,1,0,1,0
"Gostei comprei para ver videos e  instalei alguns  jogos, por enquanto está rodando normal.",0,0,1,0,0,2.3077023029327393,4641,97.203125,0.2564517,0,1,0,1,0
Gostei da compra. Chegou antes do prazo. Qualidade boa.,1,0,1,0,0,2.3660941123962402,4657,96.734375,0.3191794,0,1,0,1,0
Gostei do produto além dele ter saído por um preço acessível .,0,0,1,0,0,2.3267037868499756,4642,97.2265625,0.2817027,0,1,0,0,0
"Gostei muito e recomendo esse produto atendeu minhas expectativas, entrega dentro do prazo.",1,0,1,0,0,2.442134380340576,4615,96.6484375,0.4009253,1,0,0,1,0
Gostei por ser um produto bom para o desenvolvimento das crianças . Porém desencaixa muito facilmente e a criança não consegue fazer o encaixe sozinha . Mas no geral o bebê adorou .,0,0,1,0,0,2.3444173336029053,4595,97.046875,0.3084554,0,1,0,1,0
"Gostei. Gosto dos produtos Arno. Comprei como grill, porém não veio.",0,0,1,1,0,2.313417911529541,4586,97.08203125,0.2618323,0,1,0,1,0
"Gosto da Smasung, mas muitas vezes o aparelho não tem ótima velocidade de processamento.",0,0,1,0,0,2.3792171478271484,4586,97.66015625,0.3241344,0,1,0,1,0
"Eu gostei do headset, o microfone dele é regular, seria melhor se ele não estragasse com um mês de uso",0,0,1,0,0,2.3837320804595947,4586,98.0,0.3407386,0,1,0,1,0
Manual de instruções sem muitas explicações; Não relaciona tudo que vem na caixa. Chegou rápido.,1,0,1,0,0,2.3630459308624268,4586,97.8203125,0.322511,0,1,0,1,0
"Muito boa a televisão , boa imagem, bom som. Recomendo.",0,0,1,0,0,2.273960590362549,4586,97.9375,0.2204683,0,1,0,0,0
Muito bom gostei e recomendo chegou até antes do prazo previsto parabéns,1,1,1,0,0,2.439885377883911,4586,97.8046875,0.3839851,0,1,0,1,0
"Muito bom,mas muito difícil de apertar pra ouvir os sons",0,0,1,0,0,2.275625228881836,4586,97.8046875,0.2437238,0,1,0,0,0
"Nao tenho oque reclamar é bom, mais acho que deveria vir escrito os segundos e se e pra esquerda ou pra direita",0,0,1,0,0,2.452566623687744,4586,97.953125,0.4205303,0,1,0,1,0
"O notebook da positivo tem um designe moderno, é lindo, fino e leve, porém este que adquiri, indico para quem quer usar para estudo apenas. memória pouca, mas comprei nesta intenção, já que arquivo meus materiais em HD externo.",0,0,1,0,0,2.383244514465332,4586,96.90625,0.3479394,0,1,0,1,0
O produto atende muito bem minhas necessidades. Estou satisfeita,0,0,1,0,0,2.2637722492218018,4586,97.18359375,0.2096444,0,1,0,0,0
"O produto é bom, o problema que não tem bico pra reposição tive que comprar outro copo por causa disso",0,0,1,0,0,2.4003124237060547,4586,97.18359375,0.3503273,0,1,0,0,0
"Paguei trabalho taxa especial para envio mais rápido, mas demorou a mesma coisa! PRIME?!?!",1,0,1,0,0,2.3673505783081055,4586,97.8046875,0.3310208,0,1,0,1,0
"Parecia ser maior. Para festas grandes não comporta muito pequeno. Serve para uso doméstico entre família. Acaba muito rápido chocolate, pois o reservatório e pequeno.",0,0,1,0,0,2.474017858505249,4586,97.8203125,0.4287052,0,1,0,1,0
"Poderia ser mais forte, mas é suficiente. Aguenta duas pessoas adultas sentadas e fácil de encher.",0,0,1,0,0,2.272923707962036,4586,97.8203125,0.2121101,0,1,0,0,0
"A qualidade do produto é boa, porem a numeração é muito pequena para o nosso padrão de vestuário.",0,0,1,0,0,2.4587738513946533,4586,96.828125,0.4294684,0,1,0,1,0
"Bom produto, apresenta um recipiente bom para conservação, sua embalagem pode ser melhorada em design, o gosto do produto é bom mas pode ser melhorada e apresenta resultados vitamínicos satisfatórios",0,0,1,0,0,2.3637921810150146,4568,97.04296875,0.3146662,0,1,0,1,0
"Superou minha expectativa, um bom produto de qualidade. Recomendo.",0,0,1,0,0,2.2774658203125,4568,97.3359375,0.2204613,0,1,0,0,0
"Produto dentro da espectativa,gostei muito do produto e a entrega foi super rapida,. Obrigado!!",1,0,1,0,0,2.4271905422210693,4583,97.828125,0.3738682,0,1,0,1,0
"Produto muito bom , de acordo com a imagem . Só um pouco pequenas , mas o material é excelente .",0,0,1,0,1,2.302196979522705,4610,96.8984375,0.252426,0,1,0,0,0
"Produto é bom, marca poderia dar um pouco mais de qualidade no acabamento das rebarbas do produto, fora isso atende com a expectativa do valor pago.",0,0,1,0,0,2.2273316383361816,4645,96.875,0.1813549,0,1,0,1,0
Produto é de boa qualidade ! Vem bem embalado....Recomendo sim !,0,0,1,1,0,2.3557686805725098,4632,97.37109375,0.3182896,0,1,0,1,0
"Produto é de boa qualidade, porém preço praticado no Brasil é fora da nossa realidade.",0,0,1,0,0,2.3737359046936035,4622,96.9765625,0.3422208,0,1,0,1,0
Um produto muito bom Parabéns a loja que criou.estou extremamente satisfeita.,0,1,1,0,0,2.3882248401641846,4602,96.46875,0.3449979,0,1,0,1,0
"A bateria dele é excelente durante mais de 24 horas, e olha uso muito devido meu trabalho.  O que não gostei é que devido suas formas (fina com bordas arredondadas) da insegurança quanto a quedas. Outra coisa é que carregando as vezes o aparelho fica bem quente.",0,0,1,0,0,2.356562852859497,4599,96.3515625,0.3137494,0,1,0,1,0
"Gostei atendeu às minhas necessidades,boa duração da bateria e bom desempenho",0,0,1,0,0,2.326683759689331,4599,96.84375,0.2781482,0,0,0,1,0
"Chegou antes da data, um bom aparelho ! O auto falante dele que achei um pouco baixo.",1,0,1,0,0,2.3690242767333984,4612,96.84765625,0.3234787,0,1,0,1,0
Produto de boa qualidade e desempenho. Chegou dentro do prazo. Não me arrependo da compra.,1,0,1,0,0,2.391965866088867,4614,96.37109375,0.3462185,1,0,0,1,0
"Comprei para minha mãe, ela está gostando muito, mas acreditei que a bateria pudesse ser um pouco melhor! Mesmo assim recomendo! :)",0,0,1,0,0,2.382460594177246,4615,96.35546875,0.3316013,0,1,0,1,0
Ele é bem básico mas é bom! Para quem não espera muito é muito bom.,0,0,1,0,0,2.23097562789917,4650,96.84765625,0.1804603,0,1,0,0,0
A parte de cima da mesa é ótima muito funcional....mas as pernas são muito fracas  quando a criança tenta se apoiar elas soltam.,0,0,1,0,0,2.380359411239624,4630,96.91015625,0.3378504,0,1,0,1,0
Chegou  antes  do  prazo  estabelecido. . Obrigado  ... #americanas #BW  DIGITAL,1,1,1,0,0,2.3024771213531494,4624,96.9140625,0.2565347,0,1,0,1,0
"Achei meio fraco dependendo do uso nao vai aguentar, alem de pequeno a lamina, vai precisar de mais tempo para aparar ou cortar o cabelo ou barba. Vou usar se caso for superior mudo minha avaliação.",0,0,1,0,0,2.352544069290161,4635,97.06640625,0.321843,0,1,0,1,0
"Comprei um para instalar num corsa 94 1.0 para aproveitar o preço acessível, ficou bom, da pra subir umas ladeiras daqui, acho q ficou 1.4 agora, ótimo custo x beneficio.",0,0,1,0,0,2.402378559112549,4632,96.51171875,0.3517229,0,1,0,1,0
"Uma boa tv. Bastante recursos, com wifi integrado e fácil de usar. Boa imagem, apesar de não ser full HD, que estranhamente não se encontra nesta medida de tv (32pol). Bem funcional Entrega dentro do prazo.",1,0,1,0,0,2.3439571857452393,4623,96.9765625,0.3040774,0,0,0,1,1
Acho que em virtude do valor pago pelo produto tem um bom custo benefício,0,0,1,0,0,2.210484027862549,4621,96.98046875,0.1696197,0,1,0,0,0
"Bom para quem exige pouco de um celular, mas devido ao preço vale a pena.",0,0,1,0,0,2.3093082904815674,4622,96.53515625,0.2645145,0,1,0,0,0
"Compra boa, entrega rápida, porém, o material é bem fraco, mas o custo benefício compensa.",1,0,1,0,0,2.3967885971069336,4641,97.0,0.3406086,0,1,0,1,0
Fácil de operar  Jé um smartphone já com nome no mercado Câmera e de boa resolução,0,0,1,0,0,2.231370449066162,4641,97.0078125,0.1746083,0,1,0,0,0
"O bebedouro no geral está servindo bem. Porém, a torneira da água gelada saí muito pouca água. Acredito que por conta do reservatório ser pequeno. Demora um pouco para encher o copo e as pessoas acabam bebendo natural.",0,0,1,0,0,2.401705265045166,4630,96.5703125,0.3744177,0,1,0,1,0
"O produto possui todas as funções descritas no anúncio, além de ser leve e prático. O único ponto negativo que achei foi o tecido da capota que é muito fino, talvez não proteja do sol totalmente.",0,0,1,0,1,2.4315683841705322,4630,97.0625,0.3769306,0,1,0,1,0
"O acabamento das costuras, travas e do bordado é excepcional, principalmente levando-se em consideração o custo. Em relação ao custo, poderia ser um pouco mais caro oferecendo o acabamento emborrachado embaixo presente somente no tapete do meio (túnel) e que falta nos outros 4 tapetes maiores. Vale a pena o acabamento pelo custo.",0,0,1,0,0,2.392874240875244,4630,97.33984375,0.3502535,0,1,0,1,0
"Chegou antes do prazo de entrega, bom aparelho nada mais acrescentar.",1,0,1,0,0,2.2934958934783936,4625,97.7578125,0.2597925,0,1,0,1,0
"Produto bom e compacto. Nao gostei muito do botão, poderia ser mais moderno.",0,0,1,0,0,2.336712598800659,4625,96.85546875,0.3105541,0,1,0,1,0
"No rádio deveria vim um filtro de ruído para não escutar no áudio os ruídos gerados pelo motor do carro. O controle de volume deveria ser ""logarítmico"", ao invés de ""linear"" para melhor controle de volume nos baixos níveis. O rádio oferece pouca potencia de áudio. Por outro lado, o auto rádio tem relógio interno, entrada USB e para cartão SD, e controle remoto. Vale pelo custo benefício para usuários não exigentes.",0,0,1,0,0,2.398239850997925,4640,97.1015625,0.3628225,0,1,0,1,0
"O aparelho é um ótimo smartphone de entrada. Não tem uma boa câmera, não consegue tirar fotos boas. Mas para alguém que precisa do primeiro smartphone e quer apenas uma câmera básica é o suficiente. O tamanho da tela é muito bom e os 32gb são o suficiente para a maioria das pessoas.",0,0,1,0,0,2.421286106109619,4644,97.109375,0.3620004,0,1,0,1,0
Gostei do produto. Precisávamos de uns pedestais para a banda. Nada sofisticado. Atendeu bem às expectativas.,0,0,1,0,0,2.334933042526245,4644,97.6015625,0.2923941,0,1,0,1,0
"Bom produto, porém com forma pequena em comparação aos demais.",0,0,1,0,0,2.2522192001342773,4641,96.671875,0.2080882,0,1,0,0,0
Ideal pra batata frita e nugets. Atendeu minha expectativa.,0,0,1,0,0,2.2880401611328125,4626,97.05859375,0.2441552,0,1,0,1,0
"Indicado para quem não exige muito do dispositivo. Resolução da câmera regular, armazenamento interno baixo (8Gb). Mas, possui uma ótima relação custo-benefício.",0,0,1,0,0,2.3257524967193604,4626,97.5234375,0.2783002,0,1,0,0,0
Muito boa a smart tv gostei super recomendo as pessoas  Minha filha está amando foi um presente para ela .,0,0,1,0,0,2.3071088790893555,4628,98.015625,0.275867,0,1,0,1,0
Atendeu plenamente às minhas necessidades e expectativas.,0,0,1,0,0,2.2472453117370605,4624,96.78125,0.2173201,0,1,0,0,0
"Produto atendeu as expectativas, bom acabamento e cores vibrantes, no entanto, as alças laranjas em formato de girafa que tem em ambos os lados, tem uma abertura pequena onde a criança pode ficar com a mãozinha presa.",0,0,1,0,0,2.4188454151153564,4624,97.05859375,0.3721342,0,0,0,1,0
"O celular é bonito e me parece bom  mas veio com defeito no alto falante está na assistência, vamos ver se não terei mas nenhum problema.a entrega foi demorada apesar de estar dentro do prazo de 6 dias,mas como todos falam da eficiência de entrega da americanas fiquei na expectativa de chegar bem antes ,mas não aconteceu .o ruim é que temos que fazer plantão pois eles não ligam antes comunicando .  Bom espero que meu problema seja solucionado e que eu possa usar meu celular tranquilo .",1,0,1,1,0,2.4060707092285156,4617,97.0390625,0.3627015,0,1,0,1,1
"Por ser um produto Phillips esperava um desempenho melhor. Ele simplesmente não apara os pêlos, ė necessário passar várias vezes no mesmo local para um bom resultado.",0,0,1,0,0,2.4435627460479736,4618,97.515625,0.3927796,0,1,0,1,0
"mousepad bom, a construção é boa e a marca também. Só que arranharam a parte de baixo do meu, foi muita negligência terem me enviado o produto assim.",0,0,1,1,0,2.373854160308838,4624,97.51953125,0.3429118,0,1,0,1,0
Meus netos gostaram muito . O produto é de boa qualidade é bom para ser manuseado por criança .,0,0,1,0,0,2.3457882404327393,4637,97.58203125,0.3102123,0,1,0,1,0
"Gostei do Kit, dá pra começar. Mas a cabine é fraca, nao esquenta muito, o gel é bom pelo preço, mas aconselho comprar mais, pois vem pouco. Veio tudo certinho.",0,0,1,1,0,2.4247915744781494,4643,97.58203125,0.385734,0,1,0,1,0
"Produto de entrada e não devemos esperar muito dele, mas dentro de sua categoria é uma boa escolha.",0,0,1,0,0,2.2533111572265625,4633,97.58203125,0.2118579,0,1,0,0,0
"pequeno, mas é eficiente, gostaria de saber onde posso comprar mais refil",0,1,1,0,0,2.2275888919830322,4628,97.58203125,0.1869863,0,1,0,0,0
"Para quem quer potência esse secador não satisfaz expectativas, o motor é bem fraco... mas por outro lado, para quem viaja ele possui duas voltagens....",0,0,1,0,0,2.291749954223633,4627,97.61328125,0.2440752,0,1,0,0,0
Meu neto Adorou!!! Recomendo para quem quer presentear um parente ou amigo!!!,0,0,1,0,0,2.28818941116333,4674,97.61328125,0.2505893,0,1,0,1,0
"Gostei bastante do produto, ótimo custo benefício !!",0,0,1,0,0,2.2589330673217773,4665,97.6171875,0.2288709,0,1,0,0,0
