text,ENTREGA,OUTROS,PRODUTO,CONDICOES DE RECEBIMENTO,ANUNCIO,prediction,request_time,completion_tokens,prompt_tokens,total_tokens,prediction_post_processed
"Apesar de não funcionar o reconhecimento criptografado sonoro e ter que usar o QR code para instalar, depois de instalado funcionou muito bem. Boa qualidade de imagem de dia e de noite.",0,0,1,0,0,"produto
",1.4740211963653564,3.0,173.0,176.0,[]
Fiz a compra num dia depois de 2 dias já entregaram parabéns que continue assim,1,0,1,0,0,"entrega
",1.1162099838256836,3.0,152.0,155.0,['ENTREGA']
"Ótimo livro, muito inspirador. Apesar de ser um de 1939, é um livro muito atual, até porque os ensinamentos de Jesus são eternos.",0,0,1,0,0,"produto
",0.5518629550933838,3.0,170.0,173.0,[]
Gostaria de saber se ele vem com suporte para mosquiteiro.,0,1,0,0,0,"produto
",1.1176409721374512,3.0,148.0,151.0,[]
"Bicicleta com alguns problemas com raios curtos pegando pouquíssima rosca, por sinal na minha vieram 3 avariado. O pezinho que vem é de má qualidade o pedal veio travado.",0,0,1,1,0,"produto, condicoes de recebimento
",1.096461534500122,11.0,177.0,188.0,['CONDICOES DE RECEBIMENTO']
"A americanas deve enganar vários brasileiros coloca o valor do produto la em cima e finge que esta dando desconto, em vários sites de busca de produtos se encontra bem abaixo do valor em propaganda, isso é um abuso ao consumidor, não existe transparência lamentável.",0,1,1,0,0,"outros, anuncio
",1.077873945236206,7.0,188.0,195.0,"['ANUNCIO', 'OUTROS']"
"A luminária é boa e igual a foto, porém a entrega demorou muito e a Americanas não forneceu o código de rastreio para acompanhar a entrega.",1,1,1,0,1,"produto, entrega, anuncio
",1.1633307933807373,10.0,167.0,177.0,"['ENTREGA', 'ANUNCIO']"
"Bem legal,  mas os dardos amaçam muito fácil. Com isso, ela começa a agarrar. O brinquedo é bonito e resistente. Recomendo comprar um pack de dardos a parte pra substituir os que vão dando defeito.",0,0,1,0,0,"produto
",0.512385368347168,3.0,183.0,186.0,[]
Produto bom e entrega rápida super recomendo ótimo para realizar trabalhos em placas e componentes,1,0,1,0,0,"produto, entrega
",0.590303897857666,6.0,149.0,155.0,['ENTREGA']
"Prático para limpar, porém deixa a desejar nos cantos dos espaços, pois o material da escova desloca para os cantos a poeira que insiste em permanecer mesmo após varredura.",0,0,1,0,0,"produto
",1.0670015811920166,3.0,172.0,175.0,[]
O produto de boa qualidade e mais silenciosa e econômica tanto no aspecto água como energia.,0,0,1,0,0,"produto
",0.6681852340698242,3.0,152.0,155.0,[]
Pobre qualidade e não ajusta ao tamanho do colchão.,0,0,1,0,0,"produto
",1.117896318435669,3.0,146.0,149.0,[]
Minha neta adorou. Fiquei satisfeito com a compra por um preço justo.,0,0,1,0,0,"produto, outros
",1.093130350112915,6.0,152.0,158.0,['OUTROS']
"A cortina é boa, tem um bom acabamento e sua cor avelã é bonita. Porém não é um blackout 100%, escurece no máximo uns 60% do ambiente... se vc está procurando uma cortina que corte toda a luz, não é esta.",0,0,1,0,0,"produto
",0.5522260665893555,3.0,191.0,194.0,[]
"Gostei, muito boa e prática para cozimento de alimentos menores.",0,0,1,0,0,"produto
",0.6624858379364014,3.0,148.0,151.0,[]
"Chegou em ótimo estado, rapido.  Sobre a cafeteira aquece muito bem a água, funciona direitinho, no entando, vasa um pouco de água do reservatório não sei se por causade ser o primeiro uso, mas por enquanto observei esse problema.",1,0,1,1,0,"condicoes de recebimento, produto
",1.116192102432251,11.0,191.0,202.0,['CONDICOES DE RECEBIMENTO']
Muito boa qualidade e ótimo preço eu recomendo comprar auxilia muito bem nos serviços de culinária,0,0,1,0,0,"produto
",1.1331138610839844,3.0,152.0,155.0,[]
Atendeu minhas expectativas..bom fone. Vale a pena .comprando com a faixa de preços de outros,0,0,1,0,0,"produto
",0.5375940799713135,3.0,155.0,158.0,[]
"As cuecas são de boa qualidade no geral, porém não tem reforço na parte frontal. O vendedor deveria deixar claro que o tecido não é 100% algodão (eu prefiro), mas uma mescla de elastano. Mas ao menos é  80% algodão ou mais (variam). Vale a compra pelo preço.",0,0,1,0,1,"produto, anuncio
",1.1843276023864746,7.0,203.0,210.0,['ANUNCIO']
"A configuração inicial demorou um pouco, mas a conexão com a internet ficou mais rápida depois das configurações iniciais.",1,0,1,0,0,"produto
",1.1046662330627441,3.0,157.0,160.0,[]
"Atende ao uso moderado, com várias funções. Câmeras de boa qualidade.",0,0,1,0,0,"produto
",1.1659178733825684,3.0,151.0,154.0,[]
Vamos ver se aguenta pau para andar de moto e quanto tempo vai durar mas o acabamento é bonito,0,0,1,0,0,"produto
",1.2304630279541016,3.0,154.0,157.0,[]
"Eu gostei sim, para o meu cabelo que é fino e liso funciona bem...",0,0,1,0,0,"produto
",0.5680429935455322,3.0,151.0,154.0,[]
"Gostei do celular e a entrega foi mais rápida do que eu esperava, ainda não dá para avaliar 100% somente com algum tempo de uso, por enquanto não decepcionou, tem boas funções, bom desempenho e é bem moderno.",1,0,1,0,0,"entrega, produto
",0.7081854343414307,6.0,185.0,191.0,['ENTREGA']
"A capa e muito boa, porem a película não aderiu na celular.",0,0,1,0,0,"produto
",1.36344313621521,3.0,150.0,153.0,[]
"A entrega foi dentro do prazo, porém meu produto veio com um pequeno defeito, a chapa não para aberta, sempre necessita de um apoio ou ficar segurando. No entanto não é nada que interfira no uso do produto, por conta disso não solicitei a troca.",1,1,1,1,0,"entrega, produto
",1.1094586849212646,6.0,190.0,196.0,['ENTREGA']
"Achei o produto bom, mas achei que fosse gostar mais.",0,0,1,0,0,"produto, outros
",1.0973589420318604,6.0,148.0,154.0,['OUTROS']
Achei o travesseiro mais fino do que gostaria porém tem atendido as minhas necessidades,0,0,1,0,0,"produto
",0.7138750553131104,3.0,151.0,154.0,[]
"Adorei muito prático,  Deveria ter mais opção de modelos e cor.",0,0,1,0,0,"produto
",1.0734012126922607,3.0,151.0,154.0,[]
Ainda não usei o produto mas parece ser bom. Chegou antes do prazo,1,0,1,0,0,"produto, entrega
",0.5516691207885742,6.0,150.0,156.0,['ENTREGA']
"Aparelho possui um bom usto beneficio, rápido e eficiente, porém a bateria não dura muito mesmo com modo de economia acionada , dura em média um dia com uso moderado.",0,0,1,0,0,"produto
",0.5576863288879395,3.0,173.0,176.0,[]
"Atende as expectativas. Design moderno. Pelo preço, gostei bastante",0,0,1,0,0,"produto
",1.126509428024292,3.0,148.0,151.0,[]
"Bom ,,porém n venho n embalagem da EURO ,,VENHO NUM PACOTE DE PAPELÃO (CAIXA)..",0,0,1,1,0,"produto, condicoes de recebimento
",1.136350154876709,11.0,160.0,171.0,['CONDICOES DE RECEBIMENTO']
"Bom custo benefício, mouse leve e prático também é bom para jogos. Mouse para pegada claw",0,0,1,0,0,"produto
",1.0586647987365723,3.0,155.0,158.0,[]
Bom para quem precisa do básico o celular. Compramos pra quem precisa falar no telefone e pronto.,0,0,1,0,0,"produto
",1.1654889583587646,3.0,154.0,157.0,[]
Bom produto  Chegou antes do prazo  Recomendo Entrega rápida e tudo certinho,1,0,1,1,0,"produto, entrega
",1.173079490661621,6.0,151.0,157.0,['ENTREGA']
Bom produto.. Obrigado.. Obrigado bom produto e como já diz a palavra eu escrevo o qto quiser.,0,1,1,0,0,"produto, outros
",0.5988466739654541,6.0,156.0,162.0,['OUTROS']
"Bom! Exatamente o que eu esperava. Compatível com a descrição, material bom. Apenas o cadeado que poderia ser de melhor qualidade.",0,0,1,0,1,"produto
",1.1405086517333984,3.0,165.0,168.0,[]
"Bom, confortavel , fiquei satisfeito, gostei da cor e do tecido super macio",0,0,1,0,0,"produto
",1.0871236324310303,3.0,154.0,157.0,[]
"Bom. Mas uma delas veio faltando peça,  que não foi possível para instalar.",0,0,1,1,0,"produto, condicoes de recebimento
",1.0919198989868164,11.0,152.0,163.0,['CONDICOES DE RECEBIMENTO']
"Chegou antes do prazo, gostei do produto, só que no anúncio diz que vem com fone de ouvido e o meu não veio.",1,0,1,1,1,"entrega, produto, anuncio
",1.1191234588623047,10.0,162.0,172.0,"['ENTREGA', 'ANUNCIO']"
Cumpre o que é designado. É lindo e tem potência suficiente para viagens. É levinho e pratico.,0,0,1,0,0,"produto
",1.1265804767608643,3.0,159.0,162.0,[]
"Estou satisfeito. O produto é de boa qualidade, rápido, de fácil manuseio. Só não gostei da ausência da agenda chamada S Planner Mini, o qual usava no S4 mini e era muito útil.",0,0,1,0,0,"produto
",1.07206392288208,3.0,180.0,183.0,[]
Fiz a Primeira sessão não posso falar pois ainda não tivesse resultados o resultado é a longo prazo mas estou muito satisfeita pela compra queria muito esse aparelho espero valer a pena,0,0,1,0,0,"produto, outros
",1.0707099437713623,6.0,168.0,174.0,['OUTROS']
"Gostei comprei para ver videos e  instalei alguns  jogos, por enquanto está rodando normal.",0,0,1,0,0,"produto
",1.1246676445007324,3.0,157.0,160.0,[]
Gostei da compra. Chegou antes do prazo. Qualidade boa.,1,0,1,0,0,"entrega, produto
",7.555797338485718,6.0,149.0,155.0,['ENTREGA']
Gostei do produto além dele ter saído por um preço acessível .,0,0,1,0,0,"produto
",1.087266445159912,3.0,149.0,152.0,[]
"Gostei muito e recomendo esse produto atendeu minhas expectativas, entrega dentro do prazo.",1,0,1,0,0,"produto, entrega
",1.0380363464355469,6.0,151.0,157.0,['ENTREGA']
Gostei por ser um produto bom para o desenvolvimento das crianças . Porém desencaixa muito facilmente e a criança não consegue fazer o encaixe sozinha . Mas no geral o bebê adorou .,0,0,1,0,0,"produto
",1.1221661567687988,3.0,172.0,175.0,[]
"Gostei. Gosto dos produtos Arno. Comprei como grill, porém não veio.",0,0,1,1,0,"produto, entrega
",0.6613729000091553,6.0,152.0,158.0,['ENTREGA']
"Gosto da Smasung, mas muitas vezes o aparelho não tem ótima velocidade de processamento.",0,0,1,0,0,"produto
",0.8026189804077148,3.0,154.0,157.0,[]
"Eu gostei do headset, o microfone dele é regular, seria melhor se ele não estragasse com um mês de uso",0,0,1,0,0,produto,0.5877506732940674,2.0,160.0,162.0,[]
Manual de instruções sem muitas explicações; Não relaciona tudo que vem na caixa. Chegou rápido.,1,0,1,0,0,"produto, entrega
",1.1288981437683105,6.0,154.0,160.0,['ENTREGA']
"Muito boa a televisão , boa imagem, bom som. Recomendo.",0,0,1,0,0,"produto
",1.0572726726531982,3.0,148.0,151.0,[]
Muito bom gostei e recomendo chegou até antes do prazo previsto parabéns,1,1,1,0,0,"entrega, produto
",1.189774751663208,6.0,148.0,154.0,['ENTREGA']
"Muito bom,mas muito difícil de apertar pra ouvir os sons",0,0,1,0,0,"produto
",1.1174190044403076,3.0,147.0,150.0,[]
"Nao tenho oque reclamar é bom, mais acho que deveria vir escrito os segundos e se e pra esquerda ou pra direita",0,0,1,0,0,"produto
",1.0832862854003906,3.0,158.0,161.0,[]
"O notebook da positivo tem um designe moderno, é lindo, fino e leve, porém este que adquiri, indico para quem quer usar para estudo apenas. memória pouca, mas comprei nesta intenção, já que arquivo meus materiais em HD externo.",0,0,1,0,0,"produto
",1.120467185974121,3.0,186.0,189.0,[]
O produto atende muito bem minhas necessidades. Estou satisfeita,0,0,1,0,0,"produto
",1.1870975494384766,3.0,146.0,149.0,[]
"O produto é bom, o problema que não tem bico pra reposição tive que comprar outro copo por causa disso",0,0,1,0,0,"produto, outros
",1.1054248809814453,6.0,156.0,162.0,['OUTROS']
"Paguei trabalho taxa especial para envio mais rápido, mas demorou a mesma coisa! PRIME?!?!",1,0,1,0,0,entrega,1.1592209339141846,2.0,154.0,156.0,['ENTREGA']
"Parecia ser maior. Para festas grandes não comporta muito pequeno. Serve para uso doméstico entre família. Acaba muito rápido chocolate, pois o reservatório e pequeno.",0,0,1,0,0,"produto
",1.1366469860076904,3.0,167.0,170.0,[]
"Poderia ser mais forte, mas é suficiente. Aguenta duas pessoas adultas sentadas e fácil de encher.",0,0,1,0,0,"produto
",1.5139434337615967,3.0,158.0,161.0,[]
"A qualidade do produto é boa, porem a numeração é muito pequena para o nosso padrão de vestuário.",0,0,1,0,0,"produto
",1.234100103378296,3.0,157.0,160.0,[]
"Bom produto, apresenta um recipiente bom para conservação, sua embalagem pode ser melhorada em design, o gosto do produto é bom mas pode ser melhorada e apresenta resultados vitamínicos satisfatórios",0,0,1,0,0,"produto, outros
",1.0854692459106445,6.0,173.0,179.0,['OUTROS']
"Superou minha expectativa, um bom produto de qualidade. Recomendo.",0,0,1,0,0,"produto
",1.1751959323883057,3.0,148.0,151.0,[]
"Produto dentro da espectativa,gostei muito do produto e a entrega foi super rapida,. Obrigado!!",1,0,1,0,0,"produto, entrega
",1.1504676342010498,6.0,154.0,160.0,['ENTREGA']
"Produto muito bom , de acordo com a imagem . Só um pouco pequenas , mas o material é excelente .",0,0,1,0,1,"produto
",1.1066420078277588,3.0,155.0,158.0,[]
"Produto é bom, marca poderia dar um pouco mais de qualidade no acabamento das rebarbas do produto, fora isso atende com a expectativa do valor pago.",0,0,1,0,0,"produto
",1.1206061840057373,3.0,166.0,169.0,[]
Produto é de boa qualidade ! Vem bem embalado....Recomendo sim !,0,0,1,1,0,"produto, condicoes de recebimento
",1.357079029083252,11.0,149.0,160.0,['CONDICOES DE RECEBIMENTO']
"Produto é de boa qualidade, porém preço praticado no Brasil é fora da nossa realidade.",0,0,1,0,0,"produto
",1.1066310405731201,3.0,152.0,155.0,[]
Um produto muito bom Parabéns a loja que criou.estou extremamente satisfeita.,0,1,1,0,0,"produto
",1.161043405532837,3.0,151.0,154.0,[]
"A bateria dele é excelente durante mais de 24 horas, e olha uso muito devido meu trabalho.  O que não gostei é que devido suas formas (fina com bordas arredondadas) da insegurança quanto a quedas. Outra coisa é que carregando as vezes o aparelho fica bem quente.",0,0,1,0,0,"produto
",1.125298261642456,3.0,199.0,202.0,[]
"Gostei atendeu às minhas necessidades,boa duração da bateria e bom desempenho",0,0,1,0,0,"produto
",1.292414903640747,3.0,149.0,152.0,[]
"Chegou antes da data, um bom aparelho ! O auto falante dele que achei um pouco baixo.",1,0,1,0,0,"entrega, produto
",1.1663460731506348,6.0,156.0,162.0,['ENTREGA']
Produto de boa qualidade e desempenho. Chegou dentro do prazo. Não me arrependo da compra.,1,0,1,0,0,"produto, entrega
",1.2178125381469727,6.0,154.0,160.0,['ENTREGA']
"Comprei para minha mãe, ela está gostando muito, mas acreditei que a bateria pudesse ser um pouco melhor! Mesmo assim recomendo! :)",0,0,1,0,0,"produto
",1.1283483505249023,3.0,164.0,167.0,[]
Ele é bem básico mas é bom! Para quem não espera muito é muito bom.,0,0,1,0,0,"produto
",1.1023755073547363,3.0,151.0,154.0,[]
A parte de cima da mesa é ótima muito funcional....mas as pernas são muito fracas  quando a criança tenta se apoiar elas soltam.,0,0,1,0,0,"produto
",1.1516470909118652,3.0,163.0,166.0,[]
Chegou  antes  do  prazo  estabelecido. . Obrigado  ... #americanas #BW  DIGITAL,1,1,1,0,0,"entrega
",1.9552550315856934,3.0,158.0,161.0,['ENTREGA']
"Achei meio fraco dependendo do uso nao vai aguentar, alem de pequeno a lamina, vai precisar de mais tempo para aparar ou cortar o cabelo ou barba. Vou usar se caso for superior mudo minha avaliação.",0,0,1,0,0,"produto
",1.1693840026855469,3.0,180.0,183.0,[]
"Comprei um para instalar num corsa 94 1.0 para aproveitar o preço acessível, ficou bom, da pra subir umas ladeiras daqui, acho q ficou 1.4 agora, ótimo custo x beneficio.",0,0,1,0,0,"produto
",1.0992488861083984,3.0,180.0,183.0,[]
"Uma boa tv. Bastante recursos, com wifi integrado e fácil de usar. Boa imagem, apesar de não ser full HD, que estranhamente não se encontra nesta medida de tv (32pol). Bem funcional Entrega dentro do prazo.",1,0,1,0,0,"produto, entrega
",1.117201566696167,6.0,183.0,189.0,['ENTREGA']
Acho que em virtude do valor pago pelo produto tem um bom custo benefício,0,0,1,0,0,"produto
",1.1281938552856445,3.0,150.0,153.0,[]
"Bom para quem exige pouco de um celular, mas devido ao preço vale a pena.",0,0,1,0,0,"produto
",1.073516845703125,3.0,151.0,154.0,[]
"Compra boa, entrega rápida, porém, o material é bem fraco, mas o custo benefício compensa.",1,0,1,0,0,"entrega, produto
",1.0917930603027344,6.0,157.0,163.0,['ENTREGA']
Fácil de operar  Jé um smartphone já com nome no mercado Câmera e de boa resolução,0,0,1,0,0,"produto
",1.0718562602996826,3.0,153.0,156.0,[]
"O bebedouro no geral está servindo bem. Porém, a torneira da água gelada saí muito pouca água. Acredito que por conta do reservatório ser pequeno. Demora um pouco para encher o copo e as pessoas acabam bebendo natural.",0,0,1,0,0,"produto
",1.0615520477294922,3.0,191.0,194.0,[]
"O produto possui todas as funções descritas no anúncio, além de ser leve e prático. O único ponto negativo que achei foi o tecido da capota que é muito fino, talvez não proteja do sol totalmente.",0,0,1,0,1,"produto, anuncio
",0.6243741512298584,7.0,179.0,186.0,['ANUNCIO']
"O acabamento das costuras, travas e do bordado é excepcional, principalmente levando-se em consideração o custo. Em relação ao custo, poderia ser um pouco mais caro oferecendo o acabamento emborrachado embaixo presente somente no tapete do meio (túnel) e que falta nos outros 4 tapetes maiores. Vale a pena o acabamento pelo custo.",0,0,1,0,0,"produto
",1.1323809623718262,3.0,207.0,210.0,[]
"Chegou antes do prazo de entrega, bom aparelho nada mais acrescentar.",1,0,1,0,0,"entrega, produto
",1.1327779293060303,6.0,149.0,155.0,['ENTREGA']
"Produto bom e compacto. Nao gostei muito do botão, poderia ser mais moderno.",0,0,1,0,0,"produto, outros
",1.2546098232269287,6.0,151.0,157.0,['OUTROS']
"No rádio deveria vim um filtro de ruído para não escutar no áudio os ruídos gerados pelo motor do carro. O controle de volume deveria ser ""logarítmico"", ao invés de ""linear"" para melhor controle de volume nos baixos níveis. O rádio oferece pouca potencia de áudio. Por outro lado, o auto rádio tem relógio interno, entrada USB e para cartão SD, e controle remoto. Vale pelo custo benefício para usuários não exigentes.",0,0,1,0,0,"produto
",1.0691487789154053,3.0,231.0,234.0,[]
"O aparelho é um ótimo smartphone de entrada. Não tem uma boa câmera, não consegue tirar fotos boas. Mas para alguém que precisa do primeiro smartphone e quer apenas uma câmera básica é o suficiente. O tamanho da tela é muito bom e os 32gb são o suficiente para a maioria das pessoas.",0,0,1,0,0,"produto
",1.0851202011108398,3.0,195.0,198.0,[]
Gostei do produto. Precisávamos de uns pedestais para a banda. Nada sofisticado. Atendeu bem às expectativas.,0,0,1,0,0,"produto
",1.1019747257232666,3.0,161.0,164.0,[]
"Bom produto, porém com forma pequena em comparação aos demais.",0,0,1,0,0,"produto
",1.0792062282562256,3.0,146.0,149.0,[]
Ideal pra batata frita e nugets. Atendeu minha expectativa.,0,0,1,0,0,"produto
",0.647608757019043,3.0,148.0,151.0,[]
"Indicado para quem não exige muito do dispositivo. Resolução da câmera regular, armazenamento interno baixo (8Gb). Mas, possui uma ótima relação custo-benefício.",0,0,1,0,0,"produto
",1.1105139255523682,3.0,168.0,171.0,[]
Muito boa a smart tv gostei super recomendo as pessoas  Minha filha está amando foi um presente para ela .,0,0,1,0,0,"produto
",1.0568349361419678,3.0,157.0,160.0,[]
Atendeu plenamente às minhas necessidades e expectativas.,0,0,1,0,0,"produto
",1.055332899093628,3.0,143.0,146.0,[]
"Produto atendeu as expectativas, bom acabamento e cores vibrantes, no entanto, as alças laranjas em formato de girafa que tem em ambos os lados, tem uma abertura pequena onde a criança pode ficar com a mãozinha presa.",0,0,1,0,0,"produto
",1.1389515399932861,3.0,183.0,186.0,[]
"O celular é bonito e me parece bom  mas veio com defeito no alto falante está na assistência, vamos ver se não terei mas nenhum problema.a entrega foi demorada apesar de estar dentro do prazo de 6 dias,mas como todos falam da eficiência de entrega da americanas fiquei na expectativa de chegar bem antes ,mas não aconteceu .o ruim é que temos que fazer plantão pois eles não ligam antes comunicando .  Bom espero que meu problema seja solucionado e que eu possa usar meu celular tranquilo .",1,0,1,1,0,"produto, entrega
",1.0760135650634766,6.0,243.0,249.0,['ENTREGA']
"Por ser um produto Phillips esperava um desempenho melhor. Ele simplesmente não apara os pêlos, ė necessário passar várias vezes no mesmo local para um bom resultado.",0,0,1,0,0,"produto
",0.5574700832366943,3.0,168.0,171.0,[]
"mousepad bom, a construção é boa e a marca também. Só que arranharam a parte de baixo do meu, foi muita negligência terem me enviado o produto assim.",0,0,1,1,0,"produto, condicoes de recebimento
",1.1735520362854004,11.0,170.0,181.0,['CONDICOES DE RECEBIMENTO']
Meus netos gostaram muito . O produto é de boa qualidade é bom para ser manuseado por criança .,0,0,1,0,0,"produto
",1.062854290008545,3.0,158.0,161.0,[]
"Gostei do Kit, dá pra começar. Mas a cabine é fraca, nao esquenta muito, o gel é bom pelo preço, mas aconselho comprar mais, pois vem pouco. Veio tudo certinho.",0,0,1,1,0,"produto, condicoes de recebimento
",1.103769063949585,11.0,178.0,189.0,['CONDICOES DE RECEBIMENTO']
"Produto de entrada e não devemos esperar muito dele, mas dentro de sua categoria é uma boa escolha.",0,0,1,0,0,"produto
",1.0658636093139648,3.0,154.0,157.0,[]
"pequeno, mas é eficiente, gostaria de saber onde posso comprar mais refil",0,1,1,0,0,"produto
",0.6607770919799805,3.0,149.0,152.0,[]
"Para quem quer potência esse secador não satisfaz expectativas, o motor é bem fraco... mas por outro lado, para quem viaja ele possui duas voltagens....",0,0,1,0,0,"produto
",1.1212360858917236,3.0,166.0,169.0,[]
Meu neto Adorou!!! Recomendo para quem quer presentear um parente ou amigo!!!,0,0,1,0,0,"produto
",0.7651817798614502,3.0,153.0,156.0,[]
"Gostei bastante do produto, ótimo custo benefício !!",0,0,1,0,0,"produto
",1.3254759311676025,3.0,145.0,148.0,[]
"Minha mulher está gostando, tá no inicio ainda, mas ela disse que o produto é bom, achou que o cabo poderia ser maior. Ainda não se arrependeu ......",0,0,1,0,0,"produto
",1.1828534603118896,3.0,170.0,173.0,[]
"A cortina é bonita! O tecido é lindo! Mas o material dos ilhós é plástico e inferior, dando um contraste negativo com o tecido.",0,0,1,0,0,"produto
",1.1730406284332275,3.0,164.0,167.0,[]
"A fritadeira é muito boa! Mas exige treino para usa-la bem! Chegou super rápido, não há o que reclamar do serviço da Americanas. O fabricante do produto deveria colocar sugestões de receitas na caixa! :) Achei o que o produto era um pouquinho menor, ocupou um espaço maior do que eu  imaginava.",1,0,1,0,0,"produto, entrega, outros
",1.1814746856689453,9.0,204.0,213.0,"['ENTREGA', 'OUTROS']"
"Ainda não obtive o que gostaria, que é a retirada dos indesejados cravos. Acredito que em trinta dias o objetivo será alcançado, se a maquininha continuar funcionando maravilhosamente bem.",0,0,1,0,0,"produto
",1.2898380756378174,3.0,179.0,182.0,[]
Apesar de ser um bom produto achei a entrega demorada de mais. Não chegou a tempo para o que precisava.,1,0,1,0,0,"produto, entrega
",1.1352972984313965,6.0,159.0,165.0,['ENTREGA']
"Bolsa simples, porém bonita...  Atendeu perfeitamente a minha necessidade.",0,0,1,0,0,"produto
",1.100904941558838,3.0,148.0,151.0,[]
"Bom produto, atendeu minhas expectativas. Recomendo.",0,0,1,0,0,"produto
",1.2009906768798828,3.0,145.0,148.0,[]
"Bom produto. Esse é o 2 produto da mesma marca, que eu adquiri. Não tenho nada a reclamar.",0,0,1,0,0,"produto
",1.1010189056396484,3.0,158.0,161.0,[]
"Creio que vocês estão com sérios problemas de logística. Queria comprar duas unidades desse produto no mesmo pedido, porém o frete ficava 5 vezes mais caro. Comprei a outra unidade em pedido separado, logo em seguida. O pneu, fruto desse pedido ora avaliado, chegou em 23.03.2018. O outro ainda não chegou e está com ""previsão"" de chegar em 04.04.2018.",1,0,1,0,0,"entrega
",1.2014415264129639,3.0,232.0,235.0,['ENTREGA']
"Ele é muito bonito, funciona bem mais as vezes da uma travada.",0,0,1,0,0,"produto
",1.436128854751587,3.0,149.0,152.0,[]
Fogão simples e bom. Presente de casamento e os noivos amaram. Recomendo.,0,0,1,0,0,"produto
",0.9742019176483154,3.0,154.0,157.0,[]
"Gostei do produto , vale custo beneficio. Chegou antes do prazo",1,0,1,0,0,"produto, entrega
",1.122300148010254,6.0,148.0,154.0,['ENTREGA']
"Gostei do produto, achei um pouco baixo pq sou alta e o material um pouco frágil.  Mas pelo preço eh um bom aspirador.",0,0,1,0,0,"produto
",0.5729777812957764,3.0,165.0,168.0,[]
"Gostei do produto, só não gostei do atendimento do sac que não trocou o NOME da entrega. presente foi com meu nome. Apos pedido imediato de troca via e mail para setor responsavel. Incompetencia.",0,1,1,0,0,"produto, entrega, outros
",1.2000114917755127,9.0,181.0,190.0,"['ENTREGA', 'OUTROS']"
"Gostei, recomendo! Excelente custo beneficio.  Bom material com bom acabamento.",0,0,1,0,0,"produto
",0.5675516128540039,3.0,150.0,153.0,[]
"Muito bom, otimo custo beneficio,Bom.desempenho bateria dura. Gostei muito",0,0,1,0,0,"produto
",1.155757188796997,3.0,154.0,157.0,[]
"Não é tão potente mas ventila o suficiente, único ponto negativo muito frágil não é muito firme ó pedestal",0,0,1,0,0,"produto
",1.126155138015747,3.0,156.0,159.0,[]
O produto foi entregue no prazo. Fácil instalação e atendeu às especificações.,1,0,1,0,1,"entrega, produto
",1.3374674320220947,6.0,151.0,157.0,['ENTREGA']
"O que não gostei q não tem musicas, apenas um som 7 segundos quando puxa a cordinha.",0,0,1,0,0,"produto
",1.1011335849761963,3.0,159.0,162.0,[]
"Parece descartável, mas promete o q cumpre, porém a chapa aquece mais no meio q nas outras extremidades",0,0,1,0,0,"produto
",1.1220579147338867,3.0,158.0,161.0,[]
"Produto bonito, entregue antes do prazo, mas de cor diferente da foto ilustrativa, é um pouco fosco",1,0,1,0,1,"produto, entrega, anuncio
",1.1158723831176758,10.0,157.0,167.0,"['ENTREGA', 'ANUNCIO']"
"Produto como anunciado! Recomendo. Bem simples, porém o material é resistente.",0,0,1,0,1,"produto, anuncio
",1.1979928016662598,7.0,150.0,157.0,['ANUNCIO']
"Produto muito bom. Funcionando perfeitamente e parece ser bem resistente. Não dou 5 estrelas pq não encaixa perfeitamente nos forros de porta. No mais, recomendo.",0,0,1,0,0,"produto, outros
",1.2760393619537354,6.0,168.0,174.0,['OUTROS']
"Recomendo sim. Estoura quase todos os grãos de milho (no começo do preparo alguns milhos saem, mas dá para botar para estourar depois).  O ideal é colocar a manteiga para derreter e jogar depois do preparo, porque realmente fica sem gosto. E não adianta jogar sal, porque não pega. Tem que derreter a manteiga, jogar depois que estiver pronto, para somente depois jogar sal. Fica uma delícia!",0,0,1,0,0,"produto
",1.1206231117248535,3.0,228.0,231.0,[]
"Tela antirreflexo é um excelente acessório, além do processador ser bom. A bateria não dura muito tempo, porém no geral o notebook é muito bom.",0,0,1,0,0,"produto
",1.1678264141082764,3.0,168.0,171.0,[]
"Usei uma vez, por enquanto gostei. Chegou bem antes do prazo. Obrigado!",1,0,1,0,0,"produto, entrega
",1.1761817932128906,6.0,153.0,159.0,['ENTREGA']
"Excelente custo/benefício, muito boa pra pegar, forte para trabalhar",0,0,1,0,0,"produto
",0.5675876140594482,3.0,148.0,151.0,[]
"Excelente produto,porém não veio com o suporte para os bastões,que já são bem grandes mesmo em forma retratil,esperava somente isso.Nada a reclamar do produto,boa qualidade",0,0,1,1,0,"produto, outros
",0.5767014026641846,6.0,173.0,179.0,['OUTROS']
"material de boa qualidade e bom acabamento, o material transparente permite mostrar a beleza do aparelho.",0,0,1,0,0,"produto
",1.1330416202545166,3.0,152.0,155.0,[]
"Ótimo produto, bom custo benefício, leve e boa para quem deseja uma tv básica para o dia a dia, entrega rápida também.",1,0,1,0,0,"produto, entrega
",1.5988349914550781,6.0,162.0,168.0,['ENTREGA']
"Único problema é que solta bastante ""fiapo"". Não chega a deixar falhas, mas que solta ... solta.",0,0,1,0,0,"produto
",1.1423072814941406,3.0,161.0,164.0,[]
