text,label,prediction,request_time,completion_tokens,prompt_tokens,total_tokens,prediction_post_processed
i feel so honored today and i want to share the emotion and my gratitude because i received a very complimentary email from someone who reads thought provoking perspectives,joy,joy,0.5384645462036133,2.0,125.0,127.0,joy
ive tried bare minerals but it makes me feel like my face is dirty,sadness,sadness,0.5097165107727051,3.0,110.0,113.0,sadness
i feel quite passionate about and that is how old should children be to undergo beauty treatments,joy,joy,0.5926010608673096,2.0,113.0,115.0,joy
i feel like i m going to struggle and fail and suffer and be really dumb,sadness,sadness,0.6441254615783691,3.0,112.0,115.0,sadness
im feel a little bit shy to talked to her for a second but manage myself because i saw from her eyes that theres something with this girl,fear,love,0.6188218593597412,2.0,124.0,126.0,love
i love that this is a place a series with no real heroes and i love that the way the couples in these books fall in love feels just as violent and crazy as the place that they call home,anger,love,0.6908390522003174,2.0,136.0,138.0,love
i will feel more lively and full of bounce,joy,joy,0.4389152526855469,2.0,105.0,107.0,joy
i am and always have been a very sincere nice feeling sociable compassionate helpful girl,joy,joy,0.556067705154419,2.0,112.0,114.0,joy
i feel like an obnoxious nagging call times everyday tag alonger that he is finally sick of tolerating and is now just giving the cold shoulder,anger,sadness,0.5732674598693848,3.0,126.0,129.0,sadness
i loved the feeling i got during an amazing slalom run whether it was in training or in a race,joy,joy,0.6078927516937256,2.0,117.0,119.0,joy
i was feeling especially shy and awkward because i didn t know many people there,fear,sadness,0.5478355884552002,3.0,111.0,114.0,sadness
im still feeling a little groggy from the lack of sleep so i shall try to replenish it,sadness,sadness,0.5704846382141113,3.0,115.0,118.0,sadness
i have been sitting at home revising today and all in all feeling quite stressed,anger,sadness,0.6100170612335205,3.0,112.0,115.0,sadness
i guess feelings aren t meant to be inhibited or prohibited,fear,sadness,0.8947820663452148,3.0,107.0,110.0,sadness
i embraced feeling thankful that the middle wall of partition had thus far been broken down,joy,joy,0.43697094917297363,2.0,112.0,114.0,joy
i began to feel very strange,fear,fear,0.473827600479126,2.0,102.0,104.0,fear
i didn t feel pressured or constrained in my choices to behave in a particular way i just felt very busy,fear,sadness,0.4874119758605957,3.0,117.0,120.0,sadness
i had one of my low carb meal bars for breakfast and was feeling smug when i spotted the left over pies muffins and attractive foods,joy,joy,0.548037052154541,2.0,122.0,124.0,joy
im going through life feeling now rather than being totally numb,sadness,sadness,0.6097316741943359,3.0,107.0,110.0,sadness
i dont want flowers or candy but the kind of guy that knows i like thinly sliced limes in my mineral water because it makes me feel glamorous and is humored by how pretentious that is,joy,joy,0.6407334804534912,2.0,136.0,138.0,joy
i feel unprotected a class post count link href http reprogramming in process,sadness,fear,0.605705976486206,2.0,112.0,114.0,fear
i always feel really confident of my life and my choices when i go home,joy,joy,0.46120166778564453,2.0,111.0,113.0,joy
i was feeling more and more frustrated with each session he attended,anger,anger,0.465106725692749,2.0,108.0,110.0,anger
i feel like in the last year especially i ve gone from a girl to a woman and despite how hesitant i have always been about getting older next year i will be twenty four i am surprised at how pleased i am to have done so,fear,joy,0.48266005516052246,2.0,143.0,145.0,joy
i feel attacked or insulted it is helpful to realize that the idea of attack is alive and well in my own mind,anger,fear,0.584212064743042,2.0,120.0,122.0,fear
ive missed that feeling and ive missed being there and ive missed having something to work towards that keeps my focus on me and keeps it off of my phone and the potential trouble it can get me in,sadness,sadness,0.9905068874359131,3.0,135.0,138.0,sadness
im feeling a bit uncomfortable with myself too,fear,sadness,0.5702199935913086,3.0,104.0,107.0,sadness
i know that i have it nowhere near as worse as my brethren overseas but right now i feel like im being physically emotionally and spiritually assaulted,fear,sadness,0.48506879806518555,3.0,123.0,126.0,sadness
i am feeling so reluctant and overwhelmed i try to think of the alternative abandoning that dream,fear,sadness,0.40235447883605957,3.0,113.0,116.0,sadness
i usually like sam but sometimes he gets downright whiny and i ll admit that all the mistakes he made due to sibling rivalry and pride that eventually led to the end of season kind of made me feel less tragic about the whole thing,sadness,sadness,0.4601149559020996,3.0,142.0,145.0,sadness
i hope shes feeling generous today and treat me to japanese food or something haha have a great day,joy,joy,0.5466160774230957,2.0,116.0,118.0,joy
i am feeling a bit offended,anger,anger,0.5875976085662842,2.0,102.0,104.0,anger
i offend easily when i feel my intelligence is insulted,anger,anger,0.4310891628265381,2.0,107.0,109.0,anger
i always feel a bit awkward when i comment on someone s blog because i invariably go on rabbit trails and feel as though i ve been overstepping myself so i d like to tell you if you find yourself feeling the same way that i do not mind in the slightest,sadness,sadness,4.19797158241272,3.0,150.0,153.0,sadness
i feel like we may be coming to the point in the tv series where the show is incredibly popular but sadly the writers are coming to the end of their story lines and soon there will be nothing left to keep the plot a float,joy,sadness,0.44682741165161133,3.0,142.0,145.0,sadness
i was entertaining myself with this memory while at the same time feeling like that guy in that movie dazed and confused who says i just keep on getin older and the girls stay the same age,surprise,sadness,0.4835519790649414,3.0,135.0,138.0,sadness
i had to continue to enforce my no playdate policy which meant i continued to feel angry twice over each day once during a horrible morning drop off and once in the afternoon when i reminded noah that no he couldnt play because of the bad drop off missing mommy,anger,anger,0.4233589172363281,2.0,148.0,150.0,anger
i woke up feeling groggy and grumpy and like the last thing i wanted to do was make dinner,sadness,sadness,0.6011416912078857,3.0,117.0,120.0,sadness
i wake up feeling like something terrifyingly bad is bound to happen to me before i even get a chance to stick a limb outside of my covers,sadness,fear,0.5505082607269287,2.0,125.0,127.0,fear
i feel god in my life more now than i ever have before and things are so wonderful right now,joy,joy,0.4760575294494629,2.0,116.0,118.0,joy
i do feel like ive been a neglectful friend but its due to the fact that i feel like a hinderance so i just stay away,sadness,sadness,0.46492648124694824,3.0,124.0,127.0,sadness
i did not know this i could not look out upon the sea and sky without feeling mildly discontent,sadness,sadness,0.5003511905670166,3.0,116.0,119.0,sadness
i hate feeling like this this is bullshit ok i m so done bye,joy,anger,0.4528477191925049,2.0,110.0,112.0,anger
i tasted some hari raya cookies and feeling greedy i would go and prebook their kueh makmur and tart because i know their hygiene standard and ingredients,anger,joy,0.5432240962982178,2.0,127.0,129.0,joy
i sit here feeling drained i really wonder what will i do when i reach that point,sadness,sadness,0.5084192752838135,3.0,113.0,116.0,sadness
i buy something i go out and look at what else i didnt buy and then after a bit of comparison here and there i suddenly feel dissatisfied with my purchase,anger,sadness,0.5970015525817871,3.0,127.0,130.0,sadness
ive been feeling incredibly inadequate more so than usual and its gotten to a point where i almost feel paralyzed by it,sadness,sadness,0.5648679733276367,3.0,119.0,122.0,sadness
im amazed how many men say they feel unloved if the house is messy and they have to fix their own dinner,sadness,sadness,0.5402045249938965,3.0,119.0,122.0,sadness
i feel a restless weekend heading our way,fear,sadness,0.5520756244659424,3.0,104.0,107.0,sadness
i feel ugly i cover myself with a beautiful blanket in a make believe gown,sadness,sadness,0.4122495651245117,3.0,111.0,114.0,sadness
i always said i felt so blessed to have him and today that feeling is been reassured many times,joy,joy,0.7537076473236084,2.0,116.0,118.0,joy
i cant do strappy shoes at work i just feel weird so i took these off thrifted ninewest,fear,sadness,0.7409305572509766,3.0,117.0,120.0,sadness
i love the fact that i look as best i can and i feel terrific because i eat right and constantly exercise,joy,joy,2.521012306213379,2.0,118.0,120.0,joy
i decent article which i knew likely had good information because my initial response was to feel offended and want to argue despite the fact that it was talking about not doing exactly that,anger,anger,0.5311555862426758,2.0,130.0,132.0,anger
i have moments where i just feel so overwhelmed that my eyes well up with tears,fear,sadness,0.5323095321655273,3.0,112.0,115.0,sadness
i started feeling thankful for food for being able to enjoy such delicious things and got into cooking and baking healthy meals for my family,joy,joy,0.5880529880523682,2.0,121.0,123.0,joy
i don t want to tag people who think this is silly but if there are people out there who want to be tagged i wouldn t want to make them feel unwelcome,sadness,sadness,0.6233136653900146,3.0,130.0,133.0,sadness
im taking is allowing me to get sleep which is wonderful but its leaving me feeling very groggy and nauseated,sadness,sadness,0.41617465019226074,3.0,118.0,121.0,sadness
i feel an unpleasant drop in my stomach as the elevator doors open at my floor,sadness,fear,0.4455430507659912,2.0,112.0,114.0,fear
i feel that this is a highly talented bunch when roling on all cyclinders,joy,joy,0.4680325984954834,2.0,112.0,114.0,joy
i feel his hand on me to stay faithful,love,love,0.5536742210388184,2.0,105.0,107.0,love
i was so focused on my heavy breathing my even strides the drops of sweat on my forehead that i forgot to feel socially awkward,sadness,joy,0.45915770530700684,2.0,121.0,123.0,joy
i cant help feeling this way,sadness,sadness,0.506843090057373,3.0,102.0,105.0,sadness
i feel like i would order carryout from if i lived in the area i am still curious to try some of their other tacos,surprise,joy,0.43036675453186035,2.0,122.0,124.0,joy
i feel that i am afraid of whatever ad anything that will happen and idc is it good or bad i am just afraid and i hope god you will help me in whatever i do,fear,fear,0.4497671127319336,2.0,133.0,135.0,fear
i entered the living room i had a horrible feeling aching in the depths of my stomach,sadness,fear,0.6449480056762695,2.0,113.0,115.0,fear
i feel very glad that finland s well known visual artist vesa kivinen had called me to work with him,joy,joy,0.4740900993347168,2.0,119.0,121.0,joy
i feel relatively safe normal or whatever you might call it,joy,joy,0.4659092426300049,2.0,107.0,109.0,joy
i feel bitchy saying it but i think that next saturday i just want to be alone,anger,sadness,0.6185894012451172,3.0,114.0,117.0,sadness
i feel very honored to have been shortlisted within the patient ambassador volunteer category which recognises members of the public and staff who provide outstanding help and support through volunteering or providing patient opinions either on a public partnership forum or on a patients panel,joy,joy,0.5308418273925781,2.0,142.0,144.0,joy
i feel quite helpless in all of this so prayer is the most effective tool i have because i have no answers and there is nothing else i can offer them right now,sadness,sadness,0.4580652713775635,3.0,129.0,132.0,sadness
i know that you feel pretty disgusted by the nonstop lefty propaganda the ministry churns out but of the public isn t that tuned in,anger,anger,0.4741322994232178,2.0,124.0,126.0,anger
i feel complacent and satisfied,joy,joy,0.5371754169464111,2.0,102.0,104.0,joy
i ventured into fabrics amp fabrics on a whim yesterday feeling a bit nervous knowing i would be tempted beyond my comfor,fear,fear,0.5301711559295654,2.0,119.0,121.0,fear
i havent been feeling homesick knowing they were all getting together to enjoy my mums cooking did make me want a teleporter,sadness,sadness,0.4611537456512451,3.0,120.0,123.0,sadness
i feel ugly and hated,sadness,sadness,0.5203862190246582,3.0,101.0,104.0,sadness
i was feeling whether it be mad sad disappointed or peaceful,anger,sadness,0.5398974418640137,3.0,107.0,110.0,sadness
i feel as if we have a talented enough team to win some games and go deep into the tournament,joy,joy,0.4494287967681885,2.0,116.0,118.0,joy
i feel i was so innocent to have only one dream to fill my brain and to be crazy about it,joy,sadness,0.582056999206543,3.0,117.0,120.0,sadness
i never feel depressed because my cancer and i have learnt to live and sleep with each other,sadness,sadness,0.42563676834106445,3.0,114.0,117.0,sadness
i can feel the pressure falling more so on my shoulders and im feeling slightly doubtful of myself which leads to unhappy thoughts not usually like my optimistic self i must say,fear,sadness,0.557805061340332,3.0,128.0,131.0,sadness
i kind of feel a little petty about this,anger,sadness,0.6929974555969238,3.0,105.0,108.0,sadness
i hostage negotiator on her case has her feeling hopeful about her future,joy,joy,0.46761250495910645,2.0,110.0,112.0,joy
i believe that people should choose the causes they feel passionate about and do what they can and i have no right or desire to push my own charities as more worthy than another,joy,joy,0.6548702716827393,2.0,130.0,132.0,joy
i feel privileged to be allowed into the sanctum of her studio the many different paintings and studies lining the walls morph and grow week on week,joy,joy,0.4098384380340576,2.0,124.0,126.0,joy
i grew up feeling rejected by my male peers,sadness,sadness,0.5323178768157959,3.0,105.0,108.0,sadness
i feel like that is where i can make my most valued input and tried to do as much as possible to ensure i did an equal part in the construction,joy,joy,0.5221662521362305,2.0,127.0,129.0,joy
i described how i was feeling the feeling of being out of control and completely restless the fear of what could still happen my obsession with trying to do it all and the fact that it was just not working,fear,fear,0.6092987060546875,2.0,136.0,138.0,fear
i feel very important in my fancy room with my fancy furniture and nice view of downtown dallas,joy,joy,0.46340370178222656,2.0,115.0,117.0,joy
i wanna feel good again,joy,joy,0.7218103408813477,2.0,101.0,103.0,joy
i never feel like im not supporting,joy,sadness,0.5342459678649902,3.0,103.0,106.0,sadness
i want you to snap out of it and simply feel simply live laugh enjoy this life no matter how idiotic it is,sadness,joy,0.496628999710083,2.0,120.0,122.0,joy
i assumed it would feel casual,joy,sadness,0.5463132858276367,3.0,102.0,105.0,sadness
i will admit and it left me feeling shaken and a bit of a goose,fear,fear,0.40939903259277344,2.0,111.0,113.0,fear
i feel it is dangerous especially for the new believer who is not grounded in the word of god,anger,fear,0.4799027442932129,2.0,115.0,117.0,fear
when we rearranged furniture in our flat and got stuck in a chair,anger,surprise,0.4221804141998291,3.0,110.0,113.0,surprise
i am feeling stressed and more than a bit anxious,anger,fear,0.48609328269958496,2.0,106.0,108.0,fear
i persevered through the storm of rejections feeling confident that i was doing what god had called me to do,joy,joy,0.677734375,2.0,118.0,120.0,joy
i was feeling comfortable in the first fight i saw things that were working for me but i m expecting a better rendall munroe because i think he might have underestimated me first time around,joy,fear,0.5755140781402588,2.0,133.0,135.0,fear
im not quite sure how she really feels about it because im pretty sure that she realizes that she is going to miss getting to watch the parade which is something she really enjoys,joy,sadness,0.40436387062072754,3.0,130.0,133.0,sadness
i feel somewhat fake in the group,sadness,sadness,0.6126203536987305,3.0,103.0,106.0,sadness
i was feeling particularly pissed off and wanted to go to a party,anger,anger,0.44951343536376953,2.0,109.0,111.0,anger
i feel like im still quite bad at describing my feelings with good words and beautiful phrases,sadness,sadness,0.8572018146514893,3.0,113.0,116.0,sadness
i feel so heartbroken over paul walker s tragic disappearance the life of someone so generous beautiful and talented should not end this way as other horrible individuals keep on living torturing assaulting and killing people,sadness,sadness,0.4972105026245117,3.0,135.0,138.0,sadness
i feel perfectly mellow,joy,joy,0.6084001064300537,2.0,100.0,102.0,joy
i feel i have to give credit to jen mitchell for her gorgeous card a href http www,joy,joy,1.0761871337890625,2.0,115.0,117.0,joy
i am alternating between feeling thrilled to see my dads family this weekend and terrified that i will be a black sheep among their normalcy,joy,"joy, fear",0.6535489559173584,4.0,122.0,126.0,joy
i feel for my sweet boy,love,love,0.5968160629272461,2.0,102.0,104.0,love
i feel about as helpless and superfluous as i did when jenn had elaine naturally,fear,sadness,0.4166553020477295,3.0,115.0,118.0,sadness
i thought i didnt feel anything anymore it was over it was ok well today a different story i feel him i want him my heart hurts thinking he wont be around i still want him around i guess its still valid,joy,sadness,0.4161376953125,3.0,138.0,141.0,sadness
im feeling better so hopefully things start falling back into the old routine,joy,joy,0.5568599700927734,2.0,109.0,111.0,joy
i hope you feel incredibly cool now,joy,joy,0.47990965843200684,2.0,103.0,105.0,joy
i watched the news at the tv,anger,neutral,0.5184040069580078,2.0,103.0,105.0,error
i didn t really go looking for it but i can definately see where the enjorlas marius ship comes from though sadly i feel it s mostly one sided and that marius is nothing more than a rich schoolboy following his whims without thoughts to the concequences,joy,sadness,0.7502081394195557,3.0,149.0,152.0,sadness
i feel i should as a gracious gesture apologizing for my latest post about the osp and the rand license terms,love,sadness,0.4596133232116699,3.0,118.0,121.0,sadness
i get people asking me what it feels like to be the most hated man in dallas county said assessor steve helm,sadness,sadness,0.5467665195465088,3.0,120.0,123.0,sadness
i have reported feeling marginalized intimidated and or subjected to threats of retaliation,fear,fear,0.43700551986694336,2.0,109.0,111.0,fear
im not sure if im more at peace with our situation or if im just not feeling as bitter about it but in the past five months something has changed within me,anger,joy,0.8215899467468262,2.0,128.0,130.0,joy
i am feeling profoundly peaceful,joy,joy,0.5150117874145508,2.0,101.0,103.0,joy
i feel bad then for not accepting who i am,sadness,sadness,0.4901885986328125,3.0,106.0,109.0,sadness
i have tried sorting out the area for the cat houses this lunchtime but i guess after the printer ordeal i am feeling quite uptight so it has been put on hold,fear,sadness,0.539820671081543,3.0,129.0,132.0,sadness
i made that make me feel dumb and dumber,sadness,sadness,0.4299430847167969,3.0,106.0,109.0,sadness
i have power feeling to justify their laziness and being bitchy against skinny girls,anger,anger,0.5492062568664551,2.0,112.0,114.0,anger
i feel like my sweet company is finally coming together,love,joy,0.5762848854064941,2.0,106.0,108.0,joy
im making some more mood icons right now to let you see how i feel and think and of course its all charming,joy,joy,0.5523269176483154,2.0,119.0,121.0,joy
i feel like i am not accepted here i and bucking this force that is coming from all quarters that tells me that something is wrong with me if i am not married with children,joy,sadness,0.7096457481384277,3.0,132.0,135.0,sadness
i apologise if the pictures are not very good quality but if youre stuck for ideas feel free to check out the websites in the captions,joy,sadness,0.43332552909851074,3.0,122.0,125.0,sadness
i feel fine now even though ive just burned the dinner oops,joy,joy,0.6397256851196289,2.0,109.0,111.0,joy
i feel for this divine landmass and all the respect i bear in my heart for the greatness residing on it,joy,love,0.4963085651397705,2.0,118.0,120.0,love
i feel like but im not very fond of that word,love,sadness,0.5340516567230225,3.0,107.0,110.0,sadness
i feel vulnerable not knowing what is to come and i feel like the rest of my life depends on today,fear,fear,0.5519251823425293,2.0,117.0,119.0,fear
i feel so damn agitated,anger,anger,0.5562753677368164,2.0,102.0,104.0,anger
i feel confident around him and i am always there if he needs help,joy,joy,0.6993954181671143,2.0,110.0,112.0,joy
i feel annoyingly isolated in the hostel with all those people talking outside the room etc,sadness,sadness,0.4582500457763672,3.0,113.0,116.0,sadness
i feel like alcoholism is something that is widely accepted as the norm in gay culture,joy,sadness,0.5468785762786865,3.0,112.0,115.0,sadness
im just now realizing i didnt have a diet coke today and that makes me feel proud regardless of the other junk i consumed today,joy,joy,0.5304479598999023,2.0,121.0,123.0,joy
i also feel i have accepted my dark side and am finally realizing what of my dark side is healthy,joy,sadness,0.6835012435913086,3.0,116.0,119.0,sadness
i have spoken about before but the feeling is getting stronger and i am curious if others have similar thoughts,surprise,sadness,0.6296415328979492,3.0,116.0,119.0,sadness
i feel a bit dull by it all,sadness,sadness,0.5501673221588135,3.0,104.0,107.0,sadness
i hope it is because he understands the way i feel i hope he sees what he could miss and is putting the petty negative thoughts aside,anger,love,0.4493694305419922,2.0,123.0,125.0,love
i feel so blessed to be able to share it with you all,joy,joy,0.6698803901672363,2.0,109.0,111.0,joy
i feel a little virtuous doing these things but on the other hand nini s tasted better,joy,sadness,0.5770106315612793,3.0,114.0,117.0,sadness
i say i want to be more of people person but i feel very mellow right now,joy,sadness,0.47509765625,3.0,113.0,116.0,sadness
i pull out one of my favorite books to make myself feel miserable,sadness,sadness,0.42091870307922363,3.0,109.0,112.0,sadness
i feel convinced that im going to shy away from whatever is really good for me,joy,sadness,0.5731313228607178,3.0,112.0,115.0,sadness
i feel kind of awkward about doing this here goes,sadness,sadness,0.6438908576965332,3.0,106.0,109.0,sadness
i feel like i should not be surprised at this development,surprise,surprise,0.584287166595459,3.0,107.0,110.0,surprise
i am of snuffling and feeling dull,sadness,sadness,0.5766987800598145,3.0,104.0,107.0,sadness
i need to feel creative and productive,joy,sadness,0.5749480724334717,3.0,103.0,106.0,sadness
i am who god has chosen to help my daughter become the woman god intended her to be even if i don t feel perfect,joy,love,0.44706130027770996,2.0,121.0,123.0,love
i am not feeling too bad except that my ribs are aching and i have a pulled muscle in my shoulder blade region from all my excruciating hours of hacking my lungs out last night,sadness,sadness,0.572502613067627,3.0,134.0,137.0,sadness
i am at the point of feeling resentful toward him and i don t want to be,anger,anger,0.5429484844207764,2.0,114.0,116.0,anger
i write this i feel oddly calm like wanting to just relax in a big chair or lay out in the sun,joy,joy,0.5783796310424805,2.0,118.0,120.0,joy
i feel really inspired,joy,joy,0.3928506374359131,2.0,100.0,102.0,joy
i do know that i tell some people if i feel that their question is sincere some of my sacred treasures,joy,love,0.4350106716156006,2.0,117.0,119.0,love
i can sit here and cry and feel wronged but it wont change the outcome,anger,sadness,0.4623103141784668,3.0,112.0,115.0,sadness
i was worried that maybe she was sleeping so well because she wasn t getting enough milk and was feeling lethargic,sadness,fear,0.43581080436706543,2.0,119.0,121.0,fear
i am going to actively learn more about these genres and or practice them so i can feel what i should feel as a dancer gt fearless courageous confident phew,joy,joy,0.5122160911560059,2.0,127.0,129.0,joy
i started feeling a little stressed about leaving on time and making sure we got the getting ready pictures i wanted but everything seemed to workout perfectly,anger,joy,0.5701436996459961,2.0,123.0,125.0,joy
i feel like an ugly monster where i cannot show who i really am lest i seem weird or just plainly an outcast,sadness,sadness,0.6005079746246338,3.0,120.0,123.0,sadness
i feel a little guilty that we have this exceptional little girl from ethiopia home and in our arms but this blog continues to surround goosey,sadness,sadness,0.5720441341400146,3.0,125.0,128.0,sadness
i feel the need to layer on fake tan for a night out to give me a bit of colour my clothes do it for me,sadness,joy,0.4926023483276367,2.0,122.0,124.0,joy
i feel a real emotional connection to the ice queen from the north now that you have revealed that inhumanity runs in her bloody family,sadness,sadness,0.5537934303283691,3.0,123.0,126.0,sadness
i have been designing earrings for some of my customers bridesmaids which i feel honoured to do,joy,joy,0.4707906246185303,2.0,114.0,116.0,joy
i could adopt and what messages i could think about to help make me feel more peaceful more grateful and just happier right now,joy,joy,0.6933224201202393,2.0,120.0,122.0,joy
i feel quite worthless but i hear that that is pretty normal for north americans at this point,sadness,sadness,0.4938502311706543,3.0,114.0,117.0,sadness
i don t feel well enough to cook,joy,sadness,0.7068276405334473,3.0,104.0,107.0,sadness
i feel so bad about it and hes stood there bewildered,sadness,sadness,2.02081036567688,3.0,108.0,111.0,sadness
i could feel hundreds of loving people all around the world connecting with earth it was simply beautiful,love,joy,0.7410721778869629,2.0,114.0,116.0,joy
i feel not having a generous spirit or a forgiving nature closes me off from accepting gifts from the universe,love,sadness,0.6616847515106201,3.0,116.0,119.0,sadness
i feel accepted and loved by a community of derby girls that i helped to create,joy,love,0.5029757022857666,2.0,112.0,114.0,love
i feel utterly disgusted with myself right now and am contemplating death every waking moment ever since she uttered those few words,anger,sadness,0.501957893371582,3.0,120.0,123.0,sadness
i often feel confused as to whether i have bipolar or just a really hard core sinful nature,fear,sadness,0.4497053623199463,3.0,114.0,117.0,sadness
i am feeling very thankful,joy,joy,0.43566179275512695,2.0,101.0,103.0,joy
i feel privileged to have played against him,joy,joy,0.6746978759765625,2.0,104.0,106.0,joy
i read it at a time amp place where i was feeling less than perfect,joy,sadness,0.4248015880584717,3.0,111.0,114.0,sadness
im happy but i feel all this pressure to do one thing or another amp it makes me unhappy,sadness,sadness,0.4727625846862793,3.0,115.0,118.0,sadness
i feel it is worthwhile to give you all a more in depth city sized if you will look at one of our cycle days,joy,joy,0.4688303470611572,2.0,121.0,123.0,joy
i was still feeling so exhausted from my workouts on monday and tuesday that all i did was go for a walk at the park for about,sadness,sadness,0.6093182563781738,3.0,124.0,127.0,sadness
i grabbed my dog and hugged her fiercly for the next hour or so until i began to feel a bit like myself again but i havent completly shaken the feeling and have been feeling rather depressed anxious all day,fear,sadness,0.4489405155181885,3.0,138.0,141.0,sadness
i found myself feeling inhibited and shushing her quite a lot,sadness,sadness,0.5477464199066162,3.0,108.0,111.0,sadness
i admit that i am jet lagged so during the daylight i feel groggy almost hung over while at night when everyone is tucked in and snoozing a light pops in my brain and i transform into the ever ready bunny,sadness,joy,0.5807051658630371,2.0,141.0,143.0,joy
i often throw myself into work when i m not with them that same maxim from last week if i feel discouraged the way i move forwards is to offer encouragement to others,sadness,sadness,0.5660009384155273,3.0,129.0,132.0,sadness
i feel a lot better about the way i wrote this bit of the code,joy,joy,0.45354223251342773,2.0,111.0,113.0,joy
i was supposed to feel sympathy for emma im afraid i failed,fear,sadness,0.5577526092529297,3.0,109.0,112.0,sadness
i feel inside this life is like a game sometimes then you came around me the walls just dissapeared nothing to surround me keep me from my fears im unprotected see how ive opened up youve made me trust coz ive never felt like this before im naked around you does it show,sadness,love,0.45113420486450195,2.0,152.0,154.0,love
i have no energy to get angry or upset anymore i just feel a little resigned,sadness,sadness,0.6716625690460205,3.0,112.0,115.0,sadness
i cant tell you how many times in the four months we have been seeing each other seriously that we have had to have serious emotional talks because one or both of us was feeling tender,love,sadness,0.5765173435211182,3.0,132.0,135.0,sadness
i am feeling so emotional about your brothers arrival,sadness,joy,0.6140141487121582,2.0,105.0,107.0,joy
im even feeling liked by the girls who hate pretty much everyone,love,joy,0.5397024154663086,2.0,108.0,110.0,joy
i go through my day feeling your movements and am amazed that something so miraculous is happening in my body its like a special secret only you and i have,surprise,joy,0.46761107444763184,2.0,126.0,128.0,joy
i feel is valuable and i want to share,joy,joy,0.7377934455871582,2.0,105.0,107.0,joy
i feel so unloved without you next to me but when im with you,sadness,sadness,4.451239109039307,3.0,111.0,114.0,sadness
i feel myself falling into the pit of buying it from her i think he s for real i m just skeptical of the women,fear,fear,0.5862362384796143,2.0,121.0,123.0,fear
i was learning to just deal with the nausea amp manage the unpleasantness of it at work trying to keep anyone from knowing but my sister told me there was no need to suffer amp feel miserable amp to call my dr for some zofran,sadness,sadness,0.5245952606201172,3.0,143.0,146.0,sadness
im feeling greedy for right now,anger,anger,0.4619014263153076,2.0,102.0,104.0,anger
i justified in feeling slighted or am i just being ungrateful,sadness,sadness,0.5992803573608398,3.0,110.0,113.0,sadness
i feel like it s waiting in the wings just patiently waiting for me to be distracted enough so it can take me down and take everything i love in this world away and destroy me,anger,fear,0.6536877155303955,2.0,132.0,134.0,fear
i feel like i fucked up big time but i have to protect a and myself,anger,sadness,0.5310125350952148,3.0,112.0,115.0,sadness
i feel like my mind is blank and empty,sadness,sadness,0.5736873149871826,3.0,105.0,108.0,sadness
i don t feel comfortable playing games with them presenting the bad guy as really a misunderstood good guy or vice versa,joy,fear,0.4817347526550293,2.0,118.0,120.0,fear
i listen to the advice of my eating disorder will i actually feel better,joy,sadness,0.5659680366516113,3.0,110.0,113.0,sadness
i bought the gb iphone i got a apple store credit i feel like they were sympathetic to early buyers and responded appropriately,love,joy,0.5953457355499268,2.0,119.0,121.0,joy
im feeling a lot more optimistic about my future,joy,joy,0.5400288105010986,2.0,105.0,107.0,joy
i feel pissed off and angry,anger,anger,0.5322613716125488,2.0,102.0,104.0,anger
i couldnt help feeling for him and this awful predicament he lives with on a daily and nightly basis and i was just so glad that once bel started to see the light he stuck it out and stood by daniel whilst no one else did including his family who im afraid i got really disgusted with,sadness,sadness,0.6103377342224121,3.0,155.0,158.0,sadness
im feeling so completely mellow and perfect tonight,joy,joy,0.6064944267272949,2.0,104.0,106.0,joy
i feel curious because i would like to explore what is at the top of the helterskelter like plant,surprise,surprise,0.42954349517822266,3.0,118.0,121.0,surprise
ive learned that there are angels on earth who feel me as i feel them who stand by with a loving thought a healing heart or a steady hand just as i would also offer without a moments hesitation in return always,love,love,0.5321683883666992,2.0,138.0,140.0,love
i feel that the packaging is really lovely and the product itself just does everything you ask,love,joy,0.41678333282470703,2.0,113.0,115.0,joy
i feel ive ignored it too long this year,sadness,sadness,0.7935583591461182,3.0,105.0,108.0,sadness
i know different because i feel in your hugs and kisses that im perfect just the way i am,joy,joy,0.49605846405029297,2.0,115.0,117.0,joy
i am feeling a little more relaxed i am certainly not feeling refreshed thanks to drunk dudes who decided letting off fireworks every half an hour all night would be super fun and the fact that it s impossible to sleep in the freezing cold with a complaining toddler but i have certainly rebooted,joy,sadness,0.570967435836792,3.0,151.0,154.0,sadness
i definitely feel there s some useful information here for anyone facing similar questions to those i had during this time of my life,joy,joy,0.5505447387695312,2.0,120.0,122.0,joy
i too feel a sense of melancholy for them,sadness,sadness,1.3308753967285156,3.0,105.0,108.0,sadness
im sad if some people are unhappy about the flag for religious reasons but i know many religious people who do not feel it goes against their faith and they are very supportive,love,sadness,0.4580063819885254,3.0,129.0,132.0,sadness
i don t feel brave though,joy,sadness,0.5604190826416016,3.0,102.0,105.0,sadness
i walked near the hotel and i felt very obvious and uneasy all the warnings about petty crime i read in the guidebook and maybe some residual from years ago left me feeling threatened,fear,fear,0.5821576118469238,2.0,131.0,133.0,fear
i feel like i m finally losing that stubborn little bit of extra stuff in my lower belly,anger,joy,0.4582178592681885,2.0,114.0,116.0,joy
i am feeling overwhelmed by trying to do it all that i think on the women before me,surprise,sadness,0.44431424140930176,3.0,114.0,117.0,sadness
