text,label,prediction,request_time,completion_tokens,prompt_tokens,total_tokens,prediction_post_processed
@user I swear we must be twins,no irony,no irony,0.5272467136383057,3.0,96.0,99.0,no irony
Some days are just better than others..,no irony,no irony,0.49129509925842285,3.0,96.0,99.0,no irony
"After getting a total of 4 hours of sleep in 2 days, I FINALLY got good sleep last night😁",no irony,no irony,0.5899331569671631,3.0,112.0,115.0,no irony
"Her name is not Superwoman, Wonder Woman, nor Dorothy from the Wizard of Oz. Women of Excellence",no irony,irony,0.6281614303588867,3.0,109.0,112.0,irony
I didn't realize Boston Coach also operated in Chicago #irony #brands,irony,irony,0.5468416213989258,3.0,102.0,105.0,irony
"@user and that ""somebody"" thought you were Padoin sister LoL !!! #SarcasmFail",no irony,irony,0.5705165863037109,3.0,111.0,114.0,irony
Once again @user is re writing history re: #CubaEmbargo ! *primal scream* #tcot,no irony,irony,0.7047293186187744,3.0,112.0,115.0,irony
"Wow: Look what the NFL Rams player who did ""Hands Up, Don't Shoot"" pose has been arrested for | via @user #ferguson",no irony,no irony,0.4858736991882324,3.0,118.0,121.0,no irony
Someone needs to stop me before I kill someone 😡 love waking up in the worst fcking mood #Not,irony,irony,0.6020126342773438,3.0,111.0,114.0,irony
What to do with that old #motherboard you have laying around. #NOT #guitarpicks,irony,irony,0.5108215808868408,3.0,109.0,112.0,irony
Joe Cole just casually walking past...,no irony,no irony,0.6124639511108398,3.0,95.0,98.0,no irony
Am I the only one who finds it very stressful when the #OrionLaunch feed keeps buffering...?!,no irony,irony,0.6172406673431396,3.0,109.0,112.0,irony
@user No ... now someone will start a rumor of $ABBV pricing their HCV drug same or higher than $GILD #sarcasm,irony,irony,0.4975004196166992,3.0,118.0,121.0,irony
Never seen the gym so packed,no irony,no irony,0.4872317314147949,3.0,94.0,97.0,no irony
❓❓GOT MENTIONS ❓❓||#MGWV #AutoFollow #RETWEET #RTMUZZA #TEAMFOLLOWBACK #TFBJP #500aday #RT2GAIN ||⏩ @user ⏪| |WHOS WANTS TO BE NEXT?,no irony,no irony,0.459179162979126,3.0,151.0,154.0,no irony
Remember to raise a glass of merry to those who are at work keeping the world safe on Christmas 🌎🎄🌏🎅🌍❄|🚑🚒🚓🚁🚢 #essentialservice,no irony,no irony,0.5635700225830078,3.0,133.0,136.0,no irony
"Wishing everyone a Happy, Healthy, and Prosperous New Year!!!",no irony,no irony,0.6811923980712891,3.0,102.0,105.0,no irony
"@user @user @user Yes, and conventional taxis drive verrrry safely. #pfft #sarcasm",irony,irony,0.7476232051849365,3.0,112.0,115.0,irony
"Just ranted on and the moment I'm about to hit send, my ipod just died. #greatmorning #NOT",irony,irony,0.5096132755279541,3.0,113.0,116.0,irony
30 week scan #not #long #now #exciting #memory #all #good #happy #clear #baby #boy @ Portlaoise...,no irony,no irony,0.6726815700531006,3.0,120.0,123.0,no irony
@user Obama and Hillary convinced Ukraine that they would protect them if they essentially disarm. Need to keep at least one promise.,no irony,irony,0.6711370944976807,3.0,114.0,117.0,irony
i just enjoy throwing up #not #hatethis #sick #wanna #go #to #school #for #once #take #me #away,irony,irony,0.4757416248321533,3.0,121.0,124.0,irony
@user I actually think he needs to use the youngsters in this reincarnation #irony,irony,irony,0.6004786491394043,3.0,106.0,109.0,irony
What a golden morning. 😒 #not,irony,irony,0.6289112567901611,3.0,97.0,100.0,irony
Sleep. SLEEP YOU STUPID IDIOT I WANNA LEAVE MY ROOM,no irony,irony,0.720895528793335,3.0,106.0,109.0,irony
LIBERAL/#LEFTISTS USE #RACIST/SEXIST #LABEL FOR |#DISLIKES|MSNBC host Ed Schultz said RACIST #NOT to SUPPORT demand for #MINIMUM WAGE|#SAD,no irony,irony,0.5399138927459717,3.0,133.0,136.0,irony
Read at the news '#Obama: #The #American #way #of #life #is #not #a #gift',no irony,no irony,0.7578592300415039,3.0,114.0,117.0,no irony
Really missing my momma today.. More than usual. I don't think today will be a good day,no irony,no irony,0.6529414653778076,3.0,108.0,111.0,no irony
"@user Nevermind that, but do pray tell,would Scherzy still play Grizabella?",no irony,irony,0.543524980545044,3.0,109.0,112.0,irony
Everyone wants the truth but nobody wants to be honest... #irony,irony,irony,0.5588274002075195,3.0,102.0,105.0,irony
I won't be surprised if shelling across pak border intensifies during Delhi Elections to change issues of election's.,no irony,irony,0.5937793254852295,3.0,110.0,113.0,irony
Every inch of you is perfect from the bottom to the top UNLESS YOU'RE SKINNY #Shade #Sarcasm #TheMoreYouKnow,no irony,irony,0.5748245716094971,3.0,119.0,122.0,irony
Take a look at those calves!!! 😎😎😂😂 ladies love the calves! #not #about #the #arms #its #about...,no irony,irony,0.6155593395233154,3.0,119.0,122.0,irony
@user your tongue in cheek @user weigh in does nothing but instigate breed specific hate. Stick to reporting on tuques. #yyj,no irony,irony,0.5906431674957275,3.0,117.0,120.0,irony
"@user You think my mom and I would get along better, she's a middle child too. #irony #middlechildsyndrome",irony,irony,1.0341973304748535,3.0,115.0,118.0,irony
"Isn't this blaming the victim? #sarcasm RT @user Every year, 600K college students are injured while drunk.",irony,irony,0.681943416595459,3.0,114.0,117.0,irony
that time when ward was mad because skye hide a secret from him #irony #skyeward #AgentsofSHIELD,irony,irony,0.7228484153747559,3.0,114.0,117.0,irony
"While we applauded ourselves on getting to the Moon, Carl Sagan spoke a truth we all denied.|#irony",irony,irony,0.5342347621917725,3.0,112.0,115.0,irony
Can holidays last forever?? #happytimes #sundayout #mewearing #wyoustores #elenawearswyou #chanelboybag #chanel...,no irony,no irony,0.9316010475158691,3.0,125.0,128.0,no irony
Watching @user trich vlogs helps me alot with my trich condition !! ☺️💕,no irony,no irony,0.5508930683135986,3.0,108.0,111.0,no irony
Photo: Orchid Tassel Chain Mermaid Dress $39.99 Onesize Leave email for invoice,no irony,no irony,0.9544777870178223,3.0,106.0,109.0,no irony
@user this game is pathetic. How are they losing this game?,no irony,no irony,4.06384539604187,3.0,102.0,105.0,no irony
bromanceshmomance: #I just checked and he has zero#ZERO#mentions asking if Louis was there#NONE#NADA#not...,no irony,irony,0.8748564720153809,3.0,119.0,122.0,irony
Being a light sleeper is the best. #not,irony,irony,0.6014606952667236,3.0,98.0,101.0,irony
schools in India praying for # #peshawarattack victims #PrayForPakistan ...,no irony,no irony,0.8915703296661377,3.0,106.0,109.0,no irony
The only company I thought would be best for the thesis is unfortunately taken already... a year ago..,no irony,no irony,0.6262502670288086,3.0,108.0,111.0,no irony
@user not worried about it. Whenevs 😉,no irony,irony,0.8090119361877441,3.0,99.0,102.0,irony
@user @user #not enough; unfortunately.,no irony,irony,0.8382673263549805,3.0,98.0,101.0,irony
@user . #please email me captainpc@me.com or contact through DM myself or @user . #I #have #DM #Address #details #but #not#had#reply,no irony,no irony,0.5400657653808594,3.0,127.0,130.0,no irony
@user hahaha yeah I think so too cause you know how she loves her with all her heart 😂😂😂.... #NOT 🔫.,irony,irony,0.8924028873443604,3.0,116.0,119.0,irony
"It's really #NOT #GOOD, too have the #REPUTATION for STEALING FROM GIRLS. @user & Mr. MASON,..expect a call,..(;",no irony,irony,0.5782184600830078,3.0,123.0,126.0,irony
"we need to stop using the words ""racist"" & ""racism"" @user @user @user @user @user @user",no irony,no irony,3.885547161102295,3.0,116.0,119.0,no irony
@user @user Probably my favourite book. Couldn't put it down. 5Stars!,no irony,no irony,0.6317696571350098,3.0,106.0,109.0,no irony
From what I can tell...most strippers belong right where they are #nocollegeneeded #adamsmith #specialization #strippers,no irony,irony,0.6425797939300537,3.0,118.0,121.0,irony
"@user dualistic, as in good and evil? Right, because that doesn't apply to the real world.... #sarcasm #OrcsLive",irony,irony,0.5294294357299805,3.0,118.0,121.0,irony
#Consensus of Absolute Hilarious #Irony – #MichaelMann to lecture on #Professional #Ethics for #Climate #Scientists?,irony,irony,0.6232867240905762,3.0,117.0,120.0,irony
5 dollar OBX 1 dollar Gboro gone #lockitin #lottoclub #bankopen #doumenturdeposit#not criminal,no irony,no irony,0.620779275894165,3.0,118.0,121.0,no irony
I may or may not have put @user at the top of @user tree soon as he likes Christmas time... #Sarcasm,irony,irony,0.5849056243896484,3.0,115.0,118.0,irony
"Regarding my #ATT case; I've contacted the BBB, FCC, and my States Attorney General. next... #WFAA #not #stopping",no irony,no irony,0.49370861053466797,3.0,117.0,120.0,no irony
Acronyms because we're cool as fuck. Judge me.,no irony,no irony,0.517143964767456,3.0,99.0,102.0,no irony
Only a true nightshift person would understand this #nightshift #hardcore #teamwork #not #always...,no irony,irony,0.6374030113220215,3.0,111.0,114.0,irony
"actually, it wasnt, it was purely economics @user @user @user @user @user @user @user",no irony,no irony,0.594771146774292,3.0,111.0,114.0,no irony
Sunday is such a fun day to study #not #ew #saywhat,irony,irony,0.5810108184814453,3.0,103.0,106.0,irony
Reunited with my pump this morning. #yay #not 😣,irony,irony,0.5041918754577637,3.0,103.0,106.0,irony
"My dad's still gonna get me santa's gifts since it's my last year before 18, but I really don't know what to ask for... #irony",irony,irony,0.6332063674926758,3.0,120.0,123.0,irony
Remember that one time I worked both jobs while sick and it didnt suck at all... #sarcasm #notworthit,irony,irony,0.4959993362426758,3.0,113.0,116.0,irony
I'm really excited for next semester,no irony,no irony,0.5935173034667969,3.0,94.0,97.0,no irony
"@user @user Actually, even delivery won't save some. O voted to let born alive die. Also, look up ""4th trimester abortions"".",no irony,irony,0.4757375717163086,3.0,118.0,121.0,irony
good luck finding someone to take the other side of that bet LOL @user,no irony,irony,0.658980131149292,3.0,103.0,106.0,irony
It is good that very few businesses/govts in EM economies have borrowed much via dollar-denominated loans from international banks. #Sarcasm,irony,irony,0.6239604949951172,3.0,117.0,120.0,irony
@user 🙌🙌 #fitfam #fitness #health,no irony,no irony,0.5874841213226318,3.0,101.0,104.0,no irony
GTA #San #Andreas #2 #is #not #coming #in #2015: One media has released that GTA San Andreas 2 is coming in 2015...,no irony,irony,0.511012077331543,3.0,125.0,128.0,irony
What a great way to start the day!! #Not 😠,irony,irony,0.5664572715759277,3.0,101.0,104.0,irony
@user I wonder what % of that 43% agree on what a private cloud is,no irony,no irony,0.6255142688751221,3.0,106.0,109.0,no irony
If i were to ask. I want to stay here for as long as possible..|#thinking,no irony,no irony,0.5524086952209473,3.0,108.0,111.0,no irony
@user @user @user Just wait till Cleveland comes again! #sarcasm,irony,irony,0.5090556144714355,3.0,105.0,108.0,irony
"'Liberated' Iraq -- 2014 One of Bloodiest Years with More than 36,000 Victims: Thank you, Western liberators #sarcasm",irony,irony,0.48979783058166504,3.0,122.0,125.0,irony
@user one hope this gets a RT! #recycling #roses #holly #wreath #MerryChristmas,no irony,no irony,0.6561636924743652,3.0,113.0,116.0,no irony
"@user Tag a teammate who is so bad, he runs the line every week. I'm sorry to say it's @user",no irony,irony,0.5809915065765381,3.0,112.0,115.0,irony
@user easiest CL group with two rubbish teams but we won only 1 CL game - even that lucky last minute pen#not good enough#gutted,no irony,irony,0.770993709564209,3.0,119.0,122.0,irony
No one up? Okay cool #not,irony,irony,0.7136614322662354,3.0,96.0,99.0,irony
#np #NowPlaying #NowListening #Music #Don't Let Her Pull You Down by #New Found Glory from the #album: #Not With...,no irony,no irony,0.6824455261230469,3.0,119.0,122.0,no irony
"Here we go again, thanks to all that claim to cover WVHS hoop #NOT|Highlanders beat Parkersburg 76-75 on last second shot by @user",irony,irony,0.475109338760376,3.0,123.0,126.0,irony
Long day and its not going to be possible without my good friend #coffee,no irony,no irony,0.6978342533111572,3.0,103.0,106.0,no irony
Just loveeee driving upstate in the snow #not,irony,irony,0.7019369602203369,3.0,99.0,102.0,irony
"If you know people who could talk power-dressing and social media marketing, please let me know. Thanks",no irony,no irony,0.5654973983764648,3.0,109.0,112.0,no irony
I love getting up at 4 30 so I can wait on other ppl! #sarcasm,irony,irony,0.5861570835113525,3.0,109.0,112.0,irony
"Faux Leather Size Zipper Sleeveless Scoop Back Midi Dress|Size:s, m, l|Price:$39.99|Leave email for...",no irony,no irony,0.6015782356262207,3.0,117.0,120.0,no irony
and as much as I want to connect .. I like only the people who dont want to .. #Irony #Why oh why?,irony,irony,0.602409839630127,3.0,115.0,118.0,irony
@user I saw a leaf blowing in the breeze. You could yell at that if you wanted to?,no irony,irony,0.6289658546447754,3.0,109.0,112.0,irony
@user hold on a minute. Are you saying All blonde white women look the same?? #sarcasm,irony,irony,0.5033361911773682,3.0,110.0,113.0,irony
@user Gotta love those racially based awards! #not,irony,irony,0.4792649745941162,3.0,101.0,104.0,irony
"The best love is the kind that awakens the soul, and makes us reach for more...💖",no irony,no irony,0.5777521133422852,3.0,109.0,112.0,no irony
clashupdate #not,irony,irony,0.5347683429718018,3.0,92.0,95.0,irony
@user Super Junior's Henry asks sasaeng fans to let him sleep|http://t.co/BhrEKEtMka Henry oppa >^<,no irony,no irony,0.781207799911499,3.0,120.0,123.0,no irony
I have officially surrounded myself with the most amazing people 😊,no irony,no irony,0.5827453136444092,3.0,99.0,102.0,no irony
@user @user republicans suck more at identifying #irony than alanis morissette.,no irony,irony,0.55814528465271,3.0,108.0,111.0,irony
That's always the solution..... #not. Doesn't fix anything!,irony,irony,0.5140299797058105,3.0,100.0,103.0,irony
Name an #excuse that people use #NOT to #workout ...,no irony,irony,0.686852216720581,3.0,103.0,106.0,irony
"@user @user @user @user @user @user ""left regressives"" is that not a label #irony",irony,irony,0.674415111541748,3.0,113.0,116.0,irony
@user but you can't expect us to hire one in only 3 weeks. Who moves that quickly on a coaching search? #sarcasm,no irony,irony,0.6293003559112549,3.0,117.0,120.0,irony
A #celebrity is a person who is known for his well-knownness. #fact #TeamFollowBack #irony,irony,irony,0.7455129623413086,3.0,114.0,117.0,irony
Is there a basketball game on today? I'm not really sure. #ESPN seems to not be promoting anything about it. #sarcasm,irony,irony,0.8185851573944092,3.0,117.0,120.0,irony
@user @user @user We Agree #NHSENGLAND needs to #Publish #AandE figures over #HolidayPeriod #Sarcasm from #JeremyHunt,no irony,irony,0.5314176082611084,3.0,124.0,127.0,irony
"If you've got the world on a string, you should give me some of that string, think of all the cool applications. #whatamidoing",no irony,irony,0.49637651443481445,3.0,118.0,121.0,irony
Christmas this Christmas that FOH its just a day people !! get a grip and sit down nd chow some Mopani worms,no irony,irony,0.5735964775085449,3.0,112.0,115.0,irony
#Warn them that your degree of #sarcasm depends on them in this #funny tank top! Order now at,no irony,irony,0.6080703735351562,3.0,113.0,116.0,irony
The #Gophers aren't nervous. #SammyCommentary #Gophers,no irony,no irony,0.5459964275360107,3.0,105.0,108.0,no irony
Bitches be like ..... #more #appointments #please #not#crazy#enough .... YET @ orthodontist,no irony,irony,0.530226469039917,3.0,113.0,116.0,irony
I am so glad that I woke up early for this office visit to have to the mother not show up! #not,irony,irony,0.6965391635894775,3.0,112.0,115.0,irony
#Science of the #GardenOfEden - #Eden #KentHovind #Christian #Jesus #Christ #c...,no irony,no irony,0.5578484535217285,3.0,115.0,118.0,no irony
Sickens me that killing innocent black men & children has become such a lucrative career in America. #MikeBrown #TrayvonMartin #EricGarner,no irony,irony,0.6213850975036621,3.0,118.0,121.0,irony
50km into the #Rapha #festive500 and we stop off for a Coffee#1... Toes are coming back to life @user,no irony,no irony,0.6324560642242432,3.0,119.0,122.0,no irony
@user u do really need to get a wee bit more lol,no irony,irony,0.5700006484985352,3.0,101.0,104.0,irony
"@user so if they undo the affordable care act, and I should expect my insurance to decline 33%? #Not #Gonna #Happen",no irony,irony,0.5923526287078857,3.0,119.0,122.0,irony
@user @user #not sure who will take it home?,no irony,no irony,0.6204366683959961,3.0,101.0,104.0,no irony
"I actually just started crying while brushing my teeth due to lack of sleep, stress and test anxiety. Today's gonna be a good one... #not",irony,irony,0.4365253448486328,3.0,117.0,120.0,irony
Don't you just love those people who won't shut up in class then hold everyone back by asking the teacher to repeat answers? #sarcasm,irony,irony,0.457949161529541,3.0,116.0,119.0,irony
"@user Oh, BELIEVE me. I agree totally. My tweet was pure #sarcasm. We need MORE #guns, not less. Santa is bringing me one. #2A",irony,irony,0.7188513278961182,3.0,127.0,130.0,irony
The #Congressional #report on #torture #confirms that #AlQaeda was #not #involved in the #attacks of #September 11|http://t.co/GNBabcXR25,no irony,no irony,0.6807198524475098,3.0,133.0,136.0,no irony
#Sarcasm makes you mentally stronger. Which is very effective when dealing with emotional #stress and #fustration.|#funfact #WhatIfISay,no irony,irony,0.687349796295166,3.0,121.0,124.0,irony
Also it is funny how things at work get done when I'm on my off week #sarcasm,irony,irony,0.6293222904205322,3.0,108.0,111.0,irony
@user is this a new/recent release?,no irony,no irony,0.4851493835449219,3.0,98.0,101.0,no irony
When I'm lacking inspiration I resort to scribbling angry/pretty things. Great start to the week! #sarcasm,irony,irony,0.5204079151153564,3.0,112.0,115.0,irony
Also it's amazing how a shower and Taco Bell can make you feel like a new person. @user,no irony,no irony,0.6878252029418945,3.0,108.0,111.0,no irony
Visit #Tripplebeam #Music #Promotions @ #Michigan,no irony,no irony,0.6102802753448486,3.0,101.0,104.0,no irony
'nuff #Bob #Couldn039t #Not #Repin #Ross #tattoo|Please RT:,no irony,no irony,0.5073683261871338,3.0,112.0,115.0,no irony
HAPPY BIRTHDAY BECCA. I just looked through ALL of my pictures which you know is a ton and found my...,no irony,no irony,0.5093164443969727,3.0,113.0,116.0,no irony
Have you lost your zing? Working too hard? Check out my latest quickie: #habitually #internetmarketnewbie,no irony,no irony,0.5722119808197021,3.0,113.0,116.0,no irony
"Heartless Sanghi #Sarcasm""@Retributions: #IndiawithPakistan because a dumb nation deserves to be taken for a ride again and again. #Lakhvi""",no irony,irony,0.5439202785491943,3.0,126.0,129.0,irony
I guess waking up every couple hours is cool |#not,irony,irony,0.574263334274292,3.0,100.0,103.0,irony
#Is #There #Too #Much to #Do or #Are #You #Not #Delegating #Enough ?,no irony,irony,0.527125358581543,3.0,112.0,115.0,irony
@user @user told to stop work under crew contracts #irony,irony,irony,0.5952029228210449,3.0,102.0,105.0,irony
I need to get out of this car before I kill my dad.,no irony,irony,0.6541340351104736,3.0,102.0,105.0,irony
Everytime I try to like Chris Brown he does something to royally eff that up. Dude is a chronic loose cannon #chrisbrown #Karrueche,no irony,irony,0.6429178714752197,3.0,121.0,124.0,irony
#bedroom #decoration done lol #upstairs just needs a hoover... #Christmas 🎅 #decorations #downstairs #now xxx,no irony,no irony,0.7687458992004395,3.0,118.0,121.0,no irony
Look good feel good! #not #TeamNoSleep #cantopeneyes,irony,no irony,0.5843050479888916,3.0,103.0,106.0,no irony
How much did it cost to build #mygov #medicare? I see this way too often...,no irony,no irony,0.6090848445892334,3.0,109.0,112.0,no irony
That sad moment you realize you're past the point of having all those presents under the tree. I wanna move back in.,no irony,irony,0.49067187309265137,3.0,112.0,115.0,irony
"So I may have had a ""few"" empties to recycle... ♻♻ |I ❤ #craftbeer",no irony,irony,0.5158364772796631,3.0,112.0,115.0,irony
"@user @user @user @user @user @user yet in Ferguson, MO the mayor and Gov are Dems. #irony",irony,irony,0.45983052253723145,3.0,116.0,119.0,irony
Abnormal professor walks in with the finals in a Zoloft bag #irony #psychhumor,irony,irony,0.5551567077636719,3.0,109.0,112.0,irony
@user in hereford but can't leave bambino alone!,no irony,no irony,0.6597492694854736,3.0,99.0,102.0,no irony
@user skiing in Regents Park much #not,irony,irony,0.5531418323516846,3.0,97.0,100.0,irony
Rejoice in knowing he is now in his new place...#not easy,no irony,irony,0.6018757820129395,3.0,104.0,107.0,irony
"When ""make dua for me bro"" turns into an hour long conversation",no irony,irony,0.6937510967254639,3.0,102.0,105.0,irony
"@user @user A thief, a liar, a vote rigger, mocks those who use food banks and an online bully #irony",no irony,irony,4.412301778793335,3.0,116.0,119.0,irony
"What the hell has happened to Shahid Afridi in last couple of days? Left alone more bouncers than played, got a review right. #pakvnz",no irony,no irony,0.6136910915374756,3.0,122.0,125.0,no irony
Sub is making class go by so slow that I feel like I am losing brain cells. #irony #substitute #MoveitAlong,irony,irony,0.5488712787628174,3.0,116.0,119.0,irony
#Photography #Photoshop #Photos #Art #EyeCandy #Bible on #TSU 💁🎄🎅 ||#FOLLOW,no irony,no irony,0.5694146156311035,3.0,115.0,118.0,no irony
@user Yeah someone with Hayek and hockey in their name calling someone racist #irony @user,irony,irony,0.4724996089935303,3.0,108.0,111.0,irony
"The Rondo, Ellis, Parsons, Dirk, Chandler starting line up would be one of my favorites in league. Mavs should go all out for Rondo.",no irony,no irony,0.6210610866546631,3.0,121.0,124.0,no irony
@user @user @user but of course it was. Cops could shoot a black man in front of a hospital & I bet you he'd still get no aid.,no irony,irony,4.495271682739258,3.0,122.0,125.0,irony
I love it when people ignore me. #sarcasm,irony,irony,0.6787893772125244,3.0,100.0,103.0,irony
"Every you're a fucking cunt, lying cunt did I say cunt song is about you now. How cute is that #defo #not #pissed #off #nope",no irony,irony,0.9293372631072998,3.0,123.0,126.0,irony
"@user not you, you're on pain medications 😂",no irony,irony,0.6634492874145508,3.0,98.0,101.0,irony
What a great Christmas. 😅 #not,irony,irony,0.6430191993713379,3.0,97.0,100.0,irony
i hate waking up in the mornings 😒#basicbrianna #not #an #early #bird,no irony,no irony,0.5705502033233643,3.0,110.0,113.0,no irony
"@user yeah amazing night, I think he out till the death! I'll let u know xx",no irony,no irony,0.45411062240600586,3.0,107.0,110.0,no irony
I wish I did better in high school,no irony,no irony,0.6729390621185303,3.0,96.0,99.0,no irony
At the Toys for Lil Troops event for @user donating toys to children of deployed and low income troops.,no irony,no irony,0.584296464920044,3.0,110.0,113.0,no irony
The song was 'don't cry for me Argentina' #irony,irony,irony,0.4698004722595215,3.0,101.0,104.0,irony
I liked a @user video The Ubisoft Graduate Program - Gameplay Programming,no irony,no irony,0.6013538837432861,3.0,101.0,104.0,no irony
I wonder how many people who visit food banks have huge TVs or are drunks? #freedomofspeech #foodbanks,no irony,irony,0.5315053462982178,3.0,113.0,116.0,irony
"#Alien dit : What is #Religion, it is a culture that has been invented by a #Fool who wanted to do everything that is #Not legal #Legally..",no irony,irony,0.5837833881378174,3.0,124.0,127.0,irony
Lazying about in a hoody #WinterTimes,no irony,no irony,0.6367735862731934,3.0,98.0,101.0,no irony
Forgot to enter #sarcasm,no irony,irony,0.6225607395172119,3.0,95.0,98.0,irony
"#A #tax #per mile? #Americans #should #not #allow #GPS #tracking #of #cars, #trucks: Watch out – as the new year...",no irony,no irony,0.6029164791107178,3.0,126.0,129.0,no irony
Long distance relationships are serious SH*t #not ayoba...,no irony,irony,0.6925334930419922,3.0,100.0,103.0,irony
Happy Birthday to me! #imgettinold #not #ionlygetbetter ROLL TIDE!,irony,irony,0.77264404296875,3.0,110.0,113.0,irony
We are MAD Gamers: | Follow @user #Wellington #NewZealand,no irony,no irony,0.4657289981842041,3.0,105.0,108.0,no irony
So not okay with DB's racist jokes.,no irony,no irony,0.9149255752563477,3.0,97.0,100.0,no irony
"#notcies #eu European Council: Press conference by Donald TUSK, Jean-Claude JUNCKER,, and Matteo RENZI,",no irony,no irony,0.6568951606750488,3.0,114.0,117.0,no irony
@user u bragged all yr about having Peyton in 2 leagues only to get beat in the 1st round in both #irony 😂😂😂😂,irony,irony,0.547482967376709,3.0,121.0,124.0,irony
"The feeling you get, when you just wanna flip the table and screw the finals.",no irony,irony,0.5389845371246338,3.0,105.0,108.0,irony
They working me so hard tonite,no irony,no irony,0.5746543407440186,3.0,95.0,98.0,no irony
@user @user this vine won't come up 😫😫😫,no irony,no irony,2.325161933898926,3.0,103.0,106.0,no irony
#Lance #Stephenson #not #traveling #with #team #on two-game #road #trip: Stephenson is still unable to run fully...,no irony,no irony,0.5772602558135986,3.0,121.0,124.0,no irony
Jeez I wish the government paid for my food. #not #EBTbitches,irony,irony,0.6435461044311523,3.0,105.0,108.0,irony
"Hey @user some of your geeky/nerdy followers need #sarcasm marker on posts like that. Otherwise, they'll start doing exactly the same :)",no irony,irony,0.6367471218109131,3.0,120.0,123.0,irony
Pretty Shitty day I'm gonna be soaked and full of mud and clay #iliketogetdirty #notreally #sarcasm,irony,irony,0.5334930419921875,3.0,115.0,118.0,irony
"when you refer to yourself in the plural, you'll get that @user @user @user @user @user @user",no irony,irony,0.49990153312683105,3.0,112.0,115.0,irony
That moment when the ad plays flawlessly but the video keeps buffering #irony #YouTube @user,irony,irony,0.6493475437164307,3.0,108.0,111.0,irony
Gotta love a Romanian playing an improvised version of jingle bells in a minor key. Really sets the festive mood. #not,irony,irony,0.5177252292633057,3.0,115.0,118.0,irony
Perfect time to get sick 😢 #not,irony,irony,3.3067471981048584,3.0,97.0,100.0,irony
I'm giving up a lot of stuff to make sure others are happy . I wonder if anyone ever look past my appearance and see what I'm feeling 😩,no irony,no irony,0.5829286575317383,3.0,118.0,121.0,no irony
Merry Christmas to all my friends and family... Santa just finished at my house!!,no irony,no irony,0.567598819732666,3.0,104.0,107.0,no irony
<-Video $ #SmartPhone can pay you to post!||#iphone #samsung #S4 #S3 #ipad #tablet #mlm|Start@,no irony,no irony,0.48151659965515137,3.0,122.0,125.0,no irony
I see the #irony of MY LAST 3 TWEETS COMBINED was lost entirely on a certain someone... Faith in humanity: -3% :(,no irony,irony,0.6461992263793945,3.0,121.0,124.0,irony
Lol hilarious pic RT @user What a game! @user win!,no irony,irony,0.6732652187347412,3.0,102.0,105.0,irony
You've set yourself some target to achieve there like love #hot or #not,no irony,no irony,0.6504409313201904,3.0,103.0,106.0,no irony
"Change is a Process, ||#Not an Event dafuq you thinking",no irony,irony,0.6206202507019043,3.0,103.0,106.0,irony
My son gave me a cold......again!!! Yay! #sarcasm #NotExcitedAboutThisShitAtAll,irony,irony,0.5590615272521973,3.0,113.0,116.0,irony
"A #sale is #not #something you #pursue, it's #what #happens to you #while you are #immersed in #serving your...",no irony,no irony,0.47684812545776367,3.0,124.0,127.0,no irony
"@user ""Malala is fake and planted by the US coz Pakistan is perfectly safe for kids going to school"" #PeshawarAttack #Sarcasm",irony,irony,0.5607564449310303,3.0,120.0,123.0,irony
Seriously has the #BBL04 got the tallest on ground interviewers of all time #talltowers #sevenfoot,no irony,irony,0.4306519031524658,3.0,112.0,115.0,irony
#Funny #18+ Turn On aquabreeze:||disgustinghotels:||#not all men,no irony,irony,0.4969315528869629,3.0,111.0,114.0,irony
Yay jury duty 😒 #sarcasm,irony,irony,0.8573610782623291,3.0,97.0,100.0,irony
"i may have played a part, but i wont take sole credit ;) @user @user",no irony,irony,0.6503236293792725,3.0,106.0,109.0,irony
"@user @user I thought it was, what I call, the wet look lol",no irony,irony,0.605696439743042,3.0,105.0,108.0,irony
A burned tongue is a lovely way to start the day #sarcasm #ouch,irony,irony,0.5804634094238281,3.0,105.0,108.0,irony
Literally functioning on 4 hours of sleep and I feel great 😄 !! #Not #CollegeisKillingMe #OneMoreWeek,irony,no irony,0.5852110385894775,3.0,115.0,118.0,no irony
When ya mates dad starts poking you on Facebook #Cringe 😲😬,no irony,irony,0.6114969253540039,3.0,105.0,108.0,irony
The #irony is anti state ppl will claim the little man (hacker) won when in reality the state won #sony,irony,irony,0.7612829208374023,3.0,114.0,117.0,irony
#HowToGetUnfollowed Post pictures or videos of you smoking. Especially blowing smoke at the camera. #SoCool #Not #GTFO,irony,irony,0.6001918315887451,3.0,118.0,121.0,irony
These refs are pissing me off. They seriously have no idea of what's going on.,no irony,no irony,0.6983664035797119,3.0,106.0,109.0,no irony
has anyone visualised the different colours and flavours of twitter streams? kinda lipmus test.,no irony,irony,0.5712993144989014,3.0,106.0,109.0,irony
Psychic Advice weekdays at 9am (PDT) on Psychic View Radio..call in 347-850-1494 to ask YOUR question #BlogTalkRadio,no irony,no irony,0.5644776821136475,3.0,121.0,124.0,no irony
So ill. It actually hurts to breathe. Still that nice long walk to the station did me the world of good #not,irony,irony,0.5741138458251953,3.0,113.0,116.0,irony
@user then later he snuggles up to The Royals with giddy glee #Irony,irony,irony,0.5730438232421875,3.0,108.0,111.0,irony
