text,cs.AI,cs.CL,cs.LG,math.OC,stat.ML,response_time,vram_usage,ram_usage,total_time,cs.AI pred,cs.CL pred,stat.ML pred,math.OC pred,cs.LG pred
Missing Data Imputation with Graph Laplacian Pyramid Network,0,0,1,0,0,2.3107903003692627,4500,86.5390625,0.2690072,1,1,1,0,0
Error bounds of regularized gap functions for polynomial variational inequalities,0,0,0,1,0,2.295456886291504,4500,86.2890625,0.2521413,0,0,0,1,0
Online Data Thinning via Multi-Subspace Tracking,0,0,1,0,1,2.344318151473999,4500,86.546875,0.3051011,1,1,1,0,0
Multiple Inputs Neural Networks for Medicare fraud Detection,0,0,1,0,0,2.3252906799316406,4500,86.5625,0.2854377,1,1,1,0,0
Convergence Rates for Deterministic and Stochastic Subgradient Methods Without Lipschitz Continuity,0,0,1,1,0,2.359036445617676,4500,87.13671875,0.313967,1,1,0,1,0
Configuration-Constrained Tube MPC,0,0,0,1,0,2.2138006687164307,4492,87.13671875,0.1708957,0,0,0,1,0
Compositional Semantics Grounded in Commonsense Metaphysics,1,1,0,0,0,2.3975789546966553,4492,87.15234375,0.3679096,1,1,0,0,0
Randomized Gradient Boosting Machine,0,0,1,1,1,2.3554277420043945,4492,86.0,0.3079053,1,1,1,0,0
Faster Nearest Neighbor Machine Translation,0,1,0,0,0,2.2871081829071045,4492,86.5703125,0.2329482,1,1,0,0,0
Computing the resolvent of the sum of operators with application to best approximation problems,0,0,0,1,0,2.3562633991241455,4492,86.578125,0.3112475,1,1,0,1,0
EiGLasso for Scalable Sparse Kronecker-Sum Inverse Covariance Estimation,0,0,1,0,1,2.280123472213745,4492,87.10546875,0.2618797,1,1,1,0,0
Optimal control of Allen-Cahn systems,0,0,0,1,0,2.2162678241729736,4492,87.11328125,0.1673909,0,0,0,1,0
A system for exploring big data: an iterative k-means searchlight for outlier detection on open health data,0,0,1,0,0,2.4553816318511963,4492,87.19921875,0.4133321,1,1,1,0,0
Resource Constrained Deep Reinforcement Learning,0,0,1,0,1,2.326301336288452,4492,87.2109375,0.2927929,1,1,0,1,1
Fast deep reinforcement learning using online adjustments from the past,1,0,1,0,0,2.336601495742798,4492,87.23828125,0.2934229,1,1,0,1,0
Active Function Cross-Entropy Clustering,0,0,0,0,1,2.521648406982422,4492,87.23828125,0.4732354,1,1,0,0,0
Auto-Encoder based Co-Training Multi-View Representation Learning,0,0,1,0,0,2.363893985748291,4492,87.3203125,0.3069024,1,1,0,0,1
Optimal Monte Carlo Estimation of Belief Network Inference,1,0,0,0,0,2.3677096366882324,4492,87.3203125,0.3341018,1,1,0,1,0
Application of a Fuzzy Programming Technique to Production Planning in the Textile Industry,1,0,0,0,0,2.641059637069702,4492,87.35546875,0.6052466,1,1,0,1,0
Random Effect Bandits,0,0,1,0,1,2.2423620223999023,4492,87.37109375,0.227345,1,1,0,0,0
Multimodal Indoor Localisation for Measuring Mobility in Parkinson's Disease using Transformers,0,0,1,0,0,2.3617630004882812,4492,87.3359375,0.3186371,1,1,1,0,0
UBAR: Towards Fully End-to-End Task-Oriented Dialog Systems with GPT-2,0,1,0,0,0,2.264681339263916,4492,87.33984375,0.2351307,1,1,0,0,0
Towards Global Remote Discharge Estimation: Using the Few to Estimate The Many,0,0,1,0,1,2.343623161315918,4492,87.50390625,0.2970282,1,1,0,0,0
Learning (Re-)Starting Solutions for Vehicle Routing Problems,1,0,1,0,0,2.201279878616333,4492,87.5078125,0.1648637,0,0,0,1,0
Fill in the Blanks: Imputing Missing Sentences for Larger-Context Neural Machine Translation,0,1,0,0,0,2.4421021938323975,4492,87.59765625,0.3840196,1,1,0,0,0
Integration-free Training for Spatio-temporal Multimodal Covariate Deep Kernel Point Processes,0,0,1,0,1,2.4403843879699707,4492,87.59765625,0.3956546,1,1,1,0,0
Machine Learned Learning Machines,1,0,0,0,0,2.214073896408081,4492,87.59765625,0.1875863,0,1,0,0,0
A Survey of Methods for Managing the Classification and Solution of Data Imbalance Problem,0,0,1,0,0,2.4178109169006348,4492,87.65234375,0.3622645,1,1,1,0,0
Human Control: Definitions and Algorithms,1,0,0,0,0,2.351794958114624,4492,87.46484375,0.3294486,1,0,0,1,0
Rethinking and Recomputing the Value of ML Models,1,0,1,0,0,2.3263473510742188,4492,87.46484375,0.2856329,1,1,0,1,0
Real-Time Emotion Recognition via Attention Gated Hierarchical Memory Network,0,1,0,0,0,2.475996494293213,4492,87.55859375,0.4262862,1,1,0,0,1
Incremental Reinforcement Learning --- a New Continuous Reinforcement Learning Frame Based on Stochastic Differential Equation methods,0,0,1,0,1,2.3026809692382812,4492,87.55859375,0.2633894,1,1,0,1,0
A Novel Approach to Multimedia Ontology Engineering for Automated Reasoning over Audiovisual LOD Datasets,1,0,0,0,0,2.3444483280181885,4492,87.37890625,0.3016233,1,1,1,0,0
Extended Convex Hull-Based Distributed Operation of Integrated Electric-Gas Systems,0,0,0,1,0,2.2579636573791504,4493,87.37890625,0.2299402,0,1,0,1,0
Anomaly detecting and ranking of the cloud computing platform by multi-view learning,0,0,1,0,1,2.322671890258789,4493,87.5078125,0.2966011,1,1,0,1,0
The Benefits of Implicit Regularization from SGD in Least Squares Problems,0,0,1,1,1,2.3040037155151367,4493,87.51171875,0.2689585,1,0,0,1,0
Robust Defibrillator Deployment Under Cardiac Arrest Location Uncertainty via Row-and-Column Generation,0,0,0,1,0,2.2221693992614746,4492,87.640625,0.1680852,0,0,0,1,0
T5 meets Tybalt: Author Attribution in Early Modern English Drama Using Large Language Models,0,1,1,0,0,2.4261858463287354,4492,87.64453125,0.3838835,1,1,0,0,0
Machine Comprehension by Text-to-Text Neural Question Generation,0,1,0,0,0,2.3380894660949707,4490,87.39453125,0.2940972,1,1,0,0,1
The Variational Calculus on Time Scales,0,0,0,1,0,2.2701995372772217,4490,87.39453125,0.2326507,1,1,0,0,0
PAC Reinforcement Learning without Real-World Feedback,0,0,1,0,1,2.308393955230713,4490,87.5234375,0.2799227,1,1,0,0,0
On how to avoid exacerbating spurious correlations when models are overparameterized,0,0,1,0,0,2.3487210273742676,4490,87.5234375,0.2922346,1,1,0,1,0
A machine learning based algorithm selection method to solve the minimum cost flow problem,0,0,1,1,0,2.3387835025787354,4490,87.98046875,0.2917995,1,1,1,0,0
Training Millions of Personalized Dialogue Agents,0,1,0,0,0,2.3518993854522705,4490,86.109375,0.3099948,1,1,0,0,0
Characterization of Logic Program Revision as an Extension of Propositional Revision,1,0,0,0,0,2.4163780212402344,4490,86.640625,0.3938254,1,1,0,0,0
Connecting Graph Convolutional Networks and Graph-Regularized PCA,0,0,1,0,1,2.3074753284454346,4490,86.6484375,0.2870862,1,1,0,1,0
STEPS: A Benchmark for Order Reasoning in Sequential Tasks,0,1,0,0,0,2.329651355743408,4490,87.1953125,0.2754192,1,1,0,0,0
Reparameterized Variational Divergence Minimization for Stable Imitation,0,0,1,0,1,2.282907247543335,4490,87.19921875,0.2504379,1,1,0,1,0
Structural Causal Models Are (Solvable by) Credal Networks,1,0,0,0,0,2.2244410514831543,4490,87.19921875,0.1662385,0,1,0,0,0
Smoothing the Edges: A General Framework for Smooth Optimization in Sparse Regularization using Hadamard Overparametrization,0,0,1,1,1,2.3651154041290283,4490,87.19921875,0.3336272,0,0,0,1,0
Few-Shot Sequence Labeling with Label Dependency Transfer and Pair-wise Embedding,0,1,1,0,0,2.339437246322632,4490,87.23828125,0.2898462,1,1,0,0,1
Stochastic Primal Dual Coordinate Method with Non-Uniform Sampling Based on Optimality Violations,0,0,1,1,1,2.3134572505950928,4490,87.2421875,0.2865397,1,1,0,1,0
Approximate Heavy Tails in Offline (Multi-Pass) Stochastic Gradient Descent,0,0,1,0,1,2.36391544342041,4490,87.5859375,0.3189382,1,1,0,1,0
Self-consistent Reasoning For Solving Math Word Problems,0,1,0,0,0,2.261125087738037,4490,87.6015625,0.2300819,1,1,0,0,0
Tensor methods inside mixed oracle for min-min problems,0,0,0,1,0,2.343898296356201,4490,87.328125,0.2940539,1,1,0,1,0
Resolving Out-of-Vocabulary Words with Bilingual Embeddings in Machine Translation,0,1,0,0,0,2.369070291519165,4490,87.328125,0.334213,1,1,0,0,1
Intrinsic Sparsity of Kantorovich Solutions,0,0,0,1,0,2.269947052001953,4490,87.3203125,0.2256074,1,1,0,0,0
Capsule GAN for Prostate MRI Super-Resolution,0,0,1,0,0,2.344886541366577,4490,87.328125,0.2948142,1,1,0,0,1
Can Transformer be Too Compositional? Analysing Idiom Processing in Neural Machine Translation,0,1,0,0,0,2.2859413623809814,4490,87.62890625,0.2774937,0,1,0,0,0
Act-Then-Measure: Reinforcement Learning for Partially Observable Environments with Active Measuring,1,0,1,0,0,2.3185033798217773,4490,87.6328125,0.2689472,1,1,0,0,0
Sparse Cholesky covariance parametrization for recovering latent structure in ordered data,0,0,1,0,1,2.3643360137939453,4490,87.8671875,0.317368,1,1,1,0,0
Knowledge Graph Embedding with Atrous Convolution and Residual Learning,1,1,1,0,0,2.360759973526001,4490,86.40625,0.3350377,1,1,0,1,0
Efficient Training of Language Models to Fill in the Middle,0,1,0,0,0,2.2606005668640137,4490,86.20703125,0.2178697,1,1,0,0,0
Scalable Classifier-Agnostic Channel Selection for Multivariate Time Series Classification,0,0,1,0,0,2.326848030090332,4490,86.80859375,0.2976827,1,1,1,0,0
Expressing Relational and Temporal Knowledge in Visual Probabilistic Networks,1,0,0,0,0,2.3612425327301025,4490,86.8125,0.3342526,1,1,0,0,1
One Method for Minimization a Convex Lipschitz-Continuous Function of 2 Variables on a Fixed Square,0,0,0,1,0,2.3048627376556396,4490,86.1328125,0.2805089,1,1,0,1,0
Distributed event-triggered aggregative optimization with applications to price-based energy management,0,0,0,1,0,2.268519639968872,4490,86.64453125,0.2396505,1,0,0,1,0
Fantastic 4 system for NIST 2015 Language Recognition Evaluation,0,1,0,0,0,2.3413596153259277,4490,86.65625,0.3082904,0,1,0,0,0
Intelligent Hybrid Man-Machine Translation Quality Estimation,0,1,0,0,0,2.3362622261047363,4490,86.1171875,0.3153794,1,1,0,0,1
Active Tuning,0,0,1,0,0,2.2449965476989746,4490,86.078125,0.2008769,0,0,0,1,0
Do RNNs learn human-like abstract word order preferences?,0,1,0,0,0,2.429851531982422,4490,86.62109375,0.3957223,1,1,0,0,0
Product age based demand forecast model for fashion retail,0,0,1,0,1,2.2851505279541016,4490,86.625,0.2504523,0,1,0,1,0
Neural Spline Flows,0,0,1,0,1,2.3299670219421387,4490,87.16015625,0.2708019,1,1,0,0,0
Copyright Violations and Large Language Models,1,1,0,0,0,2.3233530521392822,4490,87.1640625,0.2815165,0,1,0,0,0
MEE: A Novel Multilingual Event Extraction Dataset,0,1,0,0,0,2.3018600940704346,4490,87.2890625,0.2768687,1,1,0,0,0
Contextual Bandit Algorithms with Supervised Learning Guarantees,0,0,1,0,0,2.3674635887145996,4490,87.5,0.3252959,1,1,0,1,0
On the Optimal Policies for Visibility-Based Target Tracking,0,0,0,1,0,2.3088314533233643,4490,87.27734375,0.2555485,0,0,0,1,0
Multi-layered Discriminative Restricted Boltzmann Machine with Untrained Probabilistic Layer,1,0,1,0,1,2.357300281524658,4490,87.27734375,0.3073477,1,1,0,1,0
Extend Wave Function Collapse to Large-Scale Content Generation,1,0,0,0,0,2.2841689586639404,4490,87.48828125,0.2443554,1,1,0,0,0
HC-Ref: Hierarchical Constrained Refinement for Robust Adversarial Training of GNNs,0,0,1,0,0,2.404003143310547,4490,87.91015625,0.3683189,1,1,0,1,0
Sample Efficient Deep Reinforcement Learning via Local Planning,1,0,1,0,0,2.332737684249878,4490,88.2890625,0.301184,1,1,0,1,1
Open-World Multi-Task Control Through Goal-Aware Representation Learning and Adaptive Horizon Prediction,1,0,0,0,0,2.3069541454315186,4490,86.421875,0.2549474,1,1,0,1,0
Optimal strategies in repeated games with incomplete information: the dependent case,0,0,0,1,0,2.327847719192505,4490,86.53125,0.2847317,1,1,0,0,0
IDS at SemEval-2020 Task 10: Does Pre-trained Language Model Know What to Emphasize?,0,1,0,0,0,2.283308267593384,4490,87.44921875,0.2440042,1,1,0,0,0
Efficient Reinforcement Learning Using Recursive Least-Squares Methods,1,0,1,0,0,2.3553507328033447,4490,86.52734375,0.30135,1,1,0,1,0
Label Assisted Autoencoder for Anomaly Detection in Power Generation Plants,1,0,1,0,0,2.3233394622802734,4490,87.01953125,0.2802778,1,0,0,1,0
Deductive Association Networks,1,0,0,0,0,2.287095308303833,4490,86.2421875,0.2475243,1,1,0,0,0
An Optimal Transport View on Generalization,0,0,1,0,1,2.239405632019043,4490,86.40234375,0.1852818,0,0,0,1,0
Detection of Anomalies in Multivariate Time Series Using Ensemble Techniques,0,0,1,0,1,2.4871175289154053,4490,86.90234375,0.4439052,1,1,1,0,0
Blackwell Online Learning for Markov Decision Processes,0,0,1,0,0,2.2857820987701416,4490,86.26171875,0.2395505,1,1,0,0,0
Scalable Neural-Probabilistic Answer Set Programming,1,0,0,0,0,2.3511202335357666,4490,86.74609375,0.3029905,1,1,0,1,0
Speed limits in traffic emission models using multi-objective optimization,0,0,0,1,0,2.297950267791748,4490,86.75,0.256919,0,0,0,1,0
Be Greedy in Multi-Armed Bandits,0,0,1,0,0,2.309305191040039,4490,87.25390625,0.2671824,1,1,0,0,0
WordRank: Learning Word Embeddings via Robust Ranking,0,1,1,0,1,2.3657429218292236,4490,87.26171875,0.3173268,1,1,0,0,1
A Survey on GANs for Anomaly Detection,0,0,1,0,1,2.3645827770233154,4490,87.2890625,0.3168448,1,1,0,0,0
Abnormal Local Clustering in Federated Learning,1,0,1,0,0,2.30359148979187,4490,87.58984375,0.2707775,1,1,0,1,0
On Sparsifying Encoder Outputs in Sequence-to-Sequence Models,0,1,0,0,0,2.3161847591400146,4490,87.62109375,0.2615105,1,1,0,1,0
Proof nets for display logic,0,1,0,0,0,2.2959601879119873,4490,87.62109375,0.2480092,0,1,0,0,0
A Partial Regularization Method for Network Compression,0,0,1,0,1,2.305431842803955,4490,87.63671875,0.2731913,1,1,0,0,0
Reinforcement Learning in R,0,0,1,0,1,2.3107242584228516,4490,87.65625,0.2884264,1,1,0,0,0
On the stability of an adaptive learning dynamics in traffic games,0,0,0,1,0,2.371891498565674,4490,87.65625,0.3187371,1,1,0,0,0
Generative Modeling with Flow-Guided Density Ratio Learning,1,0,1,0,0,2.3225173950195312,4490,86.359375,0.2771114,1,1,0,0,1
Categorical Reparameterization with Gumbel-Softmax,0,0,1,0,1,2.326862335205078,4490,86.17578125,0.2828924,1,1,1,0,0
Learning to Answer Multilingual and Code-Mixed Questions,0,1,0,0,0,2.3163673877716064,4490,86.12890625,0.2934635,1,1,0,0,0
Visualizing the Consequences of Evidence in Bayesian Networks,1,0,0,0,0,2.3091447353363037,4490,86.12890625,0.2886881,1,1,1,0,0
Large Scale Clustering with Variational EM for Gaussian Mixture Models,0,0,1,0,1,2.3363516330718994,4490,86.62109375,0.2916326,1,1,1,0,0
Multi-Task Learning for Mental Health using Social Media Text,0,1,0,0,0,2.373345375061035,4490,86.62109375,0.3279559,1,1,1,0,0
A Cost-Sensitive Deep Belief Network for Imbalanced Classification,0,0,1,0,1,2.3032753467559814,4490,86.1328125,0.2554469,1,1,1,0,0
Supertagging Combinatory Categorial Grammar with Attentive Graph Convolutional Networks,0,1,0,0,0,2.316455125808716,4490,86.68359375,0.2691551,1,1,0,0,1
Instances and Labels: Hierarchy-aware Joint Supervised Contrastive Learning for Hierarchical Multi-Label Text Classification,1,1,1,0,0,2.3673393726348877,4490,86.69140625,0.328438,1,1,1,0,0
The Pareto-Optimal Temporal Aggregation of Energy System Models,0,0,0,1,0,2.2635319232940674,4490,87.34765625,0.2162598,1,0,0,1,0
Toward a Standardized and More Accurate Indonesian Part-of-Speech Tagging,0,1,0,0,0,2.312762498855591,4490,87.34765625,0.2693131,0,1,0,1,0
The reinforcement learning-based multi-agent cooperative approach for the adaptive speed regulation on a metallurgical pickling line,0,0,1,0,1,2.4018056392669678,4490,87.390625,0.3700507,1,1,0,1,0
Joint mean and covariance estimation with unreplicated matrix-variate data,0,0,0,0,1,2.2950074672698975,4490,87.390625,0.2367513,0,1,0,1,0
Multi-Objective Optimization Using the R2 Utility,0,0,1,1,1,2.3184051513671875,4490,87.41015625,0.260109,1,0,0,1,0
Let-Mi: An Arabic Levantine Twitter Dataset for Misogynistic Language,0,1,0,0,0,2.28686785697937,4490,87.4140625,0.2484936,0,1,0,0,0
"Grid-side Flexibility of Power Systems in Integrating Large-scale Renewable Generations: A Critical Review on Concepts, Formulations and Solution Approaches",0,0,0,1,0,2.606278419494629,4490,87.4140625,0.5787313,1,1,0,1,0
Guideline Learning for In-context Information Extraction,0,1,1,0,0,2.2745184898376465,4490,86.36328125,0.2279168,1,1,0,0,0
Physics-informed neural networks for non-Newtonian fluid thermo-mechanical problems: an application to rubber calendering process,0,0,1,0,0,2.3275604248046875,4490,86.47265625,0.2897998,0,1,0,1,0
ChartQA: A Benchmark for Question Answering about Charts with Visual and Logical Reasoning,0,1,0,0,0,2.306600332260132,4490,86.92578125,0.2597111,1,1,1,0,0
Solving Continual Combinatorial Selection via Deep Reinforcement Learning,1,0,1,0,1,2.3631176948547363,4490,86.62109375,0.3164491,1,1,0,0,1
A Logic and Adaptive Approach for Efficient Diagnosis Systems using CBR,1,0,0,0,0,2.2873380184173584,4490,86.94921875,0.2499258,1,1,0,1,0
A Multi-Modal Context Reasoning Approach for Conditional Inference on Joint Textual and Visual Clues,0,1,0,0,0,2.3139865398406982,4490,86.95703125,0.2782235,1,1,0,0,1
SCDV : Sparse Composite Document Vectors using soft clustering over distributional representations,0,1,0,0,0,2.3633065223693848,4490,87.46484375,0.3402121,1,1,1,0,0
Noisy Training Improves E2E ASR for the Edge,0,1,0,0,0,2.264943838119507,4490,87.4765625,0.2352024,1,1,0,0,0
Fluid Transformers and Creative Analogies: Exploring Large Language Models' Capacity for Augmenting Cross-Domain Analogical Creativity,1,1,0,0,0,2.349461555480957,4490,87.4765625,0.2921125,1,1,0,0,1
NAIST-SIC-Aligned: Automatically-Aligned English-Japanese Simultaneous Interpretation Corpus,0,1,0,0,0,2.3266754150390625,4490,87.5,0.2925555,1,1,0,0,0
Heuristic Search for Multi-Objective Probabilistic Planning,1,0,0,0,0,2.317077398300171,4490,87.37109375,0.272238,1,1,0,1,0
Diffusing Graph Attention,0,0,1,0,0,2.218173027038574,4490,87.37109375,0.1737199,0,1,0,0,0
Oracle Complexity of Second-Order Methods for Smooth Convex Optimization,0,0,0,1,0,2.423487663269043,4490,87.41796875,0.3904418,1,0,0,1,0
Evidence with Uncertain Likelihoods,1,0,0,0,0,2.407839775085449,4490,87.41796875,0.363761,0,1,0,1,0
Human AI interaction loop training: New approach for interactive reinforcement learning,1,0,1,0,1,2.3361854553222656,4490,87.44921875,0.2944298,1,1,0,1,0
Clickbait Headline Detection in Indonesian News Sites using Multilingual Bidirectional Encoder Representations from Transformers (M-BERT),0,1,0,0,0,2.4308202266693115,4490,87.44921875,0.3797211,1,1,0,0,0
Provably Efficient Reward-Agnostic Navigation with Linear Value Iteration,0,0,1,0,1,2.3235957622528076,4490,87.44921875,0.2735462,1,1,0,1,0
Active Learning-Based Optimization of Scientific Experimental Design,1,0,1,0,0,2.310520887374878,4490,86.46484375,0.2589263,1,0,0,1,0
Bootstrapped Q-learning with Context Relevant Observation Pruning to Generalize in Text-based Games,0,1,1,0,1,2.3221333026885986,4490,86.56640625,0.2821402,1,1,0,1,0
A Local Characterization of Lyapunov Functions and Robust Stability of Perturbed Systems on Riemannian Manifolds,0,0,0,1,0,2.207845449447632,4490,87.01171875,0.1735535,0,0,0,1,0
Manifold Coordinates with Physical Meaning,0,0,1,0,1,2.7321739196777344,4490,86.32421875,0.6900681,0,1,0,1,0
Beyond modeling: NLP Pipeline for efficient environmental policy analysis,0,1,1,0,0,2.2669897079467773,4490,86.24609375,0.2200034,0,1,0,0,0
Text is NOT Enough: Integrating Visual Impressions into Open-domain Dialogue Generation,0,1,0,0,0,2.336028814315796,4490,86.7421875,0.2961026,0,1,0,1,0
Phase Conductor on Multi-layered Attentions for Machine Comprehension,0,1,0,0,0,2.2958168983459473,4490,86.61328125,0.2659651,1,1,0,0,1
Knowledge Base Completion for Constructing Problem-Oriented Medical Records,0,1,1,0,1,2.292677879333496,4490,87.109375,0.2461806,1,1,0,0,0
Automatic Document Selection for Efficient Encoder Pretraining,0,1,0,0,0,2.401355504989624,4490,87.109375,0.3547868,1,1,0,0,1
Adaptive Stress Testing: Finding Likely Failure Events with Reinforcement Learning,1,0,0,0,0,2.299682378768921,4490,87.6015625,0.256761,1,1,0,1,0
Functional requirements to mitigate the Risk of Harm to Patients from Artificial Intelligence in Healthcare,1,0,0,0,0,2.2634263038635254,4490,87.6015625,0.2297546,1,0,0,1,0
Convergence Analysis of Quantized Primal-dual Algorithm in Network Utility Maximization Problems,0,0,0,1,0,2.368290662765503,4490,87.6015625,0.31651,1,0,0,1,0
Generative-Discriminative Variational Model for Visual Recognition,0,0,1,0,0,2.2928590774536133,4490,86.234375,0.2443151,1,1,0,0,0
The Effect of Downstream Classification Tasks for Evaluating Sentence Embeddings,0,1,0,0,0,2.3447093963623047,4490,86.296875,0.3141589,1,1,0,0,1
BERT: A Review of Applications in Natural Language Processing and Understanding,1,1,1,0,0,2.3460028171539307,4490,86.7890625,0.3104942,1,1,0,0,0
Linear lexicographic optimization and preferential bidding system,0,0,0,1,0,2.2208025455474854,4490,86.484375,0.1710368,0,0,0,1,0
Learning When Training Data are Costly: The Effect of Class Distribution on Tree Induction,1,0,0,0,0,2.469834566116333,4490,86.94921875,0.433177,1,1,0,1,0
LM-Debugger: An Interactive Tool for Inspection and Intervention in Transformer-Based Language Models,0,1,0,0,0,2.3039395809173584,4490,86.95703125,0.2786486,1,1,0,0,1
Soft Merging of Experts with Adaptive Routing,0,0,1,0,0,2.2728888988494873,4490,87.54296875,0.2484816,1,1,0,0,0
Multi-Target XGBoostLSS Regression,0,0,1,0,0,2.361614942550659,4490,87.546875,0.3229038,1,1,1,0,0
Reliable and Interpretable Drift Detection in Streams of Short Texts,0,1,0,0,0,2.347888708114624,4490,87.54296875,0.3281136,1,1,1,0,0
Modelling Patient Trajectories Using Multimodal Information,0,0,1,0,0,2.3048007488250732,4490,87.55078125,0.2711512,1,1,1,0,0
An initial alignment between neural network and target is needed for gradient descent to learn,0,0,1,0,0,2.293339967727661,4490,87.609375,0.2507654,1,1,0,1,0
Stance detection in online discussions,0,1,0,0,0,2.483893871307373,4285,87.61328125,0.4310894,0,1,0,0,0
Design quality functionals for control systems with exponential activation function,0,0,0,1,0,2.3363616466522217,4285,88.10546875,0.2930815,0,0,0,1,0
Single-level Adversarial Data Synthesis based on Neural Tangent Kernels,0,0,1,0,0,2.456886053085327,4285,86.21484375,0.4099645,1,1,0,0,1
A geometric integration approach to smooth optimisation: Foundations of the discrete gradient method,0,0,0,1,0,2.2798333168029785,4285,86.34765625,0.2443856,0,0,0,1,0
Strong duality for a problem of linear copositive programming,0,0,0,1,0,2.423138380050659,4285,87.359375,0.3784947,0,0,0,1,0
Deep Reinforcement Learning with Model Learning and Monte Carlo Tree Search in Minecraft,1,0,1,0,1,2.427490472793579,4285,86.578125,0.3833133,1,1,0,1,0
Non-convex Fraction Function Penalty: Sparse Signals Recovered from Quasi-linear Systems,0,0,0,1,0,2.384916067123413,4285,87.04296875,0.3434785,0,0,0,1,0
Fair Classification and Social Welfare,1,0,1,0,1,2.5397746562957764,4285,87.2109375,0.5009756,1,1,0,0,0
Enhanced Global Optimization with Parallel Global and Local Structures,0,0,0,1,0,2.3570940494537354,4285,87.703125,0.3340323,1,0,0,1,0
LearningWord Embeddings for Low-resource Languages by PU Learning,0,1,0,0,0,2.4535696506500244,4285,87.703125,0.4077046,1,1,1,0,0
Stochastic Newton and Cubic Newton Methods with Simple Local Linear-Quadratic Rates,0,0,1,1,1,2.431927442550659,4285,87.703125,0.4004193,1,1,0,1,0
Tight Linear Convergence Rate Bounds for Douglas-Rachford Splitting and ADMM,0,0,0,1,0,2.33960223197937,4285,87.703125,0.3050302,1,0,0,1,0
Risk-Sensitive Deep RL: Variance-Constrained Actor-Critic Provably Finds Globally Optimal Policy,0,0,1,1,1,2.419078826904297,4285,87.54296875,0.38425,1,1,0,1,0
Imaginations of WALL-E : Reconstructing Experiences with an Imagination-Inspired Module for Advanced AI Systems,1,1,0,0,0,2.3767850399017334,4285,87.546875,0.35161,1,1,0,0,0
HAIDA: Biometric technological therapy tools for neurorehabilitation of Cognitive Impairment,0,0,1,0,0,2.4097673892974854,4285,87.62109375,0.3572322,1,1,0,0,0
Some Strategies to Capture Karaka-Yogyata with Special Reference to apadana,0,1,0,0,0,3.3415818214416504,4285,86.53125,1.300366,0,1,0,0,0
Aspect and Opinion Term Extraction for Hotel Reviews using Transfer Learning and Auxiliary Labels,0,1,0,0,0,2.3543519973754883,4285,86.39453125,0.3208625,1,1,1,0,0
Two-level Graph Neural Network,1,0,1,0,0,2.363180160522461,4285,86.90234375,0.3337571,1,1,0,0,0
Multi-input control-affine systems static feedback equivalent to a triangular form and their flatness,0,0,0,1,0,2.4794418811798096,4285,86.48046875,0.4369635,1,1,0,1,0
Learning 3D Representations of Molecular Chirality with Invariance to Bond Rotations,0,0,1,0,0,2.399888038635254,4285,86.5546875,0.3479239,1,1,0,0,0
Stochastic Batch Acquisition: A Simple Baseline for Deep Active Learning,0,0,1,0,1,2.464749813079834,4285,86.91796875,0.4153667,1,1,0,1,0
Uncertainty Quantification of Surrogate Explanations: an Ordinal Consensus Approach,1,0,1,0,1,2.4442498683929443,4285,86.6484375,0.4039124,1,1,0,1,0
Stepwise Extractive Summarization and Planning with Structured Transformers,0,1,0,0,0,2.421508550643921,4285,86.671875,0.3778896,1,1,0,0,1
Optimal Cooperative Inference,0,0,1,0,0,2.3934054374694824,4285,87.1640625,0.3480191,1,1,0,0,0
Early Discovery of Emerging Entities in Microblogs,0,1,0,0,0,2.3630762100219727,4285,87.1640625,0.3162132,0,1,0,0,0
The Service Academy Brigade Reassignment Problem,0,0,0,1,0,2.359663724899292,4285,86.16796875,0.3243092,1,1,0,0,0
Imitating Graph-Based Planning with Goal-Conditioned Policies,1,0,1,0,0,2.4173710346221924,4285,86.7265625,0.3832519,1,1,0,1,0
Learning with Noise: Enhance Distantly Supervised Relation Extraction with Dynamic Transition Matrix,0,1,0,0,0,2.437896728515625,4285,86.7265625,0.4001528,1,1,0,1,0
Scalable Spectral Clustering with Group Fairness Constraints,0,0,1,0,1,2.394843816757202,4285,86.21484375,0.3362367,1,1,0,1,0
Mondrian Forests for Large-Scale Regression when Uncertainty Matters,0,0,1,0,1,2.505091667175293,4285,86.71875,0.4650497,1,1,0,1,0
AdaBoost-assisted Extreme Learning Machine for Efficient Online Sequential Classification,0,0,1,0,1,2.454911708831787,4285,86.734375,0.4041019,1,1,1,0,0
Statistical inference on errorfully observed graphs,0,0,0,0,1,2.324367046356201,4285,86.84375,0.285113,0,1,0,0,0
Grey Wolf Optimizer and Whale Optimization Algorithm for Stochastic Inventory Management of Reusable Products in a two-level Supply Chain,0,0,0,1,0,2.393368721008301,4285,86.85546875,0.3393461,0,1,0,1,0
Multimodal Transformer-based Model for Buchwald-Hartwig and Suzuki-Miyaura Reaction Yield Prediction,1,0,1,0,0,2.4189658164978027,4285,87.33984375,0.3688494,1,1,0,1,0
A further improvement of a minimax theorem of Borenshtein and Shulman,0,0,0,1,0,2.3452112674713135,4285,87.34375,0.2899141,0,0,0,1,0
On $w$-mixtures: Finite convex combinations of prescribed component distributions,0,0,1,0,0,2.4116861820220947,4285,87.390625,0.3754904,1,1,0,0,0
Distance Weighted Supervised Learning for Offline Interaction Data,0,0,1,0,0,2.3768444061279297,4285,87.39453125,0.3497363,1,1,1,0,0
