text,cs.AI,cs.CL,cs.LG,math.OC,stat.ML,response_time,vram_usage,ram_usage,total_time,cs.AI pred,cs.CL pred,stat.ML pred,math.OC pred,cs.LG pred
Missing Data Imputation with Graph Laplacian Pyramid Network,0,0,1,0,0,2.355344772338867,5558,116.11328125,0.3223824,1,0,0,0,0
Error bounds of regularized gap functions for polynomial variational inequalities,0,0,0,1,0,2.379171371459961,5558,116.11328125,0.3411698,1,0,0,0,0
Online Data Thinning via Multi-Subspace Tracking,0,0,1,0,1,2.2396063804626465,5558,116.11328125,0.1924918,0,0,0,0,0
Multiple Inputs Neural Networks for Medicare fraud Detection,0,0,1,0,0,2.328496217727661,5558,116.11328125,0.2855072,1,0,0,0,0
Convergence Rates for Deterministic and Stochastic Subgradient Methods Without Lipschitz Continuity,0,0,1,1,0,2.443512439727783,5558,116.11328125,0.4065708,1,0,0,0,0
Configuration-Constrained Tube MPC,0,0,0,1,0,2.2639214992523193,5558,116.11328125,0.2224772,0,0,0,1,0
Compositional Semantics Grounded in Commonsense Metaphysics,1,1,0,0,0,2.456758737564087,5558,116.11328125,0.4185595,1,0,0,0,0
Randomized Gradient Boosting Machine,0,0,1,1,1,2.325505495071411,5558,116.11328125,0.2767535,1,0,0,0,0
Faster Nearest Neighbor Machine Translation,0,1,0,0,0,2.441206932067871,5558,116.11328125,0.3951021,1,0,0,0,0
Computing the resolvent of the sum of operators with application to best approximation problems,0,0,0,1,0,2.39626145362854,5558,116.11328125,0.3493902,0,0,0,1,1
EiGLasso for Scalable Sparse Kronecker-Sum Inverse Covariance Estimation,0,0,1,0,1,2.326888084411621,5558,116.11328125,0.2948614,1,0,0,0,0
Optimal control of Allen-Cahn systems,0,0,0,1,0,2.293233871459961,5558,116.11328125,0.2561125,0,0,0,1,0
A system for exploring big data: an iterative k-means searchlight for outlier detection on open health data,0,0,1,0,0,2.480896234512329,5558,116.11328125,0.4425062,1,0,0,0,0
Resource Constrained Deep Reinforcement Learning,0,0,1,0,1,2.3286144733428955,5558,116.11328125,0.2797882,1,0,0,0,0
Fast deep reinforcement learning using online adjustments from the past,1,0,1,0,0,2.444408893585205,5558,116.11328125,0.4156953,1,0,0,0,0
Active Function Cross-Entropy Clustering,0,0,0,0,1,2.3134605884552,5558,116.11328125,0.2777642,1,0,0,0,0
Auto-Encoder based Co-Training Multi-View Representation Learning,0,0,1,0,0,2.45475697517395,5558,116.11328125,0.4029289,1,0,0,0,0
Optimal Monte Carlo Estimation of Belief Network Inference,1,0,0,0,0,2.4320924282073975,5558,116.11328125,0.3923666,1,0,1,0,1
Application of a Fuzzy Programming Technique to Production Planning in the Textile Industry,1,0,0,0,0,2.368939161300659,5558,116.11328125,0.3178672,1,0,0,1,0
Random Effect Bandits,0,0,1,0,1,2.415374755859375,5558,116.11328125,0.3712883,0,0,0,0,0
Multimodal Indoor Localisation for Measuring Mobility in Parkinson's Disease using Transformers,0,0,1,0,0,2.323280096054077,5558,116.11328125,0.2873302,1,0,0,0,0
UBAR: Towards Fully End-to-End Task-Oriented Dialog Systems with GPT-2,0,1,0,0,0,2.4516215324401855,5558,116.11328125,0.4289426,1,0,0,0,0
Towards Global Remote Discharge Estimation: Using the Few to Estimate The Many,0,0,1,0,1,2.2713863849639893,5558,116.11328125,0.2264948,0,0,1,0,0
Learning (Re-)Starting Solutions for Vehicle Routing Problems,1,0,1,0,0,2.5199193954467773,5558,116.11328125,0.4700448,0,0,0,1,1
Fill in the Blanks: Imputing Missing Sentences for Larger-Context Neural Machine Translation,0,1,0,0,0,2.323723316192627,5558,116.11328125,0.2785549,1,0,0,0,0
Integration-free Training for Spatio-temporal Multimodal Covariate Deep Kernel Point Processes,0,0,1,0,1,2.4402642250061035,5558,116.1171875,0.3939501,1,0,0,0,0
Machine Learned Learning Machines,1,0,0,0,0,2.3356399536132812,5558,116.1171875,0.2828438,1,0,0,0,0
A Survey of Methods for Managing the Classification and Solution of Data Imbalance Problem,0,0,1,0,0,2.3892946243286133,5558,116.1171875,0.3395508,0,0,1,0,0
Human Control: Definitions and Algorithms,1,0,0,0,0,2.3573896884918213,5558,116.12890625,0.3085556,1,0,0,1,0
Rethinking and Recomputing the Value of ML Models,1,0,1,0,0,2.442828416824341,5558,116.12890625,0.3988006,1,0,0,0,0
Real-Time Emotion Recognition via Attention Gated Hierarchical Memory Network,0,1,0,0,0,2.347984552383423,5560,116.12890625,0.3153343,1,0,0,0,0
Incremental Reinforcement Learning --- a New Continuous Reinforcement Learning Frame Based on Stochastic Differential Equation methods,0,0,1,0,1,2.409571886062622,5527,116.12890625,0.3596054,1,0,0,0,0
A Novel Approach to Multimedia Ontology Engineering for Automated Reasoning over Audiovisual LOD Datasets,1,0,0,0,0,2.3501131534576416,5539,116.12890625,0.294461,1,0,0,0,1
Extended Convex Hull-Based Distributed Operation of Integrated Electric-Gas Systems,0,0,0,1,0,2.521934986114502,5538,116.12890625,0.466272,0,0,0,1,1
Anomaly detecting and ranking of the cloud computing platform by multi-view learning,0,0,1,0,1,2.3412299156188965,5525,116.12890625,0.3031835,1,0,0,0,0
The Benefits of Implicit Regularization from SGD in Least Squares Problems,0,0,1,1,1,2.27414870262146,5526,116.12890625,0.2163051,0,0,1,0,0
Robust Defibrillator Deployment Under Cardiac Arrest Location Uncertainty via Row-and-Column Generation,0,0,0,1,0,2.243699073791504,5541,116.12890625,0.1914116,0,0,0,1,1
T5 meets Tybalt: Author Attribution in Early Modern English Drama Using Large Language Models,0,1,1,0,0,2.206902027130127,5546,116.12890625,0.1654016,1,0,0,0,1
Machine Comprehension by Text-to-Text Neural Question Generation,0,1,0,0,0,2.4147744178771973,5537,116.12890625,0.3598616,1,0,0,0,0
The Variational Calculus on Time Scales,0,0,0,1,0,2.3719115257263184,5537,116.12890625,0.3367037,0,0,0,1,0
PAC Reinforcement Learning without Real-World Feedback,0,0,1,0,1,2.347823143005371,5535,116.12890625,0.2971707,1,0,0,0,0
On how to avoid exacerbating spurious correlations when models are overparameterized,0,0,1,0,0,2.3702352046966553,5535,116.12890625,0.3231867,1,0,0,0,0
A machine learning based algorithm selection method to solve the minimum cost flow problem,0,0,1,1,0,2.464708089828491,5535,116.12890625,0.4158228,1,0,0,1,0
Training Millions of Personalized Dialogue Agents,0,1,0,0,0,2.322683334350586,5535,116.12890625,0.2992223,1,0,0,0,0
Characterization of Logic Program Revision as an Extension of Propositional Revision,1,0,0,0,0,2.378232479095459,5535,116.12890625,0.3410907,1,1,0,0,0
Connecting Graph Convolutional Networks and Graph-Regularized PCA,0,0,1,0,1,2.3284451961517334,5535,116.12890625,0.280629,1,0,0,0,0
STEPS: A Benchmark for Order Reasoning in Sequential Tasks,0,1,0,0,0,2.477031946182251,5535,116.12890625,0.4364963,1,0,0,0,1
Reparameterized Variational Divergence Minimization for Stable Imitation,0,0,1,0,1,2.3513853549957275,5525,116.12890625,0.3030519,1,0,0,0,0
Structural Causal Models Are (Solvable by) Credal Networks,1,0,0,0,0,2.3597795963287354,5527,116.12890625,0.3168866,1,1,0,0,0
Smoothing the Edges: A General Framework for Smooth Optimization in Sparse Regularization using Hadamard Overparametrization,0,0,1,1,1,2.8001983165740967,5528,116.12890625,0.7450455,0,0,0,1,0
Few-Shot Sequence Labeling with Label Dependency Transfer and Pair-wise Embedding,0,1,1,0,0,2.3202731609344482,5544,116.26953125,0.2852675,1,0,0,0,0
Stochastic Primal Dual Coordinate Method with Non-Uniform Sampling Based on Optimality Violations,0,0,1,1,1,2.4322896003723145,5534,116.26953125,0.3883787,1,0,0,1,1
Approximate Heavy Tails in Offline (Multi-Pass) Stochastic Gradient Descent,0,0,1,0,1,2.324939012527466,5527,116.26953125,0.267789,1,0,0,0,0
Self-consistent Reasoning For Solving Math Word Problems,0,1,0,0,0,2.485172986984253,5527,116.26953125,0.4349782,1,0,1,0,0
Tensor methods inside mixed oracle for min-min problems,0,0,0,1,0,2.313703775405884,5525,116.26953125,0.2756641,1,0,0,0,0
Resolving Out-of-Vocabulary Words with Bilingual Embeddings in Machine Translation,0,1,0,0,0,2.4780614376068115,5581,116.26953125,0.4284709,1,0,0,0,0
Intrinsic Sparsity of Kantorovich Solutions,0,0,0,1,0,2.3040928840637207,5583,116.26953125,0.2567025,1,0,0,0,0
Capsule GAN for Prostate MRI Super-Resolution,0,0,1,0,0,2.365051746368408,5535,116.26953125,0.3133071,1,0,0,0,0
Can Transformer be Too Compositional? Analysing Idiom Processing in Neural Machine Translation,0,1,0,0,0,2.339129686355591,5535,116.26953125,0.2934693,1,0,0,0,0
Act-Then-Measure: Reinforcement Learning for Partially Observable Environments with Active Measuring,1,0,1,0,0,2.411541223526001,5532,116.26953125,0.362365,1,0,0,0,1
Sparse Cholesky covariance parametrization for recovering latent structure in ordered data,0,0,1,0,1,2.3971869945526123,5530,116.26953125,0.3563903,0,0,1,0,0
Knowledge Graph Embedding with Atrous Convolution and Residual Learning,1,1,1,0,0,2.3237667083740234,5529,116.26953125,0.2875124,1,0,0,0,0
Efficient Training of Language Models to Fill in the Middle,0,1,0,0,0,2.452143669128418,5531,116.26953125,0.4024528,1,0,0,0,0
Scalable Classifier-Agnostic Channel Selection for Multivariate Time Series Classification,0,0,1,0,0,2.3376574516296387,5532,116.26953125,0.3021008,1,0,0,0,0
Expressing Relational and Temporal Knowledge in Visual Probabilistic Networks,1,0,0,0,0,2.350759744644165,5532,116.26953125,0.3180797,1,0,0,0,1
One Method for Minimization a Convex Lipschitz-Continuous Function of 2 Variables on a Fixed Square,0,0,0,1,0,2.382960796356201,5532,116.26953125,0.3363671,0,0,0,1,0
Distributed event-triggered aggregative optimization with applications to price-based energy management,0,0,0,1,0,2.3891031742095947,5531,116.26953125,0.3385497,0,0,0,1,0
Fantastic 4 system for NIST 2015 Language Recognition Evaluation,0,1,0,0,0,2.3767683506011963,5532,116.26953125,0.3325207,1,1,0,0,0
Intelligent Hybrid Man-Machine Translation Quality Estimation,0,1,0,0,0,2.3614416122436523,5532,116.26953125,0.3093892,1,0,0,0,0
Active Tuning,0,0,1,0,0,2.4520933628082275,5529,116.26953125,0.405354,0,0,0,0,0
Do RNNs learn human-like abstract word order preferences?,0,1,0,0,0,2.4559073448181152,5528,116.26953125,0.4099027,1,1,0,0,0
Product age based demand forecast model for fashion retail,0,0,1,0,1,2.287923812866211,5528,116.26953125,0.2404728,0,0,1,0,0
Neural Spline Flows,0,0,1,0,1,2.4713242053985596,5528,116.26953125,0.4320716,1,0,0,0,0
Copyright Violations and Large Language Models,1,1,0,0,0,2.3095767498016357,5528,116.26953125,0.2835432,1,0,0,0,0
MEE: A Novel Multilingual Event Extraction Dataset,0,1,0,0,0,2.4086976051330566,5528,116.26953125,0.3652831,1,0,0,0,0
Contextual Bandit Algorithms with Supervised Learning Guarantees,0,0,1,0,0,2.38108491897583,5528,116.26953125,0.324009,1,0,0,0,0
On the Optimal Policies for Visibility-Based Target Tracking,0,0,0,1,0,2.590585470199585,5535,116.26953125,0.5504178,0,0,0,1,1
Multi-layered Discriminative Restricted Boltzmann Machine with Untrained Probabilistic Layer,1,0,1,0,1,2.4008700847625732,5539,116.26953125,0.3603826,1,0,0,0,0
Extend Wave Function Collapse to Large-Scale Content Generation,1,0,0,0,0,2.4844486713409424,5539,116.26953125,0.4367142,1,0,0,0,0
HC-Ref: Hierarchical Constrained Refinement for Robust Adversarial Training of GNNs,0,0,1,0,0,2.425069808959961,5532,116.26953125,0.3770218,1,0,0,0,0
Sample Efficient Deep Reinforcement Learning via Local Planning,1,0,1,0,0,2.3393375873565674,5532,116.26953125,0.2930202,1,0,0,0,0
Open-World Multi-Task Control Through Goal-Aware Representation Learning and Adaptive Horizon Prediction,1,0,0,0,0,2.5360090732574463,5532,116.26953125,0.4956008,1,1,0,1,0
Optimal strategies in repeated games with incomplete information: the dependent case,0,0,0,1,0,2.3167781829833984,5532,116.26953125,0.2730973,1,0,0,1,0
IDS at SemEval-2020 Task 10: Does Pre-trained Language Model Know What to Emphasize?,0,1,0,0,0,2.4223012924194336,5533,116.26953125,0.3857199,1,1,0,0,0
Efficient Reinforcement Learning Using Recursive Least-Squares Methods,1,0,1,0,0,2.318351984024048,5533,116.26953125,0.2699487,1,0,0,0,0
Label Assisted Autoencoder for Anomaly Detection in Power Generation Plants,1,0,1,0,0,2.3320515155792236,5532,116.2734375,0.2902368,1,0,0,0,0
Deductive Association Networks,1,0,0,0,0,2.418062925338745,5531,116.2734375,0.3732718,1,0,0,0,0
An Optimal Transport View on Generalization,0,0,1,0,1,2.3677000999450684,5532,116.2734375,0.3146706,1,0,0,0,0
Detection of Anomalies in Multivariate Time Series Using Ensemble Techniques,0,0,1,0,1,2.319824457168579,5532,116.2734375,0.2724998,0,0,1,0,0
Blackwell Online Learning for Markov Decision Processes,0,0,1,0,0,2.334998369216919,5533,116.2734375,0.2927336,1,0,0,0,0
Scalable Neural-Probabilistic Answer Set Programming,1,0,0,0,0,2.4149861335754395,5533,116.2734375,0.3792833,1,0,0,0,0
Speed limits in traffic emission models using multi-objective optimization,0,0,0,1,0,2.3621134757995605,5533,116.2734375,0.3217674,0,0,0,1,0
Be Greedy in Multi-Armed Bandits,0,0,1,0,0,2.343219041824341,5533,116.2734375,0.3001711,1,0,0,0,0
WordRank: Learning Word Embeddings via Robust Ranking,0,1,1,0,1,2.3571956157684326,5532,116.2734375,0.3096167,1,0,0,0,0
A Survey on GANs for Anomaly Detection,0,0,1,0,1,2.3445546627044678,5531,116.2734375,0.3043439,1,0,0,0,0
Abnormal Local Clustering in Federated Learning,1,0,1,0,0,2.3526699542999268,5531,116.2734375,0.3106919,1,0,0,0,0
On Sparsifying Encoder Outputs in Sequence-to-Sequence Models,0,1,0,0,0,2.3469045162200928,5531,116.2734375,0.3043888,1,0,0,0,0
Proof nets for display logic,0,1,0,0,0,2.4784739017486572,5532,116.2734375,0.4362554,1,1,0,0,0
A Partial Regularization Method for Network Compression,0,0,1,0,1,2.40126371383667,5532,116.2734375,0.3565211,0,0,0,1,1
Reinforcement Learning in R,0,0,1,0,1,2.326091766357422,5532,116.2734375,0.2792142,1,0,0,0,0
On the stability of an adaptive learning dynamics in traffic games,0,0,0,1,0,2.4668562412261963,5532,116.2734375,0.4170971,0,0,0,1,0
Generative Modeling with Flow-Guided Density Ratio Learning,1,0,1,0,0,2.321948528289795,5531,116.2734375,0.2849392,1,0,0,0,0
Categorical Reparameterization with Gumbel-Softmax,0,0,1,0,1,2.4016966819763184,5531,116.2734375,0.3628013,1,0,0,0,0
Learning to Answer Multilingual and Code-Mixed Questions,0,1,0,0,0,2.383282423019409,5534,116.2734375,0.3441628,1,0,0,0,1
Visualizing the Consequences of Evidence in Bayesian Networks,1,0,0,0,0,2.3495826721191406,5543,116.6171875,0.3017105,1,0,1,0,0
Large Scale Clustering with Variational EM for Gaussian Mixture Models,0,0,1,0,1,2.284346342086792,5543,116.6171875,0.2353359,0,0,0,0,0
Multi-Task Learning for Mental Health using Social Media Text,0,1,0,0,0,2.4903159141540527,5534,116.6171875,0.4324459,1,0,0,0,0
A Cost-Sensitive Deep Belief Network for Imbalanced Classification,0,0,1,0,1,2.3474786281585693,5534,116.6171875,0.2925233,1,0,0,0,0
Supertagging Combinatory Categorial Grammar with Attentive Graph Convolutional Networks,0,1,0,0,0,2.3989856243133545,5534,116.6171875,0.3497246,1,0,0,0,0
Instances and Labels: Hierarchy-aware Joint Supervised Contrastive Learning for Hierarchical Multi-Label Text Classification,1,1,1,0,0,2.4187402725219727,5533,116.6171875,0.3816994,1,0,0,0,1
The Pareto-Optimal Temporal Aggregation of Energy System Models,0,0,0,1,0,2.541018009185791,5533,116.6171875,0.4935272,1,0,0,1,1
Toward a Standardized and More Accurate Indonesian Part-of-Speech Tagging,0,1,0,0,0,2.3083906173706055,5533,116.6484375,0.2627822,0,0,1,0,0
The reinforcement learning-based multi-agent cooperative approach for the adaptive speed regulation on a metallurgical pickling line,0,0,1,0,1,2.4369940757751465,5533,116.6484375,0.3874051,1,0,0,1,0
Joint mean and covariance estimation with unreplicated matrix-variate data,0,0,0,0,1,2.304194688796997,5533,116.6484375,0.2627845,0,0,1,0,0
Multi-Objective Optimization Using the R2 Utility,0,0,1,1,1,2.365262508392334,5534,116.6484375,0.3184303,0,0,0,1,0
Let-Mi: An Arabic Levantine Twitter Dataset for Misogynistic Language,0,1,0,0,0,2.435971975326538,5534,116.6484375,0.3844768,1,0,0,0,1
"Grid-side Flexibility of Power Systems in Integrating Large-scale Renewable Generations: A Critical Review on Concepts, Formulations and Solution Approaches",0,0,0,1,0,2.4386775493621826,5534,116.6484375,0.3966337,1,0,1,1,0
Guideline Learning for In-context Information Extraction,0,1,1,0,0,2.4592885971069336,5534,116.6484375,0.4233265,1,0,0,0,0
Physics-informed neural networks for non-Newtonian fluid thermo-mechanical problems: an application to rubber calendering process,0,0,1,0,0,2.342040777206421,5533,116.6484375,0.2980083,1,0,0,0,0
ChartQA: A Benchmark for Question Answering about Charts with Visual and Logical Reasoning,0,1,0,0,0,2.457094669342041,5533,116.65234375,0.4059146,1,1,0,0,0
Solving Continual Combinatorial Selection via Deep Reinforcement Learning,1,0,1,0,1,2.3495876789093018,5533,116.65234375,0.2988244,1,0,0,0,0
A Logic and Adaptive Approach for Efficient Diagnosis Systems using CBR,1,0,0,0,0,2.3629090785980225,5533,116.65234375,0.3227088,1,0,0,0,1
A Multi-Modal Context Reasoning Approach for Conditional Inference on Joint Textual and Visual Clues,0,1,0,0,0,2.435811758041382,5533,116.65234375,0.399204,1,0,0,0,1
SCDV : Sparse Composite Document Vectors using soft clustering over distributional representations,0,1,0,0,0,2.3205959796905518,5533,116.65234375,0.2878367,1,0,0,0,0
Noisy Training Improves E2E ASR for the Edge,0,1,0,0,0,2.3999931812286377,5536,116.65234375,0.370168,1,0,0,0,0
Fluid Transformers and Creative Analogies: Exploring Large Language Models' Capacity for Augmenting Cross-Domain Analogical Creativity,1,1,0,0,0,2.432072401046753,5536,116.65234375,0.3805454,1,1,0,0,0
NAIST-SIC-Aligned: Automatically-Aligned English-Japanese Simultaneous Interpretation Corpus,0,1,0,0,0,2.4586479663848877,5534,116.65234375,0.4145687,0,0,0,0,1
Heuristic Search for Multi-Objective Probabilistic Planning,1,0,0,0,0,2.3453209400177,5534,116.65234375,0.2931706,1,0,0,0,0
Diffusing Graph Attention,0,0,1,0,0,2.441110134124756,5534,116.65234375,0.4014257,1,0,0,0,0
Oracle Complexity of Second-Order Methods for Smooth Convex Optimization,0,0,0,1,0,2.404552698135376,5534,116.65234375,0.3492236,0,0,0,1,1
Evidence with Uncertain Likelihoods,1,0,0,0,0,2.3273727893829346,5534,116.65234375,0.2847918,0,0,0,0,0
Human AI interaction loop training: New approach for interactive reinforcement learning,1,0,1,0,1,2.471888303756714,5534,116.65234375,0.4193299,1,0,0,0,0
Clickbait Headline Detection in Indonesian News Sites using Multilingual Bidirectional Encoder Representations from Transformers (M-BERT),0,1,0,0,0,2.3457212448120117,5534,116.65234375,0.2935216,1,0,0,0,0
Provably Efficient Reward-Agnostic Navigation with Linear Value Iteration,0,0,1,0,1,2.421165704727173,5534,116.65234375,0.3804737,1,0,0,0,0
Active Learning-Based Optimization of Scientific Experimental Design,1,0,1,0,0,2.4412572383880615,5534,116.65234375,0.3945601,1,0,0,1,1
Bootstrapped Q-learning with Context Relevant Observation Pruning to Generalize in Text-based Games,0,1,1,0,1,2.4647343158721924,5534,116.65234375,0.4071704,1,0,0,0,0
A Local Characterization of Lyapunov Functions and Robust Stability of Perturbed Systems on Riemannian Manifolds,0,0,0,1,0,2.4052720069885254,5535,116.65234375,0.3571691,0,0,0,1,1
Manifold Coordinates with Physical Meaning,0,0,1,0,1,2.3327698707580566,5535,116.65234375,0.2790055,1,0,0,0,1
Beyond modeling: NLP Pipeline for efficient environmental policy analysis,0,1,1,0,0,2.4923365116119385,5535,116.65234375,0.4507913,1,1,0,0,0
Text is NOT Enough: Integrating Visual Impressions into Open-domain Dialogue Generation,0,1,0,0,0,2.3687212467193604,5536,116.65234375,0.3182416,1,0,0,0,1
Phase Conductor on Multi-layered Attentions for Machine Comprehension,0,1,0,0,0,2.4793968200683594,5535,116.65234375,0.4223284,1,0,0,0,0
Knowledge Base Completion for Constructing Problem-Oriented Medical Records,0,1,1,0,1,2.273766279220581,5535,116.65234375,0.2366815,0,0,0,0,0
Automatic Document Selection for Efficient Encoder Pretraining,0,1,0,0,0,2.4698245525360107,5535,116.65234375,0.4262664,1,0,0,0,0
Adaptive Stress Testing: Finding Likely Failure Events with Reinforcement Learning,1,0,0,0,0,2.3319921493530273,5535,116.65234375,0.2859736,1,0,0,0,0
Functional requirements to mitigate the Risk of Harm to Patients from Artificial Intelligence in Healthcare,1,0,0,0,0,2.4245991706848145,5535,116.65234375,0.3715907,1,0,0,0,1
Convergence Analysis of Quantized Primal-dual Algorithm in Network Utility Maximization Problems,0,0,0,1,0,2.4489331245422363,5535,116.65234375,0.3980737,1,0,0,1,0
Generative-Discriminative Variational Model for Visual Recognition,0,0,1,0,0,2.3396098613739014,5535,116.65234375,0.2866326,1,0,0,0,0
The Effect of Downstream Classification Tasks for Evaluating Sentence Embeddings,0,1,0,0,0,2.4052388668060303,5536,116.65234375,0.37598,1,0,0,0,0
BERT: A Review of Applications in Natural Language Processing and Understanding,1,1,1,0,0,2.3905420303344727,5536,116.65234375,0.3349351,1,0,0,0,1
Linear lexicographic optimization and preferential bidding system,0,0,0,1,0,2.359266757965088,5535,116.65234375,0.3050514,0,0,0,1,0
Learning When Training Data are Costly: The Effect of Class Distribution on Tree Induction,1,0,0,0,0,2.3805177211761475,5536,116.65234375,0.3268687,1,0,0,0,0
LM-Debugger: An Interactive Tool for Inspection and Intervention in Transformer-Based Language Models,0,1,0,0,0,2.355196714401245,5536,116.65234375,0.3043801,1,0,0,0,0
Soft Merging of Experts with Adaptive Routing,0,0,1,0,0,2.355137825012207,5534,116.65234375,0.3091284,1,0,0,0,0
Multi-Target XGBoostLSS Regression,0,0,1,0,0,2.3049938678741455,5534,116.65234375,0.2530358,0,0,0,0,0
Reliable and Interpretable Drift Detection in Streams of Short Texts,0,1,0,0,0,2.3669791221618652,5534,116.65234375,0.3138499,1,0,1,0,0
Modelling Patient Trajectories Using Multimodal Information,0,0,1,0,0,2.441892147064209,5534,116.65234375,0.3938837,0,0,1,0,1
An initial alignment between neural network and target is needed for gradient descent to learn,0,0,1,0,0,2.3681297302246094,5534,116.65234375,0.3266908,1,0,0,0,0
Stance detection in online discussions,0,1,0,0,0,2.3441014289855957,5536,116.65234375,0.3057737,1,0,0,0,0
Design quality functionals for control systems with exponential activation function,0,0,0,1,0,2.3697712421417236,5536,116.65234375,0.3392177,0,0,0,1,1
Single-level Adversarial Data Synthesis based on Neural Tangent Kernels,0,0,1,0,0,2.3680922985076904,5534,116.65234375,0.3344,1,0,0,0,0
A geometric integration approach to smooth optimisation: Foundations of the discrete gradient method,0,0,0,1,0,2.4018120765686035,5534,116.65234375,0.3520354,0,0,0,1,1
Strong duality for a problem of linear copositive programming,0,0,0,1,0,2.353153705596924,5548,116.65234375,0.3087968,1,0,0,1,0
Deep Reinforcement Learning with Model Learning and Monte Carlo Tree Search in Minecraft,1,0,1,0,1,2.4043402671813965,5550,116.65234375,0.3555527,1,0,0,0,1
Non-convex Fraction Function Penalty: Sparse Signals Recovered from Quasi-linear Systems,0,0,0,1,0,2.25661039352417,5543,116.65234375,0.2163746,0,0,1,0,0
Fair Classification and Social Welfare,1,0,1,0,1,2.3873167037963867,5544,116.65234375,0.3570101,1,0,0,0,0
Enhanced Global Optimization with Parallel Global and Local Structures,0,0,0,1,0,2.3537557125091553,5544,116.65234375,0.3042482,0,0,0,1,1
LearningWord Embeddings for Low-resource Languages by PU Learning,0,1,0,0,0,2.338846206665039,5536,116.65234375,0.2821334,1,0,0,0,0
Stochastic Newton and Cubic Newton Methods with Simple Local Linear-Quadratic Rates,0,0,1,1,1,2.4431328773498535,5536,116.65234375,0.3875016,1,0,1,0,1
Tight Linear Convergence Rate Bounds for Douglas-Rachford Splitting and ADMM,0,0,0,1,0,2.3193070888519287,5536,116.65234375,0.298224,0,0,0,1,1
Risk-Sensitive Deep RL: Variance-Constrained Actor-Critic Provably Finds Globally Optimal Policy,0,0,1,1,1,2.321211099624634,5536,116.65234375,0.2780287,1,0,0,0,0
Imaginations of WALL-E : Reconstructing Experiences with an Imagination-Inspired Module for Advanced AI Systems,1,1,0,0,0,2.351835250854492,5536,116.65234375,0.299778,1,0,0,0,1
HAIDA: Biometric technological therapy tools for neurorehabilitation of Cognitive Impairment,0,0,1,0,0,2.357377529144287,5536,116.65234375,0.3007142,1,0,0,0,1
Some Strategies to Capture Karaka-Yogyata with Special Reference to apadana,0,1,0,0,0,2.245833396911621,5536,116.65234375,0.2123134,0,0,0,0,0
Aspect and Opinion Term Extraction for Hotel Reviews using Transfer Learning and Auxiliary Labels,0,1,0,0,0,2.308711051940918,5536,116.65234375,0.2537323,1,0,0,0,0
Two-level Graph Neural Network,1,0,1,0,0,2.451587200164795,5536,116.65234375,0.4081427,1,0,0,0,0
Multi-input control-affine systems static feedback equivalent to a triangular form and their flatness,0,0,0,1,0,2.356792688369751,5537,116.65234375,0.3136407,0,0,0,1,1
Learning 3D Representations of Molecular Chirality with Invariance to Bond Rotations,0,0,1,0,0,2.3404579162597656,5537,116.65234375,0.2888883,1,0,0,0,0
Stochastic Batch Acquisition: A Simple Baseline for Deep Active Learning,0,0,1,0,1,2.329709053039551,5536,116.65234375,0.2739322,1,0,0,0,0
Uncertainty Quantification of Surrogate Explanations: an Ordinal Consensus Approach,1,0,1,0,1,2.3471481800079346,5536,116.65234375,0.3062339,1,0,0,0,0
Stepwise Extractive Summarization and Planning with Structured Transformers,0,1,0,0,0,2.3270037174224854,5536,116.65234375,0.2703648,1,0,0,0,0
Optimal Cooperative Inference,0,0,1,0,0,2.419398546218872,5536,116.65234375,0.3767675,1,0,0,1,1
Early Discovery of Emerging Entities in Microblogs,0,1,0,0,0,2.299468755722046,5536,116.65234375,0.2537608,1,0,0,0,0
The Service Academy Brigade Reassignment Problem,0,0,0,1,0,2.255380630493164,5536,116.65234375,0.2096839,0,0,0,1,0
Imitating Graph-Based Planning with Goal-Conditioned Policies,1,0,1,0,0,2.431398630142212,5536,116.65234375,0.3864962,1,0,0,0,0
Learning with Noise: Enhance Distantly Supervised Relation Extraction with Dynamic Transition Matrix,0,1,0,0,0,2.3243284225463867,5536,116.65234375,0.2789597,1,0,0,0,0
Scalable Spectral Clustering with Group Fairness Constraints,0,0,1,0,1,2.308250904083252,5536,116.65234375,0.2648389,1,0,0,0,0
Mondrian Forests for Large-Scale Regression when Uncertainty Matters,0,0,1,0,1,2.3545079231262207,5536,116.65234375,0.3158176,1,0,0,0,0
AdaBoost-assisted Extreme Learning Machine for Efficient Online Sequential Classification,0,0,1,0,1,2.3156003952026367,5536,116.65234375,0.2747963,1,0,0,0,0
Statistical inference on errorfully observed graphs,0,0,0,0,1,2.30269718170166,5536,116.65234375,0.2596287,0,0,1,0,0
Grey Wolf Optimizer and Whale Optimization Algorithm for Stochastic Inventory Management of Reusable Products in a two-level Supply Chain,0,0,0,1,0,2.4470489025115967,5537,116.65234375,0.3949229,0,0,1,1,1
Multimodal Transformer-based Model for Buchwald-Hartwig and Suzuki-Miyaura Reaction Yield Prediction,1,0,1,0,0,2.330824613571167,5537,116.65234375,0.2830332,1,0,0,0,0
A further improvement of a minimax theorem of Borenshtein and Shulman,0,0,0,1,0,2.3976244926452637,5535,116.65234375,0.3533841,0,0,0,1,0
On $w$-mixtures: Finite convex combinations of prescribed component distributions,0,0,1,0,0,2.4702460765838623,5535,116.65234375,0.4401705,1,0,0,0,0
