text,true_label,predicted_label,peak_memory_usage,max_vram_usage,inference_time,num_input_tokens,num_output_tokens
bring on the sequel .,positive,positive,1475.05078125,2362.96337890625,1.2977503000292927,133,1
graced with the kind of social texture and realism that would be foreign in american teen comedies .,positive,positive,1475.0546875,2365.43115234375,1.2715687999734655,148,1
"if we sometimes need comforting fantasies about mental illness , we also need movies like tim mccann's revolution no . 9 .",positive,positive,1475.0625,2366.25439453125,1.273173600086011,153,1
"the film occasionally tries the viewer's patience with slow pacing and a main character who sometimes defies sympathy , but it ultimately satisfies with its moving story .",positive,positive,1475.0625,2367.07666015625,1.2869298999430612,158,1
"a big-budget/all-star movie as unblinkingly pure as the hours is a distinct rarity , and an event .",positive,positive,1475.0625,2365.92529296875,1.2695205999771133,151,1
". . . certainly an entertaining ride , despite many talky , slow scenes . but something seems to be missing . a sense of real magic , perhaps .",positive,negative,1475.0625,2367.24169921875,1.2829006999963894,159,1
that haynes can both maintain and dismantle the facades that his genre and his character construct is a wonderous accomplishment of veracity and narrative grace .,positive,positive,1475.0625,2367.07666015625,1.2754852999933064,158,1
"the movie worked for me right up to the final scene , and then it caved in .",positive,negative,1475.0703125,2365.26708984375,1.271172699984163,147,1
. . . one of the most entertaining monster movies in ages . . .,positive,positive,1475.07421875,2364.60888671875,1.2683149999938905,143,1
"plunges you into a reality that is , more often then not , difficult and sad , and then , without sentimentalizing it or denying its brutality , transforms that reality into a lyrical and celebratory vision .",positive,positive,1475.07421875,2369.05126953125,1.2541570999892429,170,1
"would you laugh if a tuba-playing dwarf rolled down a hill in a trash can ? do you chuckle at the thought of an ancient librarian whacking a certain part of a man's body ? if you answered yes , by all means enjoy the new guy .",positive,negative,1475.078125,2371.16650390625,1.2564141999464482,181,1
"the film is . . . determined to treat its characters , weak and strong , as fallible human beings , not caricatures , and to carefully delineate the cost of the inevitable conflicts between human urges and an institution concerned with self-preservation .",positive,positive,1475.078125,2370.20361328125,1.2544363000197336,177,1
"missteps take what was otherwise a fascinating , riveting story and send it down the path of the mundane .",positive,negative,1475.08203125,2365.76025390625,1.2574079000623897,150,1
an indispensable peek at the art and the agony of making people laugh .,positive,positive,1475.08203125,2364.44384765625,1.3027495999122038,142,1
steadfastly uncinematic but powerfully dramatic .,positive,positive,1475.0859375,2363.78564453125,1.3010910999728367,138,1
the engagingly primitive animated special effects contribute to a mood that's sustained through the surprisingly somber conclusion .,positive,positive,1475.0859375,2365.59619140625,1.2663424999918789,149,1
"made-up lampoons the moviemaking process itself , while shining a not particularly flattering spotlight on america's skin-deep notions of pulchritude .",positive,positive,1475.0859375,2367.24169921875,1.2717069999780506,159,1
evokes the 19th century with a subtlety that is an object lesson in period filmmaking .,positive,positive,1475.0859375,2365.76025390625,1.2602578999940306,150,1
ya-yas everywhere will forgive the flaws and love the film .,positive,positive,1475.0859375,2364.27978515625,1.295227500027977,141,1
"the film's best trick is the way that it treats conspiracy as a kind of political blair witch , a monstrous murk that haunts us precisely because it can never be seen .",positive,positive,1475.09375,2368.22900390625,1.2625112999230623,165,1
"the artwork is spectacular and unlike most animaton from japan , the characters move with grace and panache .",positive,positive,1475.09375,2365.59619140625,1.2622303999960423,149,1
the picture's fascinating byways are littered with trenchant satirical jabs at the peculiar egocentricities of the acting breed .,positive,positive,1475.09375,2366.74755859375,1.2814655000111088,156,1
the modern remake of dumas's story is long on narrative and ( too ) short on action .,positive,negative,1475.09375,2365.43115234375,1.2664817000040784,148,1
"fred schepisi's film is paced at a speed that is slow to those of us in middle age and deathly slow to any teen . with a cast of a-list brit actors , it is worth searching out .",positive,positive,1475.09375,2369.38037109375,1.2595895999111235,172,1
suffers from its timid parsing of the barn-side target of sons trying to breach gaps in their relationships with their fathers .,positive,negative,1475.09765625,2365.92529296875,1.2633632000070065,151,1
"nonchalantly freaky and uncommonly pleasurable , warm water may well be the year's best and most unpredictable comedy .",positive,positive,1475.1015625,2366.25439453125,1.2638562999200076,153,1
"it's like an old warner bros . costumer jived with sex -- this could be the movie errol flynn always wanted to make , though bette davis , cast as joan , would have killed him .",positive,negative,1475.1015625,2369.87451171875,1.2508526999736205,175,1
it's a great american adventure and a wonderful film to bring to imax .,positive,positive,1475.10546875,2364.77294921875,1.2614795999834314,144,1
"satisfyingly scarifying , fresh and old-fashioned at the same time .",positive,positive,1475.10546875,2364.44384765625,1.3171243999386206,142,1
"oh , james ! your 20th outing shows off a lot of stamina and vitality , and get this , madonna's cameo doesn't suck !",positive,positive,1475.10546875,2367.07666015625,1.26107529993169,158,1
a genuine mind-bender .,positive,positive,1475.10546875,2363.12744140625,1.3033091999823228,134,1
that death is merely a transition is a common tenet in the world's religions . this deeply spiritual film taps into the meaning and consolation in afterlife communications .,positive,positive,1475.1171875,2367.40576171875,1.2610738000366837,160,1
there is something that is so meditative and lyrical about babak payami's boldly quirky iranian drama secret ballot . . . a charming and evoking little ditty that manages to show the gentle and humane side of middle eastern world politics,positive,positive,1475.1171875,2370.20361328125,1.2574297999963164,177,1
"a huge box-office hit in korea , shiri is a must for genre fans .",positive,positive,1475.1171875,2365.10205078125,1.2678880000021309,146,1
". . . planos fijos , tomas largas , un ritmo pausado y una sutil observación de sus personajes , sin estridencias ni grandes revelaciones .",positive,negative,1475.1171875,2368.72216796875,1.251550400047563,168,1
"i'm not a fan of the phrase 'life affirming' because it usually means 'schmaltzy , ' but real women have curves truly is life affirming .",positive,negative,1475.1171875,2367.89990234375,1.2893696000101045,163,1
the symbols float like butterflies and the spinning styx sting like bees . i wanted more .,positive,negative,1475.1171875,2365.10205078125,1.2759300000034273,146,1
"if it's unnerving suspense you're after -- you'll find it with ring , an indisputably spooky film ; with a screenplay to die for .",positive,positive,1475.10546875,2367.24169921875,1.2639241999713704,159,1
"the art direction and costumes are gorgeous and finely detailed , and kurys' direction is clever and insightful .",positive,positive,1475.10546875,2365.59619140625,1.2542928999755532,149,1
red dragon makes one appreciate silence of the lambs .,positive,positive,1475.10546875,2363.95068359375,1.3023382999235764,139,1
"proves a servicable world war ii drama that can't totally hide its contrivances , but it at least calls attention to a problem hollywood too long has ignored .",positive,positive,1475.109375,2367.73486328125,1.263968399958685,162,1
"leigh isn't breaking new ground , but he knows how a daily grind can kill love .",positive,negative,1475.109375,2365.26708984375,1.267662200029008,147,1
"while broomfield's film doesn't capture the effect of these tragic deaths on hip-hop culture , it succeeds as a powerful look at a failure of our justice system .",positive,positive,1475.109375,2367.73486328125,1.259891299996525,162,1
". . . strips bible stores of the potential for sanctimoniousness , making them meaningful for both kids and church-wary adults .",positive,positive,1475.12109375,2366.58349609375,1.2684829999925569,155,1
"laugh-out-loud lines , adorably ditsy but heartfelt performances , and sparkling , bittersweet dialogue that cuts to the chase of the modern girl's dilemma .",positive,positive,1475.1328125,2367.89990234375,1.267535399994813,163,1
"tends to pile too many "" serious issues "" on its plate at times , yet remains fairly light , always entertaining , and smartly written .",positive,positive,1475.13671875,2366.74755859375,1.2660298000555485,156,1
a solidly entertaining little film .,positive,positive,1475.13671875,2363.29248046875,1.302822700003162,135,1
"it's an entertaining movie , and the effects , boosted to the size of a downtown hotel , will all but take you to outer space .",positive,positive,1475.13671875,2366.74755859375,1.2689877999946475,156,1
"sayles has a knack for casting , often resurrecting performers who rarely work in movies now . . . and drawing flavorful performances from bland actors .",positive,negative,1475.140625,2366.91259765625,1.2606665999628603,157,1
"despite an overwrought ending , the film works as well as it does because of the performances .",positive,positive,1475.140625,2365.43115234375,1.2615740000037476,148,1
a passionately inquisitive film determined to uncover the truth and hopefully inspire action .,positive,positive,1475.14453125,2364.77294921875,1.2791855999967083,144,1
"though nijinsky's words grow increasingly disturbed , the film maintains a beguiling serenity and poise that make it accessible for a non-narrative feature .",positive,positive,1475.14453125,2367.73486328125,1.2615013000322506,162,1
a muddle splashed with bloody beauty as vivid as any scorsese has ever given us .,positive,positive,1475.1484375,2365.43115234375,1.2635045000351965,148,1
"from both a great and a terrible story , mr . nelson has made a film that is an undeniably worthy and devastating experience .",positive,positive,1475.15234375,2366.74755859375,1.2617380000883713,156,1
"spider-man is about growing strange hairs , getting a more mature body , and finding it necessary to hide new secretions from the parental units .",positive,negative,1475.16015625,2366.74755859375,1.2680145999183878,156,1
the first shocking thing about sorority boys is that it's actually watchable . even more baffling is that it's funny .,positive,positive,1475.16015625,2366.58349609375,1.2672716000815853,155,1
"highlighted by a gritty style and an excellent cast , it's better than one might expect when you look at the list of movies starring ice-t in a major role .",positive,positive,1475.1640625,2367.57080078125,1.2644098999444395,161,1
"neither quite a comedy nor a romance , more of an impish divertissement of themes that interest attal and gainsbourg -- they live together -- the film has a lot of charm .",positive,positive,1475.1640625,2368.22900390625,1.2462793999584392,165,1
"first and foremost . . . the reason to go see "" blue crush "" is the phenomenal , water-born cinematography by david hennings .",positive,positive,1475.171875,2366.91259765625,1.2621747000375763,157,1
"a visionary marvel , but it's lacking a depth in storytelling usually found in anime like this .",positive,positive,1475.171875,2365.26708984375,1.2674433999927714,147,1
"the problems and characters it reveals are universal and involving , and the film itself -- as well its delightful cast -- is so breezy , pretty and gifted , it really won my heart .",positive,positive,1475.203125,2368.22900390625,1.255224799970165,165,1
"in his latest effort , storytelling , solondz has finally made a movie that isn't just offensive -- it also happens to be good .",positive,positive,1475.203125,2366.74755859375,1.2625783000839874,156,1
"how i killed my father would be a rarity in hollywood . it's an actor's showcase that accomplishes its primary goal without the use of special effects , but rather by emphasizing the characters -- including the supporting ones .",positive,positive,1475.2109375,2369.38037109375,1.259565099957399,172,1
"i just saw this movie . . . well , it's probably not accurate to call it a movie .",positive,negative,1475.2109375,2365.59619140625,1.2528562999796122,149,1
"what's most memorable about circuit is that it's shot on digital video , whose tiny camera enables shafer to navigate spaces both large . . . and small . . . with considerable aplomb .",positive,positive,1475.2109375,2368.55810546875,1.2495538999792188,167,1
"scherfig , the writer-director , has made a film so unabashedly hopeful that it actually makes the heart soar . yes , soar .",positive,positive,1475.21875,2367.07666015625,1.2742318999953568,158,1
a delicious and delicately funny look at the residents of a copenhagen neighborhood coping with the befuddling complications life tosses at them .,positive,positive,1475.23046875,2366.74755859375,1.2774291998939589,156,1
""" what really happened ? "" is a question for philosophers , not filmmakers ; all the filmmakers need to do is engage an audience .",positive,negative,1475.234375,2366.41845703125,1.262340100016445,154,1
"soderbergh , like kubrick before him , may not touch the planet's skin , but understands the workings of its spirit .",positive,positive,1475.234375,2366.74755859375,1.278821500018239,156,1
"much credit must be given to the water-camera operating team of don king , sonny miller , and michael stewart . their work is fantastic .",positive,positive,1475.234375,2367.07666015625,1.2735208000522107,158,1
crush is so warm and fuzzy you might be able to forgive its mean-spirited second half .,positive,positive,1475.234375,2365.43115234375,1.2734573999186978,148,1
"franco is an excellent choice for the walled-off but combustible hustler , but he does not give the transcendent performance sonny needs to overcome gaps in character development and story logic .",positive,negative,1475.23828125,2368.55810546875,1.2578365000663325,167,1
"tsai ming-liang's witty , wistful new film , what time is it there ? , is a temporal inquiry that shoulders its philosophical burden lightly .",positive,positive,1475.23828125,2367.40576171875,1.2628283000085503,160,1
the pianist lacks the quick emotional connections of steven spielberg's schindler's list . but mr . polanski creates images even more haunting than those in mr . spielberg's 1993 classic .,positive,negative,1475.25,2369.38037109375,1.2613382999552414,172,1
"steers , in his feature film debut , has created a brilliant motion picture .",positive,positive,1475.26171875,2364.77294921875,1.2632366999750957,144,1
"a brilliant , absurd collection of vignettes that , in their own idiosyncratic way , sum up the strange horror of life in the new millennium .",positive,positive,1475.26171875,2367.40576171875,1.2584925999399275,160,1
"as warm as it is wise , deftly setting off uproarious humor with an underlying seriousness that sneaks up on the viewer , providing an experience that is richer than anticipated .",positive,positive,1475.26171875,2368.06396484375,1.2704461000394076,164,1
"the film may not hit as hard as some of the better drug-related pictures , but it still manages to get a few punches in .",positive,positive,1475.26171875,2366.58349609375,1.2823721000459045,155,1
old-fashioned but thoroughly satisfying entertainment .,positive,positive,1475.26171875,2363.29248046875,1.3084313999861479,135,1
"an energizing , intoxicating documentary charting the rise of hip-hop culture in general and the art of scratching ( or turntablism ) in particular .",positive,positive,1475.26171875,2367.24169921875,1.2671567000215873,159,1
"a fun family movie that's suitable for all ages -- a movie that will make you laugh , cry and realize , 'it's never too late to believe in your dreams . '",positive,positive,1475.26171875,2368.06396484375,1.287105800001882,164,1
if you open yourself up to mr . reggio's theory of this imagery as the movie's set . . . it can impart an almost visceral sense of dislocation and change .,positive,positive,1475.26171875,2368.06396484375,1.2638240000233054,164,1
"i had a dream that a smart comedy would come along to rescue me from a summer of teen-driven , toilet-humor codswallop , and its name was earnest .",positive,positive,1475.26171875,2367.89990234375,1.292913099983707,163,1
"even though the film doesn't manage to hit all of its marks , it's still entertaining to watch the target practice .",positive,positive,1475.26171875,2366.08935546875,1.3118928000330925,152,1
"where this was lazy but enjoyable , a formula comedy redeemed by its stars , that is even lazier and far less enjoyable .",positive,positive,1475.26171875,2366.25439453125,1.2683991000521928,153,1
"the 3-d vistas from orbit , with the space station suspended like a huge set of wind chimes over the great blue globe , are stanzas of breathtaking , awe-inspiring visual poetry .",positive,positive,1475.26171875,2368.72216796875,1.2587745999917388,168,1
"the attraction between these two marginal characters is complex from the start -- and , refreshingly , stays that way .",positive,positive,1475.26171875,2365.76025390625,1.3234434999758378,150,1
fans of the modern day hong kong action film finally have the worthy successor to a better tomorrow and the killer which they have been patiently waiting for .,positive,positive,1475.26171875,2367.24169921875,1.4669673000462353,159,1
"even when he's not at his most critically insightful , godard can still be smarter than any 50 other filmmakers still at work .",positive,positive,1475.26953125,2366.58349609375,1.3381767999380827,155,1
what sets this romantic comedy apart from most hollywood romantic comedies is its low-key way of tackling what seems like done-to-death material .,positive,positive,1475.28515625,2366.74755859375,1.3307307000504807,156,1
"has enough wit , energy and geniality to please not only the fanatical adherents on either side , but also people who know nothing about the subject and think they're not interested .",positive,positive,1475.28515625,2368.39306640625,1.3298365999944508,166,1
this seductive tease of a thriller gets the job done . it's a scorcher .,positive,positive,1475.28515625,2365.10205078125,1.4051081999205053,146,1
"bittersweet comedy/drama full of life , hand gestures , and some really adorable italian guys .",positive,positive,1475.28515625,2365.43115234375,1.413708099978976,148,1
works as pretty contagious fun .,positive,positive,1475.28515625,2363.12744140625,0.7350310999900103,134,1
"the best didacticism is one carried by a strong sense of humanism , and bertrand tavernier's oft-brilliant safe conduct ( "" laissez-passer "" ) wears its heart on its sleeve .",positive,positive,1475.30078125,2369.21630859375,1.3417647000169381,171,1
a realistically terrifying movie that puts another notch in the belt of the long list of renegade-cop tales .,positive,positive,1475.30078125,2365.76025390625,1.1412947000935674,150,1
"a charming , banter-filled comedy . . . one of those airy cinematic bon bons whose aims -- and by extension , accomplishments -- seem deceptively slight on the surface .",positive,positive,1475.31640625,2367.89990234375,1.1223471000557765,163,1
a film with almost as many delights for adults as there are for children and dog lovers .,positive,positive,1475.31640625,2365.10205078125,1.1034815999446437,146,1
serious movie-goers embarking upon this journey will find that the road to perdition leads to a satisfying destination .,positive,positive,1475.31640625,2365.92529296875,1.1178970000473782,151,1
heartwarming and gently comic even as the film breaks your heart .,positive,positive,1475.31640625,2364.44384765625,1.1153749000513926,142,1
"caruso sometimes descends into sub-tarantino cuteness . . . but for the most part he makes sure the salton sea works the way a good noir should , keeping it tight and nasty .",positive,positive,1475.31640625,2368.88720703125,1.1162672999780625,169,1
"a "" black austin powers ? "" i prefer to think of it as "" pootie tang with a budget . "" sa da tay !",positive,negative,1475.3203125,2366.91259765625,1.1052755999844521,157,1
"oddly , the film isn't nearly as downbeat as it sounds , but strikes a tone that's alternately melancholic , hopeful and strangely funny .",positive,positive,1475.3203125,2367.07666015625,1.1029912000522017,158,1
"i would be shocked if there was actually one correct interpretation , but that shouldn't make the movie or the discussion any less enjoyable .",positive,positive,1475.3203125,2366.41845703125,1.103928199969232,154,1
chouraqui brings documentary-like credibility to the horrors of the killing field and the barbarism of 'ethnic cleansing . ',positive,positive,1475.3203125,2366.25439453125,1.1074208999052644,153,1
the best thing i can say about this film is that i can't wait to see what the director does next .,positive,positive,1475.3203125,2365.92529296875,1.1209387000417337,151,1
smarter than its commercials make it seem .,positive,positive,1475.3203125,2363.45654296875,1.111619499977678,136,1
great character interaction .,positive,positive,1475.3203125,2362.79833984375,1.1007815999910235,132,1
one of the funnier movies in town .,positive,positive,1475.328125,2363.62158203125,1.1019157000118867,137,1
campanella's competent direction and his excellent cast overcome the obstacles of a predictable outcome and a screenplay that glosses over rafael's evolution .,positive,positive,1475.33203125,2367.07666015625,1.0908915000036359,158,1
by turns very dark and very funny .,positive,positive,1475.33203125,2363.45654296875,1.0958018000237644,136,1
steven soderbergh doesn't remake andrei tarkovsky's solaris so much as distill it .,positive,positive,1475.33203125,2366.08935546875,1.0811370000010356,152,1
"for more than two decades mr . nachtwey has traveled to places in the world devastated by war , famine and poverty and documented the cruelty and suffering he has found with an devastating , eloquent clarity .",positive,positive,1475.33984375,2369.05126953125,1.1067480000201613,170,1
simultaneously heartbreakingly beautiful and exquisitely sad .,positive,positive,1475.33984375,2364.11474609375,1.172900699893944,140,1
"though overall an overwhelmingly positive portrayal , the film doesn't ignore the more problematic aspects of brown's life .",positive,positive,1475.33984375,2365.59619140625,1.2068650999572128,149,1
the philosophical musings of the dialogue jar against the tawdry soap opera antics of the film's action in a way that is surprisingly enjoyable .,positive,positive,1475.33984375,2366.91259765625,1.2219908999977633,157,1
"not too fancy , not too filling , not too fluffy , but definitely tasty and sweet .",positive,positive,1475.36328125,2365.10205078125,1.1521071000024676,146,1
"quando tiros em columbine acerta o alvo ( com o perdão do trocadilho ) , não há como negar o brilhantismo da argumentação de seu diretor .",positive,positive,1475.3828125,2369.05126953125,1.13158739998471,170,1
"director lee has a true cinematic knack , but it's also nice to see a movie with its heart so thoroughly , unabashedly on its sleeve .",positive,positive,1475.3984375,2367.07666015625,1.1045384000753984,158,1
"as allen's execution date closes in , the documentary gives an especially poignant portrait of her friendship with the never flagging legal investigator david presson .",positive,positive,1475.40234375,2366.91259765625,1.101712900097482,157,1
jones has tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers .,positive,positive,1475.40234375,2365.76025390625,1.1143303000135347,150,1
"a vivid , spicy footnote to history , and a movie that grips and holds you in rapt attention from start to finish .",positive,positive,1475.40234375,2366.25439453125,1.115487299975939,153,1
"if s&m seems like a strange route to true love , maybe it is , but it's to this film's ( and its makers' ) credit that we believe that that's exactly what these two people need to find each other -- and themselves .",positive,positive,1475.4140625,2370.36767578125,1.1277199999894947,178,1
"if the film's vision of sport as a secular religion is a bit cloying , its through-line of family and community is heartening in the same way that each season marks a new start .",positive,positive,1475.41796875,2368.72216796875,1.0873188999248669,168,1
one of the best of a growing strain of daring films . . . that argue that any sexual relationship that doesn't hurt anyone and works for its participants is a relationship that is worthy of our respect .,positive,positive,1475.42578125,2368.72216796875,1.1130416999803856,168,1
an adorably whimsical comedy that deserves more than a passing twinkle .,positive,positive,1475.42578125,2364.77294921875,1.0970900000538677,144,1
"an engrossing story that combines psychological drama , sociological reflection , and high-octane thriller .",positive,positive,1475.4296875,2365.59619140625,1.0847237000707537,149,1
"it's easy to be cynical about documentaries in which underdogs beat the odds and the human spirit triumphs , but westbrook's foundation and dalrymple's film earn their uplift .",positive,positive,1475.4375,2368.39306640625,1.078353099990636,166,1
mel gibson fights the good fight in vietnam in director randall wallace's flag-waving war flick with a core of decency .,positive,positive,1475.44921875,2366.74755859375,1.1153001999482512,156,1
"there's real visual charge to the filmmaking , and a strong erotic spark to the most crucial lip-reading sequence .",positive,positive,1475.44921875,2366.08935546875,1.0896669999929145,152,1
"a brutal and funny work . nicole holofcenter , the insightful writer/director responsible for this illuminating comedy doesn't wrap the proceedings up neatly but the ideas tie together beautifully .",positive,positive,1475.44921875,2368.22900390625,1.134978900081478,165,1
"the film is a blunt indictment , part of a perhaps surreal campaign to bring kissinger to trial for crimes against humanity .",positive,negative,1475.44921875,2366.08935546875,1.145888000028208,152,1
one of the most important and exhilarating forms of animated filmmaking since old walt doodled steamboat willie .,positive,positive,1475.453125,2366.08935546875,1.309049400035292,152,1
move over bond ; this girl deserves a sequel .,positive,positive,1475.453125,2363.78564453125,0.6971100999508053,138,1
the kind of trifle that date nights were invented for .,positive,positive,1475.453125,2364.11474609375,1.4674826000118628,140,1
". it's a testament to the film's considerable charm that it succeeds in entertaining , despite playing out like a feature-length sitcom replete with stereotypical familial quandaries . there's a sheer unbridled delight in the way the story unfurls . . .",positive,positive,1475.45703125,2371.04052734375,1.324740800075233,180,1
tells ( the story ) with such atmospheric ballast that shrugging off the plot's persnickety problems is simply a matter of ( being ) in a shrugging mood .,positive,positive,1475.45703125,2367.89990234375,1.201070399954915,163,1
"the film is hard to dismiss -- moody , thoughtful , and lit by flashes of mordant humor .",positive,positive,1475.46875,2365.76025390625,1.1536898000631481,150,1
"if the man from elysian fields is doomed by its smallness , it is also elevated by it--the kind of movie that you enjoy more because you're one of the lucky few who sought it out .",positive,positive,1475.48046875,2369.21630859375,1.1716414000838995,171,1
what emerges is an unsettling picture of childhood innocence combined with indoctrinated prejudice . promises is a compelling piece that demonstrates just how well children can be trained to live out and carry on their parents' anguish .,positive,negative,1475.48046875,2368.88720703125,1.2413777000037953,169,1
meticulously uncovers a trail of outrageous force and craven concealment .,positive,positive,1475.48046875,2364.44384765625,1.2047487000236288,142,1
"hey , happy ! is many things -- stoner midnight flick , sci-fi deconstruction , gay fantasia -- but above all it's a love story as sanguine as its title .",positive,positive,1475.48046875,2368.39306640625,1.1687260000035167,166,1
you won't look at religious fanatics -- or backyard sheds -- the same way again .,positive,negative,1475.48046875,2365.10205078125,1.1597865000367165,146,1
at its best . . . festival in cannes bubbles with the excitement of the festival in cannes .,positive,positive,1475.48046875,2365.59619140625,1.1227136000525206,149,1
there is a general air of exuberance in all about the benjamins that's hard to resist .,positive,positive,1475.48046875,2365.76025390625,1.1421348999720067,150,1
a lovably old-school hollywood confection .,positive,positive,1475.48046875,2363.78564453125,1.1671711000381038,138,1
"i'm happy to have seen it -- not as an alternate version , but as the ultimate exercise in viewing deleted scenes .",positive,positive,1475.48046875,2366.08935546875,1.154425699962303,152,1
"by turns gripping , amusing , tender and heart-wrenching , laissez-passer has all the earmarks of french cinema at its best .",positive,positive,1475.48046875,2366.91259765625,1.1256158000323921,157,1
the warnings to resist temptation in this film . . . are blunt and challenging and offer no easy rewards for staying clean .,positive,negative,1475.46875,2366.08935546875,1.1437366999452934,152,1
wonder of wonders -- a teen movie with a humanistic message .,positive,positive,1475.46875,2364.27978515625,1.112359800026752,141,1
a quirky comedy set in newfoundland that cleverly captures the dry wit that's so prevalent on the rock .,positive,positive,1475.46875,2365.76025390625,1.0928800000110641,150,1
peppered with witty dialogue and inventive moments .,positive,positive,1475.46875,2363.62158203125,1.1326706999680027,137,1
i'd rather watch a rerun of the powerpuff girls,positive,negative,1475.46875,2364.27978515625,1.1401296999538317,141,1
with the prospect of films like kangaroo jack about to burst across america's winter movie screens it's a pleasure to have a film like the hours as an alternative .,positive,positive,1475.46875,2367.57080078125,1.1177002000622451,161,1
"the wonderful combination of the sweetness and the extraordinary technical accomplishments of the first film are maintained , but its overall impact falls a little flat with a storyline that never quite delivers the original magic .",positive,positive,1475.46875,2368.22900390625,1.1204873999813572,165,1
"like its title character , this nicholas nickleby finds itself in reduced circumstances -- and , also like its hero , it remains brightly optimistic , coming through in the end .",positive,positive,1475.46875,2367.89990234375,1.1511602000100538,163,1
"as a thoughtful and unflinching examination of an alternative lifestyle , sex with strangers is a success .",positive,negative,1475.46875,2365.59619140625,1.111592400004156,149,1
"unpretentious , charming , quirky , original",positive,positive,1475.46875,2363.62158203125,1.1587950000539422,137,1
"spinning a web of dazzling entertainment may be overstating it , but "" spider-man "" certainly delivers the goods .",positive,positive,1475.46875,2365.76025390625,1.1560557999182492,150,1
"other than the slightly flawed ( and fairly unbelievable ) finale , everything else is top shelf .",positive,positive,1475.48046875,2365.10205078125,1.1628030999563634,146,1
"this fascinating look at israel in ferment feels as immediate as the latest news footage from gaza and , because of its heightened , well-shaped dramas , twice as powerful .",positive,positive,1475.48046875,2367.73486328125,1.0927596000256017,162,1
manages to delight without much of a story .,positive,positive,1475.5,2363.62158203125,1.1530984999844804,137,1
there's no denying that burns is a filmmaker with a bright future ahead of him .,positive,positive,1475.5,2364.93798828125,1.106675099930726,145,1
i have a confession to make : i didn't particularly like e . t . the first time i saw it as a young boy . that is because - damn it ! - i also wanted a little alien as a friend !,positive,positive,1475.5,2369.54541015625,1.1303979998920113,173,1
"fairy-tale formula , serves as a paper skeleton for some very good acting , dialogue , comedy , direction and especially charm .",positive,positive,1475.5,2366.25439453125,1.10394429997541,153,1
"a genuinely funny ensemble comedy that also asks its audience -- in a heartwarming , nonjudgmental kind of way -- to consider what we value in our daily lives .",positive,positive,1475.5,2367.89990234375,1.0858266000868753,163,1
"though the aboriginal aspect lends the ending an extraordinary poignancy , and the story itself could be played out in any working class community in the nation .",positive,positive,1475.5,2367.24169921875,1.15084899996873,159,1
an energetic and engaging film that never pretends to be something it isn't .,positive,positive,1475.5,2364.77294921875,1.1144040999934077,144,1
"a violent initiation rite for the audience , as much as it is for angelique , the [opening] dance guarantees karmen's enthronement among the cinema's memorable women .",positive,positive,1475.5,2368.39306640625,1.1383591999765486,166,1
an animation landmark as monumental as disney's 1937 breakthrough snow white and the seven dwarfs .,positive,positive,1475.5,2365.59619140625,1.1362459999509156,149,1
"an entertaining , if ultimately minor , thriller .",positive,positive,1475.5,2363.62158203125,1.1156492999289185,137,1
sex with strangers is fascinating . . .,positive,none,1475.5,2363.45654296875,1.1316853000316769,136,1
"a subtle , poignant picture of goodness that is flawed , compromised and sad .",positive,positive,1475.5,2364.60888671875,1.1228304000105709,143,1
"a wry , affectionate delight .",positive,positive,1475.5,2363.45654296875,1.1083594999508932,136,1
"the acting in pauline and paulette is good all round , but what really sets the film apart is debrauwer's refusal to push the easy emotional buttons .",positive,positive,1475.5,2367.89990234375,1.142611199989915,163,1
one of those joyous films that leaps over national boundaries and celebrates universal human nature .,positive,positive,1475.5,2364.93798828125,1.1446093999547884,145,1
a penetrating glimpse into the tissue-thin ego of the stand-up comic .,positive,positive,1475.5,2364.60888671875,1.0849238999653608,143,1
kids should have a stirring time at this beautifully drawn movie . and adults will at least have a dream image of the west to savor whenever the film's lamer instincts are in the saddle .,positive,positive,1475.51171875,2368.55810546875,1.1557243999559432,167,1
paid in full is remarkably engaging despite being noticeably derivative of goodfellas and at least a half dozen other trouble-in-the-ghetto flicks .,positive,positive,1475.51171875,2367.07666015625,1.1112671999726444,158,1
"less cinematically powerful than quietly and deeply moving , which is powerful in itself .",positive,positive,1475.51171875,2364.93798828125,1.101040399982594,145,1
waydowntown manages to nail the spirit-crushing ennui of denuded urban living without giving in to it .,positive,positive,1475.51171875,2365.92529296875,1.1076720000710338,151,1
"each of these stories has the potential for touched by an angel simplicity and sappiness , but thirteen conversations about one thing , for all its generosity and optimism , never resorts to easy feel-good sentiments .",positive,positive,1475.51171875,2368.55810546875,1.1336450000526384,167,1
"if borstal boy isn't especially realistic , it is an engaging nostalgia piece .",positive,positive,1475.51171875,2364.77294921875,1.1770196000579745,144,1
"often demented in a good way , but it is an uneven film for the most part .",positive,negative,1475.52734375,2365.43115234375,1.1150463999947533,148,1
"the script's snazzy dialogue establishes a realistic atmosphere that involves us in the unfolding crisis , but the lazy plotting ensures that little of our emotional investment pays off .",positive,negative,1475.53125,2367.57080078125,1.1354375999653712,161,1
"maggie smith as the ya-ya member with the o2-tank will absolutely crack you up with her crass , then gasp for gas , verbal deportment .",positive,negative,1475.53125,2367.73486328125,1.161611899966374,162,1
