text,label,prediction,request_time,completion_tokens,prompt_tokens,total_tokens,prediction_post_processed
". . . certainly an entertaining ride , despite many talky , slow scenes . but something seems to be missing . a sense of real magic , perhaps .",positive,"negative
",0.5823118686676025,2.0,106.0,108.0,negative
that haynes can both maintain and dismantle the facades that his genre and his character construct is a wonderous accomplishment of veracity and narrative grace .,positive,"positive
",1.0613162517547607,2.0,103.0,105.0,positive
"the movie worked for me right up to the final scene , and then it caved in .",positive,"negative
",1.037635087966919,2.0,94.0,96.0,negative
. . . one of the most entertaining monster movies in ages . . .,positive,"positive
",1.094698190689087,2.0,90.0,92.0,positive
"plunges you into a reality that is , more often then not , difficult and sad , and then , without sentimentalizing it or denying its brutality , transforms that reality into a lyrical and celebratory vision .",positive,"positive
",1.0473334789276123,2.0,115.0,117.0,positive
"would you laugh if a tuba-playing dwarf rolled down a hill in a trash can ? do you chuckle at the thought of an ancient librarian whacking a certain part of a man's body ? if you answered yes , by all means enjoy the new guy .",positive,"positive
",0.5288712978363037,2.0,128.0,130.0,positive
"the film is . . . determined to treat its characters , weak and strong , as fallible human beings , not caricatures , and to carefully delineate the cost of the inevitable conflicts between human urges and an institution concerned with self-preservation .",positive,"positive
",0.6488614082336426,2.0,123.0,125.0,positive
"missteps take what was otherwise a fascinating , riveting story and send it down the path of the mundane .",positive,"negative
",1.0722205638885498,2.0,96.0,98.0,negative
an indispensable peek at the art and the agony of making people laugh .,positive,"positive
",1.0495812892913818,2.0,89.0,91.0,positive
steadfastly uncinematic but powerfully dramatic .,positive,"positive
",1.1281044483184814,2.0,83.0,85.0,positive
the engagingly primitive animated special effects contribute to a mood that's sustained through the surprisingly somber conclusion .,positive,"positive
",1.1480984687805176,2.0,96.0,98.0,positive
"made-up lampoons the moviemaking process itself , while shining a not particularly flattering spotlight on america's skin-deep notions of pulchritude .",positive,"negative
",0.5202257633209229,2.0,107.0,109.0,negative
evokes the 19th century with a subtlety that is an object lesson in period filmmaking .,positive,"positive
",1.0525901317596436,2.0,94.0,96.0,positive
ya-yas everywhere will forgive the flaws and love the film .,positive,"positive
",0.5038206577301025,2.0,88.0,90.0,positive
"the film's best trick is the way that it treats conspiracy as a kind of political blair witch , a monstrous murk that haunts us precisely because it can never be seen .",positive,"positive
",0.5098047256469727,2.0,112.0,114.0,positive
"the artwork is spectacular and unlike most animaton from japan , the characters move with grace and panache .",positive,"positive
",1.0988521575927734,2.0,96.0,98.0,positive
the picture's fascinating byways are littered with trenchant satirical jabs at the peculiar egocentricities of the acting breed .,positive,"positive
",0.9912617206573486,2.0,102.0,104.0,positive
the modern remake of dumas's story is long on narrative and ( too ) short on action .,positive,"negative
",0.4843018054962158,2.0,96.0,98.0,negative
"fred schepisi's film is paced at a speed that is slow to those of us in middle age and deathly slow to any teen . with a cast of a-list brit actors , it is worth searching out .",positive,"positive
",1.049609899520874,2.0,121.0,123.0,positive
suffers from its timid parsing of the barn-side target of sons trying to breach gaps in their relationships with their fathers .,positive,"negative
",0.4634389877319336,2.0,99.0,101.0,negative
"nonchalantly freaky and uncommonly pleasurable , warm water may well be the year's best and most unpredictable comedy .",positive,"positive
",1.0168769359588623,2.0,99.0,101.0,positive
"it's like an old warner bros . costumer jived with sex -- this could be the movie errol flynn always wanted to make , though bette davis , cast as joan , would have killed him .",positive,"positive
",1.0520470142364502,2.0,120.0,122.0,positive
it's a great american adventure and a wonderful film to bring to imax .,positive,"positive
",0.5184307098388672,2.0,92.0,94.0,positive
"satisfyingly scarifying , fresh and old-fashioned at the same time .",positive,"positive
",1.0394268035888672,2.0,90.0,92.0,positive
"oh , james ! your 20th outing shows off a lot of stamina and vitality , and get this , madonna's cameo doesn't suck !",positive,"positive
",0.5520412921905518,2.0,107.0,109.0,positive
a genuine mind-bender .,positive,"positive
",1.026252031326294,2.0,81.0,83.0,positive
that death is merely a transition is a common tenet in the world's religions . this deeply spiritual film taps into the meaning and consolation in afterlife communications .,positive,"positive
",1.0193164348602295,2.0,106.0,108.0,positive
there is something that is so meditative and lyrical about babak payami's boldly quirky iranian drama secret ballot . . . a charming and evoking little ditty that manages to show the gentle and humane side of middle eastern world politics,positive,"positive
",1.145474910736084,2.0,122.0,124.0,positive
"a huge box-office hit in korea , shiri is a must for genre fans .",positive,"positive
",1.1768779754638672,2.0,93.0,95.0,positive
". . . planos fijos , tomas largas , un ritmo pausado y una sutil observación de sus personajes , sin estridencias ni grandes revelaciones .",positive,"negative
",1.0308432579040527,2.0,106.0,108.0,negative
"i'm not a fan of the phrase 'life affirming' because it usually means 'schmaltzy , ' but real women have curves truly is life affirming .",positive,"positive
",1.0199987888336182,2.0,108.0,110.0,positive
the symbols float like butterflies and the spinning styx sting like bees . i wanted more .,positive,"positive
",1.1584103107452393,2.0,93.0,95.0,positive
"if it's unnerving suspense you're after -- you'll find it with ring , an indisputably spooky film ; with a screenplay to die for .",positive,"positive
",1.0520579814910889,2.0,109.0,111.0,positive
"the art direction and costumes are gorgeous and finely detailed , and kurys' direction is clever and insightful .",positive,"positive
",1.0713002681732178,2.0,96.0,98.0,positive
red dragon makes one appreciate silence of the lambs .,positive,"negative
",1.076141595840454,2.0,85.0,87.0,negative
"proves a servicable world war ii drama that can't totally hide its contrivances , but it at least calls attention to a problem hollywood too long has ignored .",positive,"positive
",1.0134923458099365,2.0,108.0,110.0,positive
"leigh isn't breaking new ground , but he knows how a daily grind can kill love .",positive,"positive
",1.0720000267028809,2.0,95.0,97.0,positive
"while broomfield's film doesn't capture the effect of these tragic deaths on hip-hop culture , it succeeds as a powerful look at a failure of our justice system .",positive,"positive
",1.0579731464385986,2.0,111.0,113.0,positive
". . . strips bible stores of the potential for sanctimoniousness , making them meaningful for both kids and church-wary adults .",positive,"positive
",1.0967490673065186,2.0,103.0,105.0,positive
"laugh-out-loud lines , adorably ditsy but heartfelt performances , and sparkling , bittersweet dialogue that cuts to the chase of the modern girl's dilemma .",positive,"positive
",1.01662278175354,2.0,109.0,111.0,positive
"tends to pile too many "" serious issues "" on its plate at times , yet remains fairly light , always entertaining , and smartly written .",positive,"positive
",1.0511703491210938,2.0,102.0,104.0,positive
a solidly entertaining little film .,positive,"positive
",1.0423681735992432,2.0,81.0,83.0,positive
"it's an entertaining movie , and the effects , boosted to the size of a downtown hotel , will all but take you to outer space .",positive,"positive
",1.0561199188232422,2.0,104.0,106.0,positive
"sayles has a knack for casting , often resurrecting performers who rarely work in movies now . . . and drawing flavorful performances from bland actors .",positive,"positive
",1.066171407699585,2.0,104.0,106.0,positive
"despite an overwrought ending , the film works as well as it does because of the performances .",positive,"positive
",1.0549030303955078,2.0,95.0,97.0,positive
a passionately inquisitive film determined to uncover the truth and hopefully inspire action .,positive,"positive
",1.0273370742797852,2.0,89.0,91.0,positive
"though nijinsky's words grow increasingly disturbed , the film maintains a beguiling serenity and poise that make it accessible for a non-narrative feature .",positive,"positive
",1.1337201595306396,2.0,105.0,107.0,positive
a muddle splashed with bloody beauty as vivid as any scorsese has ever given us .,positive,"positive
",1.1094021797180176,2.0,93.0,95.0,positive
"from both a great and a terrible story , mr . nelson has made a film that is an undeniably worthy and devastating experience .",positive,"positive
",1.016777753829956,2.0,100.0,102.0,positive
"spider-man is about growing strange hairs , getting a more mature body , and finding it necessary to hide new secretions from the parental units .",positive,"positive
",1.0707948207855225,2.0,103.0,105.0,positive
the first shocking thing about sorority boys is that it's actually watchable . even more baffling is that it's funny .,positive,"positive
",1.0167787075042725,2.0,102.0,104.0,positive
"highlighted by a gritty style and an excellent cast , it's better than one might expect when you look at the list of movies starring ice-t in a major role .",positive,"positive
",0.6481471061706543,2.0,110.0,112.0,positive
"neither quite a comedy nor a romance , more of an impish divertissement of themes that interest attal and gainsbourg -- they live together -- the film has a lot of charm .",positive,"positive
",1.0822031497955322,2.0,112.0,114.0,positive
"first and foremost . . . the reason to go see "" blue crush "" is the phenomenal , water-born cinematography by david hennings .",positive,"positive
",1.2114713191986084,2.0,104.0,106.0,positive
"a visionary marvel , but it's lacking a depth in storytelling usually found in anime like this .",positive,"negative
",1.0367732048034668,2.0,95.0,97.0,negative
"the problems and characters it reveals are universal and involving , and the film itself -- as well its delightful cast -- is so breezy , pretty and gifted , it really won my heart .",positive,"positive
",1.180325984954834,2.0,111.0,113.0,positive
"in his latest effort , storytelling , solondz has finally made a movie that isn't just offensive -- it also happens to be good .",positive,"positive
",1.1011033058166504,2.0,104.0,106.0,positive
"how i killed my father would be a rarity in hollywood . it's an actor's showcase that accomplishes its primary goal without the use of special effects , but rather by emphasizing the characters -- including the supporting ones .",positive,"positive
",1.019603967666626,2.0,120.0,122.0,positive
"i just saw this movie . . . well , it's probably not accurate to call it a movie .",positive,"negative
",1.0430784225463867,2.0,97.0,99.0,negative
"what's most memorable about circuit is that it's shot on digital video , whose tiny camera enables shafer to navigate spaces both large . . . and small . . . with considerable aplomb .",positive,"positive
",1.0726964473724365,2.0,116.0,118.0,positive
"scherfig , the writer-director , has made a film so unabashedly hopeful that it actually makes the heart soar . yes , soar .",positive,"positive
",1.0572922229766846,2.0,104.0,106.0,positive
a delicious and delicately funny look at the residents of a copenhagen neighborhood coping with the befuddling complications life tosses at them .,positive,"positive
",0.6241536140441895,2.0,102.0,104.0,positive
""" what really happened ? "" is a question for philosophers , not filmmakers ; all the filmmakers need to do is engage an audience .",positive,"negative
",1.0480413436889648,2.0,101.0,103.0,negative
"soderbergh , like kubrick before him , may not touch the planet's skin , but understands the workings of its spirit .",positive,"positive
",1.0443506240844727,2.0,102.0,104.0,positive
"much credit must be given to the water-camera operating team of don king , sonny miller , and michael stewart . their work is fantastic .",positive,"positive
",1.0395102500915527,2.0,105.0,107.0,positive
crush is so warm and fuzzy you might be able to forgive its mean-spirited second half .,positive,"positive
",1.0603342056274414,2.0,94.0,96.0,positive
"franco is an excellent choice for the walled-off but combustible hustler , but he does not give the transcendent performance sonny needs to overcome gaps in character development and story logic .",positive,"negative
",1.047109842300415,2.0,111.0,113.0,negative
"tsai ming-liang's witty , wistful new film , what time is it there ? , is a temporal inquiry that shoulders its philosophical burden lightly .",positive,"positive
",1.0100069046020508,2.0,107.0,109.0,positive
the pianist lacks the quick emotional connections of steven spielberg's schindler's list . but mr . polanski creates images even more haunting than those in mr . spielberg's 1993 classic .,positive,"positive
",1.05842924118042,2.0,120.0,122.0,positive
"steers , in his feature film debut , has created a brilliant motion picture .",positive,"positive
",1.0164151191711426,2.0,90.0,92.0,positive
"a brilliant , absurd collection of vignettes that , in their own idiosyncratic way , sum up the strange horror of life in the new millennium .",positive,"positive
",1.0612213611602783,2.0,104.0,106.0,positive
"as warm as it is wise , deftly setting off uproarious humor with an underlying seriousness that sneaks up on the viewer , providing an experience that is richer than anticipated .",positive,"positive
",1.0003714561462402,2.0,110.0,112.0,positive
"the film may not hit as hard as some of the better drug-related pictures , but it still manages to get a few punches in .",positive,"positive
",1.071044921875,2.0,103.0,105.0,positive
old-fashioned but thoroughly satisfying entertainment .,positive,"positive
",1.0478084087371826,2.0,83.0,85.0,positive
"an energizing , intoxicating documentary charting the rise of hip-hop culture in general and the art of scratching ( or turntablism ) in particular .",positive,"positive
",1.0081536769866943,2.0,106.0,108.0,positive
"a fun family movie that's suitable for all ages -- a movie that will make you laugh , cry and realize , 'it's never too late to believe in your dreams . '",positive,"positive
",0.49932074546813965,2.0,113.0,115.0,positive
if you open yourself up to mr . reggio's theory of this imagery as the movie's set . . . it can impart an almost visceral sense of dislocation and change .,positive,"positive
",1.0818710327148438,2.0,112.0,114.0,positive
"i had a dream that a smart comedy would come along to rescue me from a summer of teen-driven , toilet-humor codswallop , and its name was earnest .",positive,"positive
",1.076951026916504,2.0,111.0,113.0,positive
"even though the film doesn't manage to hit all of its marks , it's still entertaining to watch the target practice .",positive,"positive
",1.0486958026885986,2.0,101.0,103.0,positive
"where this was lazy but enjoyable , a formula comedy redeemed by its stars , that is even lazier and far less enjoyable .",positive,"negative
",1.0060980319976807,2.0,100.0,102.0,negative
"the 3-d vistas from orbit , with the space station suspended like a huge set of wind chimes over the great blue globe , are stanzas of breathtaking , awe-inspiring visual poetry .",positive,"positive
",1.0224287509918213,2.0,113.0,115.0,positive
"the attraction between these two marginal characters is complex from the start -- and , refreshingly , stays that way .",positive,"positive
",1.0129952430725098,2.0,97.0,99.0,positive
fans of the modern day hong kong action film finally have the worthy successor to a better tomorrow and the killer which they have been patiently waiting for .,positive,"positive
",0.6791732311248779,2.0,104.0,106.0,positive
"even when he's not at his most critically insightful , godard can still be smarter than any 50 other filmmakers still at work .",positive,"positive
",1.0423898696899414,2.0,104.0,106.0,positive
what sets this romantic comedy apart from most hollywood romantic comedies is its low-key way of tackling what seems like done-to-death material .,positive,"positive
",1.1457135677337646,2.0,104.0,106.0,positive
"has enough wit , energy and geniality to please not only the fanatical adherents on either side , but also people who know nothing about the subject and think they're not interested .",positive,"positive
",1.1317408084869385,2.0,112.0,114.0,positive
this seductive tease of a thriller gets the job done . it's a scorcher .,positive,"positive
",1.0235135555267334,2.0,93.0,95.0,positive
"bittersweet comedy/drama full of life , hand gestures , and some really adorable italian guys .",positive,"positive
",1.0514109134674072,2.0,93.0,95.0,positive
works as pretty contagious fun .,positive,"positive
",1.0431599617004395,2.0,81.0,83.0,positive
"the best didacticism is one carried by a strong sense of humanism , and bertrand tavernier's oft-brilliant safe conduct ( "" laissez-passer "" ) wears its heart on its sleeve .",positive,"positive
",1.0418620109558105,2.0,117.0,119.0,positive
a realistically terrifying movie that puts another notch in the belt of the long list of renegade-cop tales .,positive,"positive
",1.024850845336914,2.0,96.0,98.0,positive
"a charming , banter-filled comedy . . . one of those airy cinematic bon bons whose aims -- and by extension , accomplishments -- seem deceptively slight on the surface .",positive,"positive
",1.0465331077575684,2.0,109.0,111.0,positive
a film with almost as many delights for adults as there are for children and dog lovers .,positive,"positive
",1.0254063606262207,2.0,93.0,95.0,positive
serious movie-goers embarking upon this journey will find that the road to perdition leads to a satisfying destination .,positive,"positive
",1.0235629081726074,2.0,97.0,99.0,positive
heartwarming and gently comic even as the film breaks your heart .,positive,"positive
",1.0708184242248535,2.0,87.0,89.0,positive
"caruso sometimes descends into sub-tarantino cuteness . . . but for the most part he makes sure the salton sea works the way a good noir should , keeping it tight and nasty .",positive,"positive
",1.0406575202941895,2.0,115.0,117.0,positive
"a "" black austin powers ? "" i prefer to think of it as "" pootie tang with a budget . "" sa da tay !",positive,"positive
",1.035254955291748,2.0,102.0,104.0,positive
"oddly , the film isn't nearly as downbeat as it sounds , but strikes a tone that's alternately melancholic , hopeful and strangely funny .",positive,"positive
",1.1013221740722656,2.0,106.0,108.0,positive
"i would be shocked if there was actually one correct interpretation , but that shouldn't make the movie or the discussion any less enjoyable .",positive,"positive
",1.056464672088623,2.0,102.0,104.0,positive
chouraqui brings documentary-like credibility to the horrors of the killing field and the barbarism of 'ethnic cleansing . ',positive,"positive
",1.0659065246582031,2.0,100.0,102.0,positive
the best thing i can say about this film is that i can't wait to see what the director does next .,positive,"positive
",0.6481294631958008,2.0,99.0,101.0,positive
smarter than its commercials make it seem .,positive,"positive
",1.0913002490997314,2.0,83.0,85.0,positive
great character interaction .,positive,"positive
",1.058164119720459,2.0,79.0,81.0,positive
one of the funnier movies in town .,positive,"positive
",1.0358021259307861,2.0,83.0,85.0,positive
campanella's competent direction and his excellent cast overcome the obstacles of a predictable outcome and a screenplay that glosses over rafael's evolution .,positive,"positive
",1.0468170642852783,2.0,104.0,106.0,positive
by turns very dark and very funny .,positive,"positive
",1.0515849590301514,2.0,83.0,85.0,positive
steven soderbergh doesn't remake andrei tarkovsky's solaris so much as distill it .,positive,"positive
",1.0004286766052246,2.0,97.0,99.0,positive
"for more than two decades mr . nachtwey has traveled to places in the world devastated by war , famine and poverty and documented the cruelty and suffering he has found with an devastating , eloquent clarity .",positive,"positive
",1.0617156028747559,2.0,114.0,116.0,positive
simultaneously heartbreakingly beautiful and exquisitely sad .,positive,"positive
",0.5473804473876953,2.0,83.0,85.0,positive
"though overall an overwhelmingly positive portrayal , the film doesn't ignore the more problematic aspects of brown's life .",positive,"positive
",1.1277592182159424,2.0,98.0,100.0,positive
the philosophical musings of the dialogue jar against the tawdry soap opera antics of the film's action in a way that is surprisingly enjoyable .,positive,"positive
",0.6037962436676025,2.0,104.0,106.0,positive
"not too fancy , not too filling , not too fluffy , but definitely tasty and sweet .",positive,"positive
",1.039060115814209,2.0,93.0,95.0,positive
"quando tiros em columbine acerta o alvo ( com o perdão do trocadilho ) , não há como negar o brilhantismo da argumentação de seu diretor .",positive,"positive
",0.48661351203918457,2.0,111.0,113.0,positive
"director lee has a true cinematic knack , but it's also nice to see a movie with its heart so thoroughly , unabashedly on its sleeve .",positive,"positive
",1.038170337677002,2.0,106.0,108.0,positive
"as allen's execution date closes in , the documentary gives an especially poignant portrait of her friendship with the never flagging legal investigator david presson .",positive,"positive
",1.0343785285949707,2.0,105.0,107.0,positive
jones has tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers .,positive,"positive
",1.0292325019836426,2.0,96.0,98.0,positive
"a vivid , spicy footnote to history , and a movie that grips and holds you in rapt attention from start to finish .",positive,"positive
",1.0557441711425781,2.0,99.0,101.0,positive
"if s&m seems like a strange route to true love , maybe it is , but it's to this film's ( and its makers' ) credit that we believe that that's exactly what these two people need to find each other -- and themselves .",positive,"positive
",1.1013693809509277,2.0,129.0,131.0,positive
"if the film's vision of sport as a secular religion is a bit cloying , its through-line of family and community is heartening in the same way that each season marks a new start .",positive,"positive
",1.0566277503967285,2.0,117.0,119.0,positive
one of the best of a growing strain of daring films . . . that argue that any sexual relationship that doesn't hurt anyone and works for its participants is a relationship that is worthy of our respect .,positive,"positive
",1.015650987625122,2.0,116.0,118.0,positive
an adorably whimsical comedy that deserves more than a passing twinkle .,positive,"positive
",1.0188758373260498,2.0,88.0,90.0,positive
"an engrossing story that combines psychological drama , sociological reflection , and high-octane thriller .",positive,"positive
",1.1006033420562744,2.0,95.0,97.0,positive
"it's easy to be cynical about documentaries in which underdogs beat the odds and the human spirit triumphs , but westbrook's foundation and dalrymple's film earn their uplift .",positive,"positive
",1.063765048980713,2.0,114.0,116.0,positive
mel gibson fights the good fight in vietnam in director randall wallace's flag-waving war flick with a core of decency .,positive,"positive
",1.0615317821502686,2.0,104.0,106.0,positive
"there's real visual charge to the filmmaking , and a strong erotic spark to the most crucial lip-reading sequence .",positive,"positive
",1.0349695682525635,2.0,99.0,101.0,positive
"a brutal and funny work . nicole holofcenter , the insightful writer/director responsible for this illuminating comedy doesn't wrap the proceedings up neatly but the ideas tie together beautifully .",positive,"positive
",1.015122890472412,2.0,111.0,113.0,positive
"the film is a blunt indictment , part of a perhaps surreal campaign to bring kissinger to trial for crimes against humanity .",positive,"negative
",1.0448052883148193,2.0,99.0,101.0,negative
one of the most important and exhilarating forms of animated filmmaking since old walt doodled steamboat willie .,positive,"positive
",1.0723741054534912,2.0,95.0,97.0,positive
move over bond ; this girl deserves a sequel .,positive,"positive
",0.47722768783569336,2.0,85.0,87.0,positive
the kind of trifle that date nights were invented for .,positive,"positive
",1.0826611518859863,2.0,86.0,88.0,positive
". it's a testament to the film's considerable charm that it succeeds in entertaining , despite playing out like a feature-length sitcom replete with stereotypical familial quandaries . there's a sheer unbridled delight in the way the story unfurls . . .",positive,"positive
",1.0640788078308105,2.0,129.0,131.0,positive
tells ( the story ) with such atmospheric ballast that shrugging off the plot's persnickety problems is simply a matter of ( being ) in a shrugging mood .,positive,"positive
",1.040029764175415,2.0,110.0,112.0,positive
"the film is hard to dismiss -- moody , thoughtful , and lit by flashes of mordant humor .",positive,"positive
",1.0476222038269043,2.0,95.0,97.0,positive
"if the man from elysian fields is doomed by its smallness , it is also elevated by it--the kind of movie that you enjoy more because you're one of the lucky few who sought it out .",positive,"positive
",1.3002703189849854,2.0,118.0,120.0,positive
what emerges is an unsettling picture of childhood innocence combined with indoctrinated prejudice . promises is a compelling piece that demonstrates just how well children can be trained to live out and carry on their parents' anguish .,positive,"positive
",1.1484174728393555,2.0,115.0,117.0,positive
meticulously uncovers a trail of outrageous force and craven concealment .,positive,"positive
",1.171940803527832,2.0,88.0,90.0,positive
"hey , happy ! is many things -- stoner midnight flick , sci-fi deconstruction , gay fantasia -- but above all it's a love story as sanguine as its title .",positive,"positive
",1.0106427669525146,2.0,112.0,114.0,positive
you won't look at religious fanatics -- or backyard sheds -- the same way again .,positive,"positive
",1.0378386974334717,2.0,93.0,95.0,positive
at its best . . . festival in cannes bubbles with the excitement of the festival in cannes .,positive,"positive
",1.2627785205841064,2.0,94.0,96.0,positive
there is a general air of exuberance in all about the benjamins that's hard to resist .,positive,"positive
",1.0409014225006104,2.0,97.0,99.0,positive
a lovably old-school hollywood confection .,positive,"positive
",15.826579332351685,2.0,84.0,86.0,positive
"i'm happy to have seen it -- not as an alternate version , but as the ultimate exercise in viewing deleted scenes .",positive,"positive
",1.0086934566497803,2.0,100.0,102.0,positive
"by turns gripping , amusing , tender and heart-wrenching , laissez-passer has all the earmarks of french cinema at its best .",positive,"positive
",1.062330961227417,2.0,103.0,105.0,positive
the warnings to resist temptation in this film . . . are blunt and challenging and offer no easy rewards for staying clean .,positive,"positive
",1.077045202255249,2.0,99.0,101.0,positive
wonder of wonders -- a teen movie with a humanistic message .,positive,"positive
",1.1087939739227295,2.0,87.0,89.0,positive
a quirky comedy set in newfoundland that cleverly captures the dry wit that's so prevalent on the rock .,positive,"positive
",2.9764604568481445,2.0,97.0,99.0,positive
peppered with witty dialogue and inventive moments .,positive,"positive
",1.0248429775238037,2.0,84.0,86.0,positive
i'd rather watch a rerun of the powerpuff girls,positive,"negative
",0.5517351627349854,2.0,87.0,89.0,negative
with the prospect of films like kangaroo jack about to burst across america's winter movie screens it's a pleasure to have a film like the hours as an alternative .,positive,"positive
",0.5895974636077881,2.0,109.0,111.0,positive
"the wonderful combination of the sweetness and the extraordinary technical accomplishments of the first film are maintained , but its overall impact falls a little flat with a storyline that never quite delivers the original magic .",positive,"negative
",1.0214672088623047,2.0,112.0,114.0,negative
"like its title character , this nicholas nickleby finds itself in reduced circumstances -- and , also like its hero , it remains brightly optimistic , coming through in the end .",positive,"positive
",0.6608459949493408,2.0,109.0,111.0,positive
"as a thoughtful and unflinching examination of an alternative lifestyle , sex with strangers is a success .",positive,"positive
",0.4836750030517578,2.0,95.0,97.0,positive
"unpretentious , charming , quirky , original",positive,"positive
",1.1304831504821777,2.0,84.0,86.0,positive
"spinning a web of dazzling entertainment may be overstating it , but "" spider-man "" certainly delivers the goods .",positive,"positive
",1.0187957286834717,2.0,99.0,101.0,positive
"other than the slightly flawed ( and fairly unbelievable ) finale , everything else is top shelf .",positive,"positive
",1.0064496994018555,2.0,93.0,95.0,positive
"this fascinating look at israel in ferment feels as immediate as the latest news footage from gaza and , because of its heightened , well-shaped dramas , twice as powerful .",positive,"positive
",1.0717618465423584,2.0,109.0,111.0,positive
manages to delight without much of a story .,positive,"positive
",1.019629955291748,2.0,84.0,86.0,positive
there's no denying that burns is a filmmaker with a bright future ahead of him .,positive,"positive
",1.0574908256530762,2.0,93.0,95.0,positive
i have a confession to make : i didn't particularly like e . t . the first time i saw it as a young boy . that is because - damn it ! - i also wanted a little alien as a friend !,positive,"negative
",1.0243337154388428,2.0,121.0,123.0,negative
"fairy-tale formula , serves as a paper skeleton for some very good acting , dialogue , comedy , direction and especially charm .",positive,"positive
",1.1623210906982422,2.0,100.0,102.0,positive
"a genuinely funny ensemble comedy that also asks its audience -- in a heartwarming , nonjudgmental kind of way -- to consider what we value in our daily lives .",positive,"positive
",1.1534383296966553,2.0,107.0,109.0,positive
"though the aboriginal aspect lends the ending an extraordinary poignancy , and the story itself could be played out in any working class community in the nation .",positive,"positive
",1.1309034824371338,2.0,104.0,106.0,positive
an energetic and engaging film that never pretends to be something it isn't .,positive,"positive
",1.0550789833068848,2.0,91.0,93.0,positive
"a violent initiation rite for the audience , as much as it is for angelique , the [opening] dance guarantees karmen's enthronement among the cinema's memorable women .",positive,"positive
",1.1348834037780762,2.0,113.0,115.0,positive
an animation landmark as monumental as disney's 1937 breakthrough snow white and the seven dwarfs .,positive,"positive
",1.073918104171753,2.0,97.0,99.0,positive
"an entertaining , if ultimately minor , thriller .",positive,"positive
",1.0640943050384521,2.0,84.0,86.0,positive
sex with strangers is fascinating . . .,positive,"positive
",1.0542712211608887,2.0,83.0,85.0,positive
"a subtle , poignant picture of goodness that is flawed , compromised and sad .",positive,"positive
",1.044053316116333,2.0,90.0,92.0,positive
"a wry , affectionate delight .",positive,"positive
",1.052370309829712,2.0,81.0,83.0,positive
"the acting in pauline and paulette is good all round , but what really sets the film apart is debrauwer's refusal to push the easy emotional buttons .",positive,"positive
",1.0221405029296875,2.0,110.0,112.0,positive
one of those joyous films that leaps over national boundaries and celebrates universal human nature .,positive,"positive
",1.0987422466278076,2.0,91.0,93.0,positive
a penetrating glimpse into the tissue-thin ego of the stand-up comic .,positive,"positive
",1.0589096546173096,2.0,91.0,93.0,positive
kids should have a stirring time at this beautifully drawn movie . and adults will at least have a dream image of the west to savor whenever the film's lamer instincts are in the saddle .,positive,"positive
",1.089716911315918,2.0,114.0,116.0,positive
paid in full is remarkably engaging despite being noticeably derivative of goodfellas and at least a half dozen other trouble-in-the-ghetto flicks .,positive,"positive
",1.0436742305755615,2.0,107.0,109.0,positive
"less cinematically powerful than quietly and deeply moving , which is powerful in itself .",positive,"positive
",0.5134162902832031,2.0,91.0,93.0,positive
waydowntown manages to nail the spirit-crushing ennui of denuded urban living without giving in to it .,positive,"positive
",1.0075445175170898,2.0,98.0,100.0,positive
"each of these stories has the potential for touched by an angel simplicity and sappiness , but thirteen conversations about one thing , for all its generosity and optimism , never resorts to easy feel-good sentiments .",positive,"positive
",1.0654654502868652,2.0,115.0,117.0,positive
"if borstal boy isn't especially realistic , it is an engaging nostalgia piece .",positive,"positive
",1.0599329471588135,2.0,92.0,94.0,positive
"often demented in a good way , but it is an uneven film for the most part .",positive,"negative
",1.0388853549957275,2.0,94.0,96.0,negative
"the script's snazzy dialogue establishes a realistic atmosphere that involves us in the unfolding crisis , but the lazy plotting ensures that little of our emotional investment pays off .",positive,"negative
",0.5404517650604248,2.0,108.0,110.0,negative
"maggie smith as the ya-ya member with the o2-tank will absolutely crack you up with her crass , then gasp for gas , verbal deportment .",positive,"positive
",1.045912742614746,2.0,109.0,111.0,positive
"this is a movie that refreshes the mind and spirit along with the body , so original is its content , look , and style .",positive,"positive
",1.1276133060455322,2.0,102.0,104.0,positive
"although i didn't hate this one , it's not very good either . it can be safely recommended as a video/dvd babysitter .",positive,"negative
",1.0510258674621582,2.0,105.0,107.0,negative
another best of the year selection .,positive,"positive
",1.0501608848571777,2.0,82.0,84.0,positive
"the film has the high-buffed gloss and high-octane jolts you expect of de palma , but what makes it transporting is that it's also one of the smartest , most pleasurable expressions of pure movie love to come from an american director in years .",positive,"positive
",1.0523810386657715,2.0,129.0,131.0,positive
it's a very valuable film . . .,positive,"positive
",1.0438427925109863,2.0,85.0,87.0,positive
"max pokes , provokes , takes expressionistic license and hits a nerve . . . as far as art is concerned , it's mission accomplished .",positive,"positive
",1.1000053882598877,2.0,106.0,108.0,positive
"literary purists may not be pleased , but as far as mainstream matinee-style entertainment goes , it does a bang-up job of pleasing the crowds .",positive,"positive
",1.0280704498291016,2.0,107.0,109.0,positive
"here polanski looks back on those places he saw at childhood , and captures them by freeing them from artefact , and by showing them heartbreakingly drably .",positive,"negative
",1.0624403953552246,2.0,107.0,109.0,negative
intriguing and stylish .,positive,"positive
",0.5085747241973877,2.0,79.0,81.0,positive
