text,cs.AI,cs.CL,cs.LG,math.OC,stat.ML,prediction,request_time,completion_tokens,prompt_tokens,total_tokens,prediction_post_processed
Proof nets for display logic,0,1,0,0,0,"artificial intelligence, computation and language
",1.1503069400787354,7.0,99.0,106.0,"['cs.AI', 'cs.CL']"
A Partial Regularization Method for Network Compression,0,0,1,0,1,"computational machine learning, statistics machine learning
",1.0766828060150146,8.0,102.0,110.0,"['stat.ML', 'cs.LG']"
Reinforcement Learning in R,0,0,1,0,1,"statistics machine learning, computational machine learning
",1.1595187187194824,8.0,98.0,106.0,"['stat.ML', 'cs.LG']"
On the stability of an adaptive learning dynamics in traffic games,0,0,0,1,0,"optimization and control, computational machine learning
",1.1104445457458496,8.0,105.0,113.0,"['math.OC', 'cs.LG']"
Generative Modeling with Flow-Guided Density Ratio Learning,1,0,1,0,0,"statistics machine learning, computational machine learning
",1.1977827548980713,8.0,104.0,112.0,"['stat.ML', 'cs.LG']"
Categorical Reparameterization with Gumbel-Softmax,0,0,1,0,1,"statistics machine learning, computational machine learning
",1.0799624919891357,8.0,105.0,113.0,"['stat.ML', 'cs.LG']"
Learning to Answer Multilingual and Code-Mixed Questions,0,1,0,0,0,"computation and language, statistics machine learning, artificial intelligence
",1.104694128036499,11.0,104.0,115.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Visualizing the Consequences of Evidence in Bayesian Networks,1,0,0,0,0,"artificial intelligence, statistics machine learning
",1.1119699478149414,7.0,103.0,110.0,"['cs.AI', 'stat.ML']"
Large Scale Clustering with Variational EM for Gaussian Mixture Models,0,0,1,0,1,"statistics machine learning, computational machine learning
",1.1408600807189941,8.0,105.0,113.0,"['stat.ML', 'cs.LG']"
Multi-Task Learning for Mental Health using Social Media Text,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning
",1.1526031494140625,15.0,105.0,120.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
A Cost-Sensitive Deep Belief Network for Imbalanced Classification,0,0,1,0,1,"artificial intelligence, statistics machine learning, computational machine learning
",1.251971960067749,11.0,106.0,117.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Supertagging Combinatory Categorial Grammar with Attentive Graph Convolutional Networks,0,1,0,0,0,"computation and language, artificial intelligence, computational machine learning, statistics machine learning
",1.2007489204406738,15.0,110.0,125.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Instances and Labels: Hierarchy-aware Joint Supervised Contrastive Learning for Hierarchical Multi-Label Text Classification,1,1,1,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning
",1.206275224685669,15.0,115.0,130.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
The Pareto-Optimal Temporal Aggregation of Energy System Models,0,0,0,1,0,"optimization and control
",1.1683695316314697,4.0,104.0,108.0,['math.OC']
Toward a Standardized and More Accurate Indonesian Part-of-Speech Tagging,0,1,0,0,0,"computation and language
",1.1493022441864014,4.0,108.0,112.0,['cs.CL']
The reinforcement learning-based multi-agent cooperative approach for the adaptive speed regulation on a metallurgical pickling line,0,0,1,0,1,"artificial intelligence, optimization and control, computational machine learning
",1.2465565204620361,11.0,115.0,126.0,"['cs.AI', 'math.OC', 'cs.LG']"
Joint mean and covariance estimation with unreplicated matrix-variate data,0,0,0,0,1,"statistics machine learning
",0.6450314521789551,4.0,107.0,111.0,['stat.ML']
Multi-Objective Optimization Using the R2 Utility,0,0,1,1,1,"optimization and control, computational machine learning
",1.251901388168335,8.0,103.0,111.0,"['math.OC', 'cs.LG']"
Let-Mi: An Arabic Levantine Twitter Dataset for Misogynistic Language,0,1,0,0,0,"computation and language
",0.6732184886932373,4.0,109.0,113.0,['cs.CL']
"Grid-side Flexibility of Power Systems in Integrating Large-scale Renewable Generations: A Critical Review on Concepts, Formulations and Solution Approaches",0,0,0,1,0,"optimization and control
",1.138822078704834,4.0,120.0,124.0,['math.OC']
Guideline Learning for In-context Information Extraction,0,1,1,0,0,"computation and language, artificial intelligence, statistics machine learning
",1.2459709644317627,11.0,102.0,113.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Physics-informed neural networks for non-Newtonian fluid thermo-mechanical problems: an application to rubber calendering process,0,0,1,0,0,"- artificial intelligence
- computational machine learning
",1.086230993270874,9.0,118.0,127.0,"['cs.AI', 'cs.LG']"
ChartQA: A Benchmark for Question Answering about Charts with Visual and Logical Reasoning,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning
",1.1554656028747559,11.0,109.0,120.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Solving Continual Combinatorial Selection via Deep Reinforcement Learning,1,0,1,0,1,"artificial intelligence, computational machine learning, statistics machine learning
",1.1809751987457275,11.0,104.0,115.0,"['cs.AI', 'stat.ML', 'cs.LG']"
A Logic and Adaptive Approach for Efficient Diagnosis Systems using CBR,1,0,0,0,0,"artificial intelligence, computational machine learning
",1.172074794769287,7.0,105.0,112.0,"['cs.AI', 'cs.LG']"
A Multi-Modal Context Reasoning Approach for Conditional Inference on Joint Textual and Visual Clues,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning
",1.1605675220489502,15.0,111.0,126.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
SCDV : Sparse Composite Document Vectors using soft clustering over distributional representations,0,1,0,0,0,"statistics machine learning, computation and language
",1.1216528415679932,8.0,108.0,116.0,"['cs.CL', 'stat.ML']"
Noisy Training Improves E2E ASR for the Edge,0,1,0,0,0,"statistics machine learning, computation and language
",0.6059794425964355,8.0,105.0,113.0,"['cs.CL', 'stat.ML']"
Fluid Transformers and Creative Analogies: Exploring Large Language Models' Capacity for Augmenting Cross-Domain Analogical Creativity,1,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning
",1.119764804840088,11.0,117.0,128.0,"['cs.AI', 'cs.CL', 'stat.ML']"
NAIST-SIC-Aligned: Automatically-Aligned English-Japanese Simultaneous Interpretation Corpus,0,1,0,0,0,"computation and language
",1.2153551578521729,4.0,110.0,114.0,['cs.CL']
Heuristic Search for Multi-Objective Probabilistic Planning,1,0,0,0,0,"artificial intelligence, optimization and control
",1.1769366264343262,7.0,104.0,111.0,"['cs.AI', 'math.OC']"
Diffusing Graph Attention,0,0,1,0,0,"statistics machine learning, computational machine learning
",1.1278941631317139,8.0,98.0,106.0,"['stat.ML', 'cs.LG']"
Oracle Complexity of Second-Order Methods for Smooth Convex Optimization,0,0,0,1,0,"optimization and control
",1.117746114730835,4.0,105.0,109.0,['math.OC']
Evidence with Uncertain Likelihoods,1,0,0,0,0,"artificial intelligence, statistics machine learning
",1.0963706970214844,7.0,99.0,106.0,"['cs.AI', 'stat.ML']"
Human AI interaction loop training: New approach for interactive reinforcement learning,1,0,1,0,1,"artificial intelligence, statistics machine learning, computational machine learning
",1.0845272541046143,11.0,106.0,117.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Clickbait Headline Detection in Indonesian News Sites using Multilingual Bidirectional Encoder Representations from Transformers (M-BERT),0,1,0,0,0,"computation and language, artificial intelligence, statistics machine learning
",1.1732745170593262,11.0,116.0,127.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Provably Efficient Reward-Agnostic Navigation with Linear Value Iteration,0,0,1,0,1,"artificial intelligence, statistics machine learning, computational machine learning
",1.1656954288482666,11.0,106.0,117.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Active Learning-Based Optimization of Scientific Experimental Design,1,0,1,0,0,"statistics machine learning, optimization and control, computational machine learning
",1.1495726108551025,12.0,103.0,115.0,"['stat.ML', 'math.OC', 'cs.LG']"
Bootstrapped Q-learning with Context Relevant Observation Pruning to Generalize in Text-based Games,0,1,1,0,1,"artificial intelligence, computational machine learning
",1.5149388313293457,7.0,113.0,120.0,"['cs.AI', 'cs.LG']"
A Local Characterization of Lyapunov Functions and Robust Stability of Perturbed Systems on Riemannian Manifolds,0,0,0,1,0,"optimization and control
",1.0640144348144531,4.0,114.0,118.0,['math.OC']
Manifold Coordinates with Physical Meaning,0,0,1,0,1,"statistics machine learning, computational machine learning
",1.458479404449463,8.0,100.0,108.0,"['stat.ML', 'cs.LG']"
Beyond modeling: NLP Pipeline for efficient environmental policy analysis,0,1,1,0,0,"computation and language, artificial intelligence
",0.644636869430542,7.0,104.0,111.0,"['cs.AI', 'cs.CL']"
Text is NOT Enough: Integrating Visual Impressions into Open-domain Dialogue Generation,0,1,0,0,0,"artificial intelligence, computation and language
",1.1522290706634521,7.0,108.0,115.0,"['cs.AI', 'cs.CL']"
Phase Conductor on Multi-layered Attentions for Machine Comprehension,0,1,0,0,0,"computation and language, artificial intelligence
",1.1068041324615479,7.0,105.0,112.0,"['cs.AI', 'cs.CL']"
Knowledge Base Completion for Constructing Problem-Oriented Medical Records,0,1,1,0,1,"artificial intelligence, computation and language
",1.0855321884155273,7.0,105.0,112.0,"['cs.AI', 'cs.CL']"
Automatic Document Selection for Efficient Encoder Pretraining,0,1,0,0,0,"statistics machine learning, computation and language
",1.1378624439239502,8.0,102.0,110.0,"['cs.CL', 'stat.ML']"
Adaptive Stress Testing: Finding Likely Failure Events with Reinforcement Learning,1,0,0,0,0,"artificial intelligence, statistics machine learning, computational machine learning
",0.5746970176696777,11.0,105.0,116.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Functional requirements to mitigate the Risk of Harm to Patients from Artificial Intelligence in Healthcare,1,0,0,0,0,"artificial intelligence
",1.1408169269561768,3.0,109.0,112.0,['cs.AI']
Convergence Analysis of Quantized Primal-dual Algorithm in Network Utility Maximization Problems,0,0,0,1,0,"optimization and control, computational machine learning
",1.0859975814819336,8.0,109.0,117.0,"['math.OC', 'cs.LG']"
Generative-Discriminative Variational Model for Visual Recognition,0,0,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning
",1.1165165901184082,11.0,106.0,117.0,"['cs.AI', 'stat.ML', 'cs.LG']"
The Effect of Downstream Classification Tasks for Evaluating Sentence Embeddings,0,1,0,0,0,"statistics machine learning, computation and language
",1.0965790748596191,8.0,106.0,114.0,"['cs.CL', 'stat.ML']"
BERT: A Review of Applications in Natural Language Processing and Understanding,1,1,1,0,0,"artificial intelligence, computation and language, statistics machine learning
",1.0637738704681396,11.0,106.0,117.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Linear lexicographic optimization and preferential bidding system,0,0,0,1,0,"optimization and control
",0.5266470909118652,4.0,102.0,106.0,['math.OC']
Learning When Training Data are Costly: The Effect of Class Distribution on Tree Induction,1,0,0,0,0,"statistics machine learning, computational machine learning
",0.6489980220794678,8.0,110.0,118.0,"['stat.ML', 'cs.LG']"
LM-Debugger: An Interactive Tool for Inspection and Intervention in Transformer-Based Language Models,0,1,0,0,0,"computation and language, artificial intelligence
",1.1363589763641357,7.0,111.0,118.0,"['cs.AI', 'cs.CL']"
Soft Merging of Experts with Adaptive Routing,0,0,1,0,0,"statistics machine learning, artificial intelligence
",1.1392247676849365,7.0,102.0,109.0,"['cs.AI', 'stat.ML']"
Multi-Target XGBoostLSS Regression,0,0,1,0,0,"statistics machine learning, computational machine learning
",1.0538060665130615,8.0,103.0,111.0,"['stat.ML', 'cs.LG']"
Reliable and Interpretable Drift Detection in Streams of Short Texts,0,1,0,0,0,"statistics machine learning, computation and language
",1.1089253425598145,8.0,105.0,113.0,"['cs.CL', 'stat.ML']"
Modelling Patient Trajectories Using Multimodal Information,0,0,1,0,0,"statistics machine learning, artificial intelligence
",1.2122385501861572,7.0,102.0,109.0,"['cs.AI', 'stat.ML']"
An initial alignment between neural network and target is needed for gradient descent to learn,0,0,1,0,0,"statistics machine learning, computational machine learning
",1.1956596374511719,8.0,109.0,117.0,"['stat.ML', 'cs.LG']"
Stance detection in online discussions,0,1,0,0,0,"computation and language, artificial intelligence, statistics machine learning
",0.570225715637207,11.0,100.0,111.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Design quality functionals for control systems with exponential activation function,0,0,0,1,0,"optimization and control, computational machine learning
",1.0884368419647217,8.0,105.0,113.0,"['math.OC', 'cs.LG']"
Single-level Adversarial Data Synthesis based on Neural Tangent Kernels,0,0,1,0,0,"statistics machine learning, computational machine learning
",1.1316678524017334,8.0,109.0,117.0,"['stat.ML', 'cs.LG']"
A geometric integration approach to smooth optimisation: Foundations of the discrete gradient method,0,0,0,1,0,"optimization and control, computational machine learning
",1.296910047531128,8.0,108.0,116.0,"['math.OC', 'cs.LG']"
Strong duality for a problem of linear copositive programming,0,0,0,1,0,"optimization and control
",0.655059814453125,4.0,104.0,108.0,['math.OC']
Deep Reinforcement Learning with Model Learning and Monte Carlo Tree Search in Minecraft,1,0,1,0,1,"artificial intelligence, computational machine learning
",1.1885859966278076,7.0,107.0,114.0,"['cs.AI', 'cs.LG']"
Non-convex Fraction Function Penalty: Sparse Signals Recovered from Quasi-linear Systems,0,0,0,1,0,"optimization and control, computational machine learning
",1.1070847511291504,8.0,110.0,118.0,"['math.OC', 'cs.LG']"
Fair Classification and Social Welfare,1,0,1,0,1,"statistics machine learning, artificial intelligence
",1.221935510635376,7.0,99.0,106.0,"['cs.AI', 'stat.ML']"
Enhanced Global Optimization with Parallel Global and Local Structures,0,0,0,1,0,"optimization and control, computational machine learning
",1.5788664817810059,8.0,103.0,111.0,"['math.OC', 'cs.LG']"
LearningWord Embeddings for Low-resource Languages by PU Learning,0,1,0,0,0,"statistics machine learning, computation and language
",0.9726841449737549,8.0,106.0,114.0,"['cs.CL', 'stat.ML']"
Stochastic Newton and Cubic Newton Methods with Simple Local Linear-Quadratic Rates,0,0,1,1,1,"optimization and control, computational machine learning
",1.463090419769287,8.0,108.0,116.0,"['math.OC', 'cs.LG']"
Tight Linear Convergence Rate Bounds for Douglas-Rachford Splitting and ADMM,0,0,0,1,0,"optimization and control, computational machine learning
",1.0897247791290283,8.0,109.0,117.0,"['math.OC', 'cs.LG']"
Risk-Sensitive Deep RL: Variance-Constrained Actor-Critic Provably Finds Globally Optimal Policy,0,0,1,1,1,"statistics machine learning, optimization and control, computational machine learning, artificial intelligence
",1.1152095794677734,15.0,113.0,128.0,"['cs.AI', 'stat.ML', 'math.OC', 'cs.LG']"
Imaginations of WALL-E : Reconstructing Experiences with an Imagination-Inspired Module for Advanced AI Systems,1,1,0,0,0,"artificial intelligence, computational machine learning
",1.0925347805023193,7.0,114.0,121.0,"['cs.AI', 'cs.LG']"
HAIDA: Biometric technological therapy tools for neurorehabilitation of Cognitive Impairment,0,0,1,0,0,"artificial intelligence, statistics machine learning
",1.3210780620574951,7.0,110.0,117.0,"['cs.AI', 'stat.ML']"
Some Strategies to Capture Karaka-Yogyata with Special Reference to apadana,0,1,0,0,0,"computation and language
",1.0885450839996338,4.0,111.0,115.0,['cs.CL']
Aspect and Opinion Term Extraction for Hotel Reviews using Transfer Learning and Auxiliary Labels,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning
",1.0985496044158936,11.0,108.0,119.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Two-level Graph Neural Network,1,0,1,0,0,"computational machine learning, statistics machine learning
",1.3045587539672852,8.0,100.0,108.0,"['stat.ML', 'cs.LG']"
Multi-input control-affine systems static feedback equivalent to a triangular form and their flatness,0,0,0,1,0,"optimization and control
",1.0753896236419678,4.0,112.0,116.0,['math.OC']
Learning 3D Representations of Molecular Chirality with Invariance to Bond Rotations,0,0,1,0,0,"- statistics machine learning
- computational machine learning
",1.1410491466522217,10.0,110.0,120.0,"['stat.ML', 'cs.LG']"
Stochastic Batch Acquisition: A Simple Baseline for Deep Active Learning,0,0,1,0,1,"statistics machine learning, computational machine learning
",1.1109719276428223,8.0,105.0,113.0,"['stat.ML', 'cs.LG']"
Uncertainty Quantification of Surrogate Explanations: an Ordinal Consensus Approach,1,0,1,0,1,"statistics machine learning, artificial intelligence
",0.5241057872772217,7.0,106.0,113.0,"['cs.AI', 'stat.ML']"
Stepwise Extractive Summarization and Planning with Structured Transformers,0,1,0,0,0,"computation and language, artificial intelligence
",1.0930161476135254,7.0,105.0,112.0,"['cs.AI', 'cs.CL']"
Optimal Cooperative Inference,0,0,1,0,0,"- artificial intelligence
- statistics machine learning
- optimization and control
- computational machine learning
",1.2898340225219727,19.0,97.0,116.0,"['cs.AI', 'stat.ML', 'math.OC', 'cs.LG']"
Early Discovery of Emerging Entities in Microblogs,0,1,0,0,0,"computational machine learning, computation and language, artificial intelligence
",0.7871379852294922,11.0,102.0,113.0,"['cs.AI', 'cs.CL', 'cs.LG']"
The Service Academy Brigade Reassignment Problem,0,0,0,1,0,"optimization and control
",1.1623640060424805,4.0,101.0,105.0,['math.OC']
Imitating Graph-Based Planning with Goal-Conditioned Policies,1,0,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning
",0.6103353500366211,11.0,106.0,117.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Learning with Noise: Enhance Distantly Supervised Relation Extraction with Dynamic Transition Matrix,0,1,0,0,0,"statistics machine learning, artificial intelligence, computation and language, computational machine learning
",1.1575767993927002,15.0,109.0,124.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Scalable Spectral Clustering with Group Fairness Constraints,0,0,1,0,1,"statistics machine learning, computational machine learning
",1.158048152923584,8.0,102.0,110.0,"['stat.ML', 'cs.LG']"
Mondrian Forests for Large-Scale Regression when Uncertainty Matters,0,0,1,0,1,"statistics machine learning, computational machine learning
",1.1113152503967285,8.0,105.0,113.0,"['stat.ML', 'cs.LG']"
AdaBoost-assisted Extreme Learning Machine for Efficient Online Sequential Classification,0,0,1,0,1,"statistics machine learning, computational machine learning
",1.0716471672058105,8.0,106.0,114.0,"['stat.ML', 'cs.LG']"
Statistical inference on errorfully observed graphs,0,0,0,0,1,"statistics machine learning, computational machine learning
",1.099959135055542,8.0,101.0,109.0,"['stat.ML', 'cs.LG']"
Grey Wolf Optimizer and Whale Optimization Algorithm for Stochastic Inventory Management of Reusable Products in a two-level Supply Chain,0,0,0,1,0,"optimization and control
",1.1837899684906006,4.0,115.0,119.0,['math.OC']
Multimodal Transformer-based Model for Buchwald-Hartwig and Suzuki-Miyaura Reaction Yield Prediction,1,0,1,0,0,"computational machine learning
",1.1874148845672607,4.0,114.0,118.0,['cs.LG']
A further improvement of a minimax theorem of Borenshtein and Shulman,0,0,0,1,0,"optimization and control
",1.0898661613464355,4.0,110.0,114.0,['math.OC']
On $w$-mixtures: Finite convex combinations of prescribed component distributions,0,0,1,0,0,"statistics machine learning, computational machine learning
",1.1060030460357666,8.0,108.0,116.0,"['stat.ML', 'cs.LG']"
Distance Weighted Supervised Learning for Offline Interaction Data,0,0,1,0,0,"statistics machine learning, computational machine learning
",1.1736400127410889,8.0,103.0,111.0,"['stat.ML', 'cs.LG']"
Estimation of the Mean Function of Functional Data via Deep Neural Networks,0,0,1,0,1,"statistics machine learning, computational machine learning
",1.1490399837493896,8.0,106.0,114.0,"['stat.ML', 'cs.LG']"
Combining Contrastive and Non-Contrastive Losses for Fine-Tuning Pretrained Models in Speech Analysis,1,1,0,0,0,"statistics machine learning, computational machine learning
",1.0545554161071777,8.0,114.0,122.0,"['stat.ML', 'cs.LG']"
UniMSE: Towards Unified Multimodal Sentiment Analysis and Emotion Recognition,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning
",1.1379423141479492,11.0,106.0,117.0,"['cs.AI', 'cs.CL', 'stat.ML']"
RF-LighGBM: A probabilistic ensemble way to predict customer repurchase behaviour in community e-commerce,1,0,1,0,0,"statistics machine learning, computational machine learning
",1.1331236362457275,8.0,116.0,124.0,"['stat.ML', 'cs.LG']"
Why Unsupervised Deep Networks Generalize,1,0,1,0,1,"statistics machine learning, computational machine learning
",1.0547261238098145,8.0,102.0,110.0,"['stat.ML', 'cs.LG']"
A new scaling MCDA procedure putting together pairwise comparison tables and the deck of cards method,0,0,0,1,0,"optimization and control, artificial intelligence
",1.0735626220703125,7.0,111.0,118.0,"['cs.AI', 'math.OC']"
Projection-Free Non-Smooth Convex Programming,0,0,0,1,0,"optimization and control, computational machine learning
",0.545325756072998,8.0,102.0,110.0,"['math.OC', 'cs.LG']"
Probable convexity and its application to Correlated Topic Models,0,0,1,0,1,"statistics machine learning, computational machine learning
",1.1223888397216797,8.0,105.0,113.0,"['stat.ML', 'cs.LG']"
Neural Networks for Relational Data,1,0,1,0,0,"statistics machine learning, computational machine learning, artificial intelligence
",0.5787627696990967,11.0,99.0,110.0,"['cs.AI', 'stat.ML', 'cs.LG']"
COM2SENSE: A Commonsense Reasoning Benchmark with Complementary Sentences,1,1,0,0,0,"computation and language, artificial intelligence
",1.17741060256958,7.0,107.0,114.0,"['cs.AI', 'cs.CL']"
Consistency of l1 recovery from noisy deterministic measurements,0,0,0,1,0,"statistics machine learning, computational machine learning
",1.235243797302246,8.0,103.0,111.0,"['stat.ML', 'cs.LG']"
"Consideration on Example 2 of ""An Algorithm of General Fuzzy InferenceWith The Reductive Property""",1,0,0,0,0,"artificial intelligence, computational machine learning
",1.1505413055419922,7.0,113.0,120.0,"['cs.AI', 'cs.LG']"
Jointly Modeling Aspect and Polarity for Aspect-based Sentiment Analysis in Persian Reviews,1,1,0,0,0,"computation and language
artificial intelligence
statistics machine learning
",1.1316769123077393,11.0,110.0,121.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Weight Sharing is Crucial to Succesful Optimization,0,0,1,0,0,"optimization and control, computational machine learning
",0.9504895210266113,8.0,102.0,110.0,"['math.OC', 'cs.LG']"
Variational (Gradient) Estimate of the Score Function in Energy-based Latent Variable Models,0,0,1,0,1,"statistics machine learning, computational machine learning
",0.6980948448181152,8.0,111.0,119.0,"['stat.ML', 'cs.LG']"
AILAB-Udine@SMM4H 22: Limits of Transformers and BERT Ensembles,0,1,1,0,0,"computation and language, statistics machine learning
",1.1109440326690674,8.0,116.0,124.0,"['cs.CL', 'stat.ML']"
Quality of syntactic implication of RL-based sentence summarization,0,1,0,0,0,"computation and language, artificial intelligence, statistics machine learning
",0.5709333419799805,11.0,105.0,116.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Learning to Taste: A Multimodal Wine Dataset,0,0,1,0,0,"statistics machine learning, artificial intelligence
",1.1144533157348633,7.0,103.0,110.0,"['cs.AI', 'stat.ML']"
BRUMS at SemEval-2020 Task 3: Contextualised Embeddings for Predicting the (Graded) Effect of Context in Word Similarity,1,1,0,0,0,"computation and language
",1.0877010822296143,4.0,126.0,130.0,['cs.CL']
SAIDS: A Novel Approach for Sentiment Analysis Informed of Dialect and Sarcasm,1,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning
",1.1491940021514893,11.0,110.0,121.0,"['cs.AI', 'cs.CL', 'stat.ML']"
A Cross-Conformal Predictor for Multi-label Classification,0,0,1,0,0,"statistics machine learning, computational machine learning
",1.1485764980316162,8.0,106.0,114.0,"['stat.ML', 'cs.LG']"
Combining the Causal Judgments of Experts with Possibly Different Focus Areas,1,0,0,0,0,"artificial intelligence, statistics machine learning
",1.1869196891784668,7.0,106.0,113.0,"['cs.AI', 'stat.ML']"
Numerical Methods for Large-Scale Optimal Transport,0,0,0,1,0,"optimization and control, computational machine learning
",1.064769983291626,8.0,102.0,110.0,"['math.OC', 'cs.LG']"
A higher order model for image restoration: the one dimensional case,0,0,0,1,0,"optimization and control
",1.1538522243499756,4.0,106.0,110.0,['math.OC']
Measuring Data,1,0,1,0,0,"statistics machine learning
",1.110471487045288,4.0,96.0,100.0,['stat.ML']
An adaptive discretization method solving semi-infinite optimization problems with quadratic rate of convergence,0,0,0,1,0,"optimization and control, computational machine learning
",1.0827834606170654,8.0,109.0,117.0,"['math.OC', 'cs.LG']"
A Sui Generis QA Approach using RoBERTa for Adverse Drug Event Identification,1,1,0,0,0,"computation and language, artificial intelligence
",1.0927228927612305,7.0,109.0,116.0,"['cs.AI', 'cs.CL']"
Can ChatGPT be used to generate scientific hypotheses?,0,1,0,0,0,"artificial intelligence, computation and language
",0.5915508270263672,7.0,103.0,110.0,"['cs.AI', 'cs.CL']"
DGA-Net Dynamic Gaussian Attention Network for Sentence Semantic Matching,1,1,0,0,0,"computation and language, artificial intelligence
",1.2158856391906738,7.0,106.0,113.0,"['cs.AI', 'cs.CL']"
Multilingual BERT Post-Pretraining Alignment,0,1,0,0,0,"computation and language, artificial intelligence
",1.4107916355133057,7.0,102.0,109.0,"['cs.AI', 'cs.CL']"
Understanding and Detecting Supporting Arguments of Diverse Types,0,1,0,0,0,"computation and language, artificial intelligence
",1.315476655960083,7.0,103.0,110.0,"['cs.AI', 'cs.CL']"
Federated Myopic Community Detection with One-shot Communication,0,0,1,0,1,"statistics machine learning, computational machine learning
",0.6027274131774902,8.0,104.0,112.0,"['stat.ML', 'cs.LG']"
Do Language Models Know the Way to Rome?,0,1,0,0,0,"computation and language
",0.5803694725036621,4.0,103.0,107.0,['cs.CL']
The emergence of Explainability of Intelligent Systems: Delivering Explainable and Personalised Recommendations for Energy Efficiency,1,0,0,0,0,"artificial intelligence, statistics machine learning
",0.6123337745666504,7.0,113.0,120.0,"['cs.AI', 'stat.ML']"
A framework for lexical representation,0,1,0,0,0,"computation and language
",1.0440704822540283,4.0,99.0,103.0,['cs.CL']
CS-UM6P at SemEval-2022 Task 6: Transformer-based Models for Intended Sarcasm Detection in English and Arabic,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning
",1.1093392372131348,11.0,124.0,135.0,"['cs.AI', 'cs.CL', 'stat.ML']"
A space-time pseudospectral discretization method for solving diffusion optimal control problems with two-sided fractional derivatives,0,0,0,1,0,"optimization and control, computational machine learning
",1.2580718994140625,8.0,115.0,123.0,"['math.OC', 'cs.LG']"
Fight Fire with Fire: Fine-tuning Hate Detectors using Large Samples of Generated Hate Speech,1,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning
",1.167632818222046,15.0,111.0,126.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
A Better Way to Do Masked Language Model Scoring,0,1,0,0,0,"computation and language, statistics machine learning
",1.0894622802734375,8.0,103.0,111.0,"['cs.CL', 'stat.ML']"
Multi-Grid Schemes for Multi-Scale Coordination of Energy Systems,0,0,0,1,0,"optimization and control, computational machine learning
",0.5381531715393066,8.0,106.0,114.0,"['math.OC', 'cs.LG']"
Cross-Lingual Ability of Multilingual Masked Language Models: A Study of Language Structure,0,1,0,0,0,"computation and language, artificial intelligence, computational machine learning
",1.144798994064331,11.0,111.0,122.0,"['cs.AI', 'cs.CL', 'cs.LG']"
Exploiting the Relationship Between Kendall's Rank Correlation and Cosine Similarity for Attribution Protection,1,0,1,0,0,"statistics machine learning, computational machine learning
",0.5359163284301758,8.0,111.0,119.0,"['stat.ML', 'cs.LG']"
Deep Probabilistic Ensembles: Approximate Variational Inference through KL Regularization,0,0,1,0,1,"statistics machine learning, computational machine learning
",1.077742099761963,8.0,108.0,116.0,"['stat.ML', 'cs.LG']"
EDD: Efficient Differentiable DNN Architecture and Implementation Co-search for Embedded AI Solutions,0,0,1,0,0,"artificial intelligence, computational machine learning
",1.1069467067718506,7.0,111.0,118.0,"['cs.AI', 'cs.LG']"
Learning to Approximate a Bregman Divergence,0,0,1,0,1,"statistics machine learning, computational machine learning
",0.7064306735992432,8.0,103.0,111.0,"['stat.ML', 'cs.LG']"
Persona Authentication through Generative Dialogue,0,1,1,0,0,"artificial intelligence, computation and language
",1.0351715087890625,7.0,100.0,107.0,"['cs.AI', 'cs.CL']"
Skeptical Deep Learning with Distribution Correction,0,0,1,0,1,"statistics machine learning, computational machine learning
",0.5928404331207275,8.0,102.0,110.0,"['stat.ML', 'cs.LG']"
Causal policy ranking,1,0,1,0,0,"statistics machine learning, artificial intelligence
",1.060046672821045,7.0,97.0,104.0,"['cs.AI', 'stat.ML']"
